sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,"விஷ்ணு, மஹாவிஷ்ணு","vishNu, mahaavishNu",,,,"Lord Vishnu, Great Vishnu","விஷ்ணு, மஹாவிஷ்ணு, பெருமாள், நாராயணன்",விஷ்ணு ஸஹஸ்ர நாமம் மெனெத் விஷ்ணுகா3 ஸஸர் நாவுனு,Vishnu Sahasra Naamam means thousand names of Lord Vishnu,விஷ்ணு சஹஸ்ர நாமம் என்றால் விஷ்ணுவின் ஆயிரம் நாமங்கள்,temple,corpus_sourashtradictionary
,,"லக்ஷ்மி, மஹாலக்ஷ்மி","lakshmi, mahaalakshmi",,,,Goddess Lakshmi,"லக்ஷ்மி, மஹாலக்ஷ்மி",மஹாலக்ஷ்மி த3மர் பூ2லும் பி3ஸி ர்ஹாஸு,Mahalakshmi sits on a lotus flower,மஹாலக்ஷ்மி தாமரைப்பூவில் அமர்ந்திருப்பாள்,temple,corpus_sourashtradictionary
,,பார்வதி,paarvati,,,,Goddess Parvathi,"பார்வதி, சக்திதேவி","பார்வதி அம்மாக் மீனாக்ஷி, காமாக்ஷி, விசாலாக்ஷி மெனி ஜு2கு3 நாவுனுன் ஸே","Goddess Parvati has many names like Meenakshi, Kamakshi, Visalakshi","பார்வதி தேவிக்கு மீனாட்சி, காமாட்சி, விசாலாட்சி என்று பல பெயர்கள் உண்டு",temple,corpus_sourashtradictionary
,,பா4ரதி,bhaarati,,,,Goddess Saraswathi,ஸரஸ்வதி,"பா4ரதி ஹாதும் ஸேத்தெ வீணாக் ""கச்சபி"" மெனி நாவு","The Veena in Saraswati's hand is called ""kachchapi""","சரஸ்வதியின் கையில் இருக்கும் வீணைக்கு ""கச்சபி"" என்று பெயர்",temple,corpus_sourashtradictionary
,,விநாய்,vinaay,,,,Lord Ganesh,பிள்ளையார்,"விநாயிக் ஸித்3தி4, பு3த்3தி4 மெனி தீ3 தே3வின் ஸேத்தெ",Lord Ganesh has two goddesses Siddhi and Buddhi,"பிள்ளையாருக்கு சித்தி, புத்தி என்று இரண்டு தேவிகள் உள்ளனர்",temple,corpus_sourashtradictionary
,,விநாய்,vinaay,,,,Celebration of arrival of Lord Ganesh from Kailash Parvath,பிள்ளையார் சதுர்த்தி,விநாய் ஜு2கு3 ராஜ்யமுனும் 10 தி3ன்னு மட3ஸுன்,Vinayaka Chaturthi is celebrated for 10 days in many states,விநாயக சதுர்த்தி பல மாநிலங்களில் 10 நாட்கள் கொண்டாடப்படுகிறது,temple,corpus_sourashtradictionary
,,"மன்னென், முருகன்","mannen, murukan",,,,Lord Murugan,"சுப்பிரமணியன், முருகன்",மன்னெனு வாஹனொ ம்ஹோரு,Lord Muruga's vehicle is peacock,முருகப்பெருமானின் வாகனம் மயில்,temple,corpus_sourashtradictionary
,,கெர்ப்பண்,kerppaN,,,,Guardian Deity,"ஐயனார், கருப்பணசாமி",கெர்ப்பண் பொர்க்யாடு3க் ரக்ஷண கெரரியொ தே3வு,Karuppasamy is the guardian deity of the village,கருப்பசாமி கிராமத்தை காக்கும் தெய்வம்,temple,corpus_sourashtradictionary
,,இந்த்3ரு,indru,,,,"Indra, King of Gods",இந்திரன்,இந்த்3ரு தை3வலோகுக் ரஜொ,Indra is the king of the divine world,இந்திரன் தேவலோகத்தின் அரசர்,temple,corpus_sourashtradictionary
,,ஹன்மந்து,hanmantu,,,,"Hanuman, Anjaneya","அனுமன், ஆஞ்சநேயர்",ஹன்மந்து ஈஸ்புரு அவ்தாரு,Hanuman is an incarnation of Lord Shiva,அனுமன் சிவபெருமானின் அவதாரம்,temple,corpus_sourashtradictionary
,,தே3வதான்,dEvataan,,,,Demigod,தேவதை,மெனிக்கன் ர்ஹீ தே3வ்கன் ஹொயாத்தெங்கொ3 தே3வதான் மெனனு,Devas are those who have become gods from humans,மனிதனாக இருந்து கடவுளாக மாறியவர்களை தேவர்கள் என்பார்கள்,temple,corpus_sourashtradictionary
,,த3ர்ஶனொ,darssano,,,,Darshan,தரிசனம்,என்வால் திருப்பதிம் சொக்கட் த3ர்ஶனொ அப்3பெ3ஸ்,This time I got good darshan in Tirupati,இம்முறை திருப்பதியில் நல்ல தரிசனம் கிடைத்தது,temple,corpus_sourashtradictionary
,,மோக்ஷம்,mOksham,,,,Salvation,முக்தி,நொவ் கி4ரால்னும் கேது மோக்ஷம் தே3ரியொ கி4ராலு,"Among the nine planets, Ketu is the planet of salvation",ஒன்பது கிரகங்களில் கேது முக்தி தரும் கிரகம்,temple,corpus_sourashtradictionary
,,தை3வலோகு,daivalOku,,,,World of the Gods,தேவலோகம்,தை3வலோகுக் கு3ரு ப்3ரஹஸ்பதி,Brahaspati is the Guru of Devaloka,தேவலோகத்தின் குரு பிரகஸ்பதி,temple,corpus_sourashtradictionary
,,ஸ்வர்கு3,svargu,,,,"Heaven, Paradise","சொர்க்கம், சுவர்க்கம்",புன்னு கெரெ ஆத்மொ ஸ்வர்கு3க் ஜாயி,A blessed soul will go to heaven,புண்ணியம் செய்த ஆத்மா சொர்க்கதிற்கு செல்லும்,temple,corpus_sourashtradictionary
,,ஹினல்,hinal,,,,Hell,நரகம்,பாபுக் தொ3டு3ஞ்ஜெ ஆத்மாக் ஹினல் அப்3ப3யி,A soul that has earned sin will get hell,பாவத்தை சம்பாத்தித்த ஆத்மாவிற்கு நரகம் கிடைக்கும்,temple,corpus_sourashtradictionary
,,க்ரது,kratu,,,,"Yajna, Yagya","யஜ்ஞம், யாகம், வேள்வி",க்ரது மென்தொ அர்பணொ கெரத்தெ மெனி அர்து2,Yagya means dedication,யாகம் என்றால் அர்ப்பணித்தல் என்று பொருள்,temple,corpus_sourashtradictionary
,,இஜ்யொ,ijyo,,,,"Yajna, Yagya","யஜ்ஞம், யாகம், வேள்வி",தே3ஶு மென்க்யான் ஸௌர்யம்கன் ர்ஹாத்தக் இஜ்யொ கெரஸுன்,Yagya is performed for the welfare of people in the country,நாட்டில் மக்கள் நலமா இருக்க யாகம் செய்கிறார்கள்,temple,corpus_sourashtradictionary
,,ஹோம்,hOm,,,,Sacrifice,ஹோமம்,கொ4ம்மா மென்க்யான் ஸௌர்யம்கன் ர்ஹாத்தக் ஹோம் கெரஸுன்,Homam is performed for the welfare of people in the home,வீட்டில் உள்ளவர்கள் நலமாக இருக்க ஹோமம் செய்கிறார்கள்,temple,corpus_sourashtradictionary
,,ப3லி,bali,,,,"Gift, Victim, Hierophant, Sacrifice",பலி,அஸ்வக்ரது யாகு3ம் கொ4டா3க் ப3லி தே3னு,A horse is sacrificed in the Ashwamedha Yagya,அஸ்வமேத யாகத்தில் குதிரையை பலி கொடுப்பார்கள்,temple,corpus_sourashtradictionary
,,அர்பணொ,arpaNo,,,,"Dedication, Commitment","அர்ப்பணிப்பு, அர்ப்பணித்தல்",ப4க்தி காம் அர்பணொ ஸெரொ கெர்னொ,Devotional work should be done with dedication,பக்தி பணியை அர்ப்பணிப்புடன் செய்ய வேண்டும்,temple,corpus_sourashtradictionary
,,தர்பணொ கெரத்தெ,tarpaNo keratte,,,,Satisfying,திருப்தி செய்தல்,பா3ப் ந்ஹீத்தெனுன் அமாஸுக் தர்பணொ கெர்னொ,Those who do not have a father should do tarpanam on the new moon,தந்தை இல்லாதவர்கள் அமாவாசைக்கு தர்ப்பணம் செய்யவேண்டும்,temple,corpus_sourashtradictionary
,,வேது3ன்,vEdun,,,,Vedas,வேதங்கள்,வேது3ன் விஶ்வமுக் கா2ம்பு3கன் ஸே,Vedas are the pillars of the universe,வேதங்கள் பிரபஞ்சத்திற்கு தூண்களாக இருக்கின்றன,temple,corpus_sourashtradictionary
,,அத்4யயனொ,adhyayano,,,,Reading Vedas,வேதங்களை படித்தல்,த3க்ஷிணாயன காலும் ஒண்ட்டேஸ் வேது3ன் அத்4யயனொ கெர்னொ மெனி ஶாஸ்தர் ஸேத்தெ,"According to Shastra, one should study the Vedas only during the Dakshinayana period",தக்ஷிணாயன காலத்தில் மட்டுமே வேதங்களை படிக்கவேண்டும் என சாஸ்திரம் உள்ளது,temple,corpus_sourashtradictionary
,,ஶாஸ்தர்,ssaastar,,,,Sastra,சாஸ்திரம்,ஶாஸ்தர் மெனெத் நியம் ந்ஹீஜியெத் புஸ்தவ் மெனி அர்து2,Shastra means rules or book,சாஸ்திரம் என்றால் விதிகள் அல்லது புத்தகம் என்று பொருள்,temple,corpus_sourashtradictionary
,,நிஷ்டா2,nishThaa,,,,Dharma rules,தர்ம விதிகள்,நிஷ்டா2ன் தா4னுக் சல்னார் ரொவ்வொ தெனூஸி,Very few follow the rules of Dharma,தர்ம விதிகளின் படி நடப்பவர்கள் மிகச் சிலரே,temple,corpus_sourashtradictionary
,,பவித்ரம்,pavitram,,,,"Holy, Sacred, Solemn",புனிதம்,தௌ4ரொ ஒண்டெ பவித்ரம் ஹொயெ தா2மு,A temple is a sacred place,கோவில் ஒரு புனிதமான இடம்,temple,corpus_sourashtradictionary
,,தீர்து,teertu,,,,"Sacred water, Holy water",தீர்த்தம்,ரமேஸுரு தௌ4ராம் பி4த்தர் 22 புன்ய தீர்துனுன் ஸே,There are 22 holy theerthas inside the Rameswaram temple,​ராமேஸ்வரம் கோவிலுக்குள் 22 புண்ய தீர்த்தங்கள் உள்ளன,temple,corpus_sourashtradictionary
,,பு3ண்ணி,buNNi,,,,Holy bathing,புனித நீராடல்,பு3ண்ணி மென்தொ புன்ய தீர்துனும் பு3ட3த்தெ,Holy bathing is bathing in holy water,புனித நீராடல் என்பது புண்ணிய தீர்த்தத்தில் குளிப்பது,temple,corpus_sourashtradictionary
,,ஶுத்3தி4,ssuddhi,,,,Cleansing,சுத்தப்படுத்துதல்,மொன்னு ஶுத்3தி4 கெரத்தக் தௌ4ராக் ஜீ பாய்ஞ்பொடு3வாய்,You can visit the temple to purify your mind,மனதை சுத்தப்படுத்த கோவிலுக்கு சென்று கும்பிடலாம்,temple,corpus_sourashtradictionary
,,புனி,puni,,,,"Purifying, Sanctification",புனிதப்படுத்துதல்,ஹலது பனி சிலுஞ்சி கே4ர் புனி கெரனு,The house is sanctified by sprinkling turmeric water,மஞ்சள் நீர் தெளித்து வீட்டை புனிதப்படுதுவார்கள்,temple,corpus_sourashtradictionary
,,புன்னு,punnu,,,,"Pious, Blessings, Dharma","புண்ணியம், தர்மம்",கெரெ காமு போ2ளு தொ2விகினூஸ் பாப்-புன்னு நிர்ணயொ ஹோஸு,It is only by the effect of action that sin-pious is determined,செய்த வேலையின் விளைவை வைத்தே பாவ-புண்ணியம் தீர்மானிக்கப்படுகிறது,temple,corpus_sourashtradictionary
,,பாப்,paap,,,,Sin,பாவம்,வேன் ஆஸ்தொ பொட3த்தேஸ் பாபுக் காரணொ,The cause of sin is excessive desire,பாவத்திற்கு காரணம் அதிகப்படியான ஆசை,temple,corpus_sourashtradictionary
,,பாதகு,paataku,,,,Sin,பாவம்,மொன்னு ஜனி பாதகு கெரத் கொன்னி ஜெலுமு தெல்லெ ஸுட்டுனா,"If you do sin knowingly, it will not leave you in any birth",மனதறிந்து பாவம் செய்தால் எந்த பிறவியிலும் அது விடாது,temple,corpus_sourashtradictionary
,,ப4க்துடு3,bhaktuDu,,,,Devotee,பக்தர்,ஹன்மந்து ராம ப4க்துடு3,Hanuman is a devotee of Rama,ஹனுமான் ராம பக்தர்,temple,corpus_sourashtradictionary
,,மொந்த்ரு,montru,,,,Mantras,மந்திரம்,மொந்துரும் மீ கா3யத்ரி மொந்துர்கன் ஸே - கீஷ்டு ப4க3வான்,In mantras I am Gayatri Mantra - Lord Krishna,"மந்திரங்களில் நான் காயத்ரி மந்திரமாக இருக்கின்றேன் - பகவான் கிருஷ்ணர்,",temple,corpus_sourashtradictionary
,,நமஸ்கெரத்தெ,namaskeratte,,,,"Prostration, Bow down","தாள்பணிதல், சாஷ்டாங்கம்",நமஸ்கெரத்தெ மென்தொ ஹங்க்ருதிக் ஸொட3த்தெ,Prostration means letting go of ego,தாள்பணிதல் என்றால் அகங்காரத்தை விடுதல்,temple,corpus_sourashtradictionary
,,பாய்ஞ்பொட3த்தெ,paaynjpoDatte,,,,"Worshipping, Praying","வணங்குதல், வழிபடுதல்",தே3வுக் பாய்ஞ்பொட3த்தெ ஸிக்கடி3 தீ3 அவத்திஸாயொ ந்ஹா,Worshiping God does not come from teaching,கடவுளை வணங்குவது சொல்லிக்கொடுத்து வருவதல்ல,temple,corpus_sourashtradictionary
,,வந்த3த்தெ,vandatte,,,,"Worshipping, Praying","வணங்குதல், வழிபடுதல்",தே3வுக் வந்தி3தி காமுன் ஹர்ம்ப3ம் கெரத்தெ ப3ரொ,It is good to start work after worshiping God,கடவுளை வழிபட்டு வேலையை ஆரம்பிப்பது நலம்,temple,corpus_sourashtradictionary
,,ஜப்னார்,japnaar,,,,One who chants Mantra,மந்திரம் உச்சரிப்பவர் / ஓதுபவர்,தே3வு நாவுக் ஸதா3 ஜப்னாருக் பாப் அவ்னா,Sin never comes to those who chants God's name always,கடவுளின் பெயரை எப்போதும் உச்சரிப்பவர்களுக்கு பாவம் வராது,temple,corpus_sourashtradictionary
,,புதளொ,putaLo,,,,"Statue, Idol",சிலை,தௌ4ரா கொ3புரும் ஜு2கு3 வித4 புதளானுக் ஸவாய்,Many types of idols can be seen in the temple tower,கோவில் கோபுரத்தில் பல வகையான சிலைகளை பார்க்கலாம்,temple,corpus_sourashtradictionary
,,மூர்தி,moorti,,,,"Statue, Idol",வழிபாட்டுச் சிலை,மூர்திக் ஹாத் தெ4ரி பாய்ஞ்பொட3 ஹோனா,Should not worship the idol by touching it with hands,சிலையை கையால் தொட்டு வணங்கக்கூடாது,temple,corpus_sourashtradictionary
,,பிரார்த2னொ,piraarthano,,,,Prayer,வேண்டுகோள்,பிரார்த2னொ கொ2ப்3பி3ம் வித்தாக் ஜானா,A prayer is never in vain,பிரார்த்தனை ஒருபோதும் வீண் போகாது,temple,corpus_sourashtradictionary
,,கொர்க்கெல்,korkkel,,,,Vow of offerings,நேர்த்திக்கடன்,ஜு2கு3 தெனு கு3ண்டு3 தய்லிகின் கொர்க்கெல் தே3ஸுன்,Many pay vow of offerings by tonsuring,பலர் மொட்டையடித்துக் கொண்டு நேர்த்திக்கடனை செலுத்துகிறார்கள்,temple,corpus_sourashtradictionary
,,பன்ட3 பன்டா3ல்,panDa panDaal,,,,Rolling of devotees on the ground to fulfill virat,"விரதத்தை நிறைவேற்ற பக்தர்கள் தரையில் உருளுதல், அங்கப்ரதக்ஷிணம்",திருப்பதிம் ஜு2கு3 தெனு பன்ட3பன்டா3ல் து4ளஸுனு,Many people do Angapradakshina in Tirupati,திருப்பதியில் நிறையபேர் அங்கப்ரதக்ஷிணம் செய்கிறார்கள்,temple,corpus_sourashtradictionary
,,அசார்,acaar,,,,Etiquette,ஆசாரம்,ஆசார் மென்தொ தெ4ரும் சுட்டுநாத்தக் ர்ஹாத்தெ,Etiquette means not letting go of dharma,ஆசாரம் என்பது தர்மத்தை விடாது இருப்பது,temple,corpus_sourashtradictionary
,,ஒக3த்,ogat,,,,Fasting,விரதம்,ம்ஹடா3ம் தீ2ன்தி3 ஒக3த் ர்ஹாத்தெ ஆங்கு3 ஆரோக்3யமுக் சொக்கடு3,Fasting for three days in a month is good for health,மாதத்தில் மூன்று நாட்கள் விரதம் இருப்பது உடல் ஆரோக்யத்துக்கு நல்லது,temple,corpus_sourashtradictionary
,,நோம்,nOm,,,,Fasting,"நோன்பு, விரதம்",வரலட்சுமி நோம் பூரா பூராக் அம்மானுக் ஹொயெயொ,Varalakshmi fast is strictly for women,வரலட்சுமி நோன்பு முழுக்க முழுக்க பெண்களுக்கானது,temple,corpus_sourashtradictionary
,,உபவாஸ்,upavaas,,,,Fasting,விரதம்,ஏகாத3ஸிக் ஜு2கு3 தெனு உபவாஸ் ர்ஹானு,Many fast on Ekadasi,ஏகாதசியில் பலர் விரதம் இருப்பார்கள்,temple,corpus_sourashtradictionary
,,உத3ந்து,udantu,,,,Fasting,விரதம்,தெ2வ்டெ3தெனு தொ2ள்சி பனி ஒண்டே பீகின் உத3ந்து ர்ஹாஸுனு,Some fast by drinking only Tulsi water,சிலர் துளசி நீரை மட்டும் குடித்து விரதம் இருக்கிறார்கள்,temple,corpus_sourashtradictionary
,,த்4யான்,dhyaan,,,,Meditation,தியானம்,த்4யான் மொன்னுக் ஶாந்தி தே3ஸு,Meditation brings peace to the mind,தியானம் மனதிற்கு அமைதியை தருகிறது,temple,corpus_sourashtradictionary
,,நிஷ்டொ,nishTo,,,,Meditation,தியானம்,தா3ந்தி கெர்லின் த்4யானும் பி3ஸத்தேஸ் நிஷ்டொ,Nishta is to suppress the senses and sit in meditation,புலன்களை அடக்கிக்கொண்டு தியானத்தில் அமர்வதே நிஷ்டை,temple,corpus_sourashtradictionary
,,தப3ஸ்,tabas,,,,Penance,தவம்,தப3ஸ் கெரத்தக் ஏகாந்து அவஸ்யம் பஜெ,Solitude is mandatory for penance,தவம் செய்ய தனிமை கட்டாயம் வேண்டும்,temple,corpus_sourashtradictionary
,,தொபஸ்,topas,,,,Penance,தவம்,தொபஸ் மென்தொ மொன்னும் கொன்னி ஹவ்டு3னாத்தக் ர்ஹாத்தெ,Penance is not thinking about anything in the mind,தவம் என்பது மனதில் எதையும் நினைக்காதிருப்பது,temple,corpus_sourashtradictionary
,,முன்னார்,munnaar,,,,One who keep the vow of silence,மௌனமாய் இருப்பவர்,முன்னாருக் கொன்னி பாதகு அவ்னா,No sin befalls one who is silent,மௌனமாய் இருப்பவருக்கு எந்த பாவமும் வராது,temple,corpus_sourashtradictionary
,,கி4ணிங்கா3ட்,ghiNinggaaT,,,,Om Bell,மணி,புஜெ கெரத்தவேள் கி4ணிங்கா3ட் ஹவ்லஸுனு,They ring bells while performing puja,பூஜை செய்யும் போது மணி அடிப்பார்கள்,temple,corpus_sourashtradictionary
,,கெ3னங்க்கா4ட்,genangkghaaT,,,,Om Bell,மணி,கெ3னங்க்கா4ட் ஸெத்3து3 ஐகெத் து3ர்தே3வதான் த4மி ஜேட3னு,"On hearing the bell sound, demons will run away",மணியோசை கேட்டால் துர்தேவதைகள் ஓடிவிடுவார்கள்,temple,corpus_sourashtradictionary
,,ஸம்ப்3ரானி க2ட்டி,sambraani khaTTi,,,,Incense stick,ஊதுபத்தி,ஜு2கு3 தெ4ருமுனும் ஸம்ப்3ரானி க2ட்டி தொ2விகின் தே3வுக் பாய்ஞ்பொடஸுன்,In many religions people pray God with incense,பல மதங்களில் ஊதுவத்தியை வைத்து கடவுளை வணங்குகிறார்கள்,temple,corpus_sourashtradictionary
,,ஸொம்பு3ரானி,somburaani,,,,Benzoin,சாம்பிராணி,ஶுக்ரார்தி3 ஸொம்பு3ரானி பொ4வ்ரி பாய்ஞ்பொடஸுனு,"On Fridays, people pray God by lighting Benzoin",வெள்ளிகிழமைகளில் சாம்பிராணி ஏற்றி பூஜை செய்வார்கள்,temple,corpus_sourashtradictionary
,,ஸம்ப்3ரானி,sambraani,,,,Benzoin,சாம்பிரானி,ஸம்பு3ரானி வஸுனாம் கே4ருஸ் த4வ்ரொ ஸொகன் ஹொய்யாஸு,The house becomes like a temple in the smell of benzoin,சாம்பிராணி வாசனையில் வீடே கோவில் போல் ஆகிவிடுகிறது,temple,corpus_sourashtradictionary
,,அத்திம்பு3ர்,attimbur,,,,Camphor,"கற்பூரம், சூடம்",அத்திம்பு3ர் வஸுனொ மொன்னும் சொக்கட் ஹவ்ட3ன் துக்கி ஸொட3யி,The smell of camphor induces good thoughts in the mind,கற்பூர வாசனை மனதில் நல்ல எண்ணத்தை தூண்டும்,temple,corpus_sourashtradictionary
,,அத்திபூர்,attipoor,,,,Camphor,"கற்பூரம், சூடம்",ஹெம்பினிக் அத்திபூர் ஒண்டெ சொக்கட் ஹொகது,Camphor is a good remedy for asthma,மூச்சிரைப்புக்கு கற்பூரம் ஒரு நல்ல மருந்து,temple,corpus_sourashtradictionary
,,ஹொஸ்னி,hosni,,,,"Firepan, Fire-pot","தீச்சட்டி, கும்பிடுசட்டி, கணப்புச்சட்டி",மாரியம்மாக் கொர்க்கெல் தே3த்தக் ஹாதும் ஹொஸ்னி க2ல்லி ஜானு,They will carry a Fire-pot in their hand to pay vow of offerings to Mariamman,மாரியம்மனுக்கு நேர்த்திக்கடன் செலுத்த கையில் தீச்சட்டி எடுத்துச் செல்வார்கள்,temple,corpus_sourashtradictionary
,,தி3வொ,divo,,,,Lamp,விளக்கு,வீள் ஹொயெத் தி3வொ பொ4வ்ருனொ,Light should be lit in the evening,மாலையில் விளக்கு ஏற்ற வேண்டும்,temple,corpus_sourashtradictionary
,,து4வத்தி,dhuvatti,,,,Multi wick oil lamp,ஆரத்தி விளக்கு,தே3வுக் கெரரியொ ஸொவள் உபசாருனும் தி3வா து4வத்தி தெ3க்கட3த்தெ ஒண்டெ,Deepa aarti is one of the sixteen types of services offered to God,கடவுளுக்கு செய்யும் பதினாறு வகை உபசாரங்களில் தீப ஆரத்தி காட்டுதல் ஒன்று,temple,corpus_sourashtradictionary
,,லீதுதி3வொ,leetudivo,,,,Brass lamp,பித்தளை விளக்கு,புஜாக் லீதுதி3வொ பொ4வ்ரத்தெ அவ்ரெ ரூடி4,It is our custom to light brass lamps for puja,பூஜைக்கு பித்தளை விளக்குகள் ஏற்றுவது நம் வழக்கம்,temple,corpus_sourashtradictionary
,,தி3வாதளொ,divaataLo,,,,Prayer / Oil Lamp,குத்துவிளக்கு,சீஸ் தயி மஞ்ஜெத் தி3வாதளொ உடாவ் ஹோஸு,"If rubbed with tamarind, the oil Lamp becomes bright",புளியால் தேய்த்தால் குத்துவிளக்கு பளிச் என ஆகிறது,temple,corpus_sourashtradictionary
