sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
ꢦꢜ꣄ꢜꢵꢠꢶ,पट्टाणि,பட்டாணி,pat't'aani,paTTANi,paṭṭāṇi,pəʈʈɑːɳɪ,pea,பட்டாணி,,,,Vegetables,words
ꢦꣁꢱ꣄ꢒꢵꢫ꣄,पा॑स्काय्,பொஸ்காய்,po'skaay,pOskAy,pŏskāy,pos̪kɑːj,pumpkin,பறங்கிக்காய்,,,,Vegetables,words
ꢒꢭ꣄ꢭꣁ,कल्ला॑,கல்லொ,kallo',kallO,kallŏ,kəllo,bitter gourd,பாகற்காய்,,,,Vegetables,words
ꢮꢣꢸꢥꢵ ꢩꢙ꣄ꢙꢶ,वदुनाभज्जि,வது3னாப4ஜ்ஜி,vadunaa bhajji,vadunA bhajji,vadunā bhajji,ʋəd̪un̪ɑː bʰəd͡ʒd͡ʒɪ,mint,புதினா,,,,Vegetables,words
ꢦꣁꢜ꣄ꢔꢸꢭꣁ,पा॑ट्गुला॑,பொட்கு3லொ,po't'gulo',pOTgulO,pŏṭgulŏ,poʈgulo,snake gourd,புடலங்காய்,,,,Vegetables,words
ꢒꢵꢭꢶꢧꢶꢳꢮꢬ꣄,कालिफिळवर्,காலிபி2ளவர்,kaaliphil'avar,kAliphiLavar,kāliphil̤avar,kɑːlɪpʰɪɭəʋəɾ,cauliflower,பூக்கோசு,,,,Vegetables,words
ꢓꢾꢮ꣄ꢭꣁ,खा॑व्ला॑,கொ2வ்லொ,khe'vlo',khEvlO,khĕvlŏ,kʰeʋlo,pum pkin,பூசனிக்காய்,,,,Vegetables,words
ꢭꣁꢱꢥ꣄,ला॑सन,லொஸன்,lo'san,lOsan,lŏsan,los̪ən̪,garlic,பூண்டு,,,,Vegetables,words
ꢒꣃꢭꢒꢾꢱꢸꢬ꣄,कैलक॑सुर्,கைலகெஸுர்,kaulake'sur,kaulakEsur,kaulakĕsur,kəuləkes̪uɾ,vegetable,மரக்கறி,,,,Vegetables,words
ꢗꢾꢒ꣄ꢒꢬ꣄ ꢒꢶꢳꢖ꣄ꢔꢸ,च॑क्कर्किळङ्गु,ஸெக்கர்கிளங்கு3,che'kkar kil'angu,cEkkar kiLaGgu,cĕkkar kil̤aṅgu,t͡ʃekkəɾ kɪɭəŋgu,tapioca,மரச்சீனிக் கிழங்கு,,,,Vegetables,words
ꢃꢭ꣄ꢮꢳꢶꢒ꣄ ꢒꢶꢳꢖ꣄ꢒꢸꢮ꣄,आल्वळिक्किळङ्कु,ஆல்வளிக்கிழங்கு,aalval'ik kil'ankuv,AlvaLik kiLaGkuv,ālval̤ik kil̤aṅkuv,ɑːlʋəɭɪk kɪɭəŋkuʋ,tapioca,மரவள்ளிக் கிழங்கு,,,,Vegetables,words
ꢒꢗ꣄ꢗꢪ꣄ꢨꣁ,कच्चम्बा॑,கச்சம்பொ3,kachchambo',kaccambO,kaccambŏ,kət͡ʃt͡ʃəmbo,mango,மாங்காய்,,,,Vegetables,words
ꢪꢸꢜ꣄ꢜꣀꢒꣂꢱ꣄,मुट्टैकोस्,முட்டைகோஸ்,mut't'aikos,muTTaikos,muṭṭaikos,muʈʈəɪkoːs̪,cabbage,முட்டைகோஸ்,,,,Vegetables,words
ꢱꢾꢮ꣄ꢒꢵ ꢒꣀꢭꣁ,स॑व्का कैला॑,ஸெவ்கா கைலொ,se'vkaa kailo',sEvkA kailO,sĕvkā kailŏ,s̪eʋkɑː kəɪlo,drumstick,முருங்கைக்காய்,,,,Vegetables,words
ꢪꢸꢳꣁ,मुळा॑,முளொ,mul'o',muLO,mul̤ŏ,muɭo,raddish,முள்ளங்கி,,,,Vegetables,words
ꢒꢗ꣄ꢗꢾꢒꢾꢳꣁ,कच्चिक॑ळा॑,கச்சிகெளொ,kachche'ke'l'o',kaccEkELO,kaccĕkĕl̤ŏ,kət͡ʃt͡ʃekeɭo,unripe plantain,வாழைக்காய்,,,,Vegetables,words
ꢩꢾꢠ꣄ꢞꢶꢒꣀꢭꣁ,भ॑ण्डिकैला॑,பெ4ண்டி3கைலொ,bhe'nd'ikailo',bhENDikailO,bhĕṇḍikailŏ,bʰeɳɖɪkəɪlo,lady`s finger,வெண்டைக்காய்,,,,Vegetables,words
ꢂꢔꢱ꣄ꢡꢶꢬ꣄,अगस्तिर,அக3ஸ்திர்,agastir,agastir,agastir,əgəs̪t̪ɪɾ,lady`s finger,வெண்டைக்காய்,,,,Vegetables,words
ꢮꢭ꣄ꢒꣁ,वल्का॑,வள்கொ,valko',valkO,valkŏ,ʋəlko,cucumber,வெள்ளரிக்காய்,,,,Vegetables,words
