sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,வாயுமார்கொ3,vaayumaargo,,,,Airways,வான்வழி,பா4ரதும் வாயுமார்கொ3 1911 ஹர்ம்ப3ம் ஹொயெஸி,Airways in India started in 1911,இந்தியாவில் வான்வழி 1911 இல் தொடங்கியது,travel,corpus_sourashtradictionary
,,கு3ஷ்டி,gushTi,,,,Cart,வண்டி,கொ3ரு கு3ஷ்டிம் பொள்ளள்னுக் க2ல்லி அவராஸ்,They bring fruits in bullock carts,மாட்டு வண்டியில் பழங்களை கொண்டு வருகிறார்கள்,travel,corpus_sourashtradictionary
,,ஸகட3ம்,sakaDam,,,,Cart,வண்டி,"வேன் பா4ர் ஹிங்க4டெத், ஸகட3ம் உட்சத்தெ கெஷ்டமு",Heavy load makes it difficult to pull the cart,"அதிக சுமை ஏற்றினால், வண்டியை இழுப்பது கடினம்",travel,corpus_sourashtradictionary
,,பொ3ண்டி3,boNDi,,,,"Vehicle, Car","வண்டி, ஊர்தி",அத்தொ பொ3ண்டி3ன் விஜுலாம் த4மரஸி,Nowadays cars run on electricity,தற்போது கார்கள் மின்சாரத்தில் இயங்குகின்றன,travel,corpus_sourashtradictionary
,,தீ3 செக்குர் பொ3ண்டி3,dee cekkur boNDi,,,,Bicycle,மிதிவண்டி,விஜுலா தீ3 செக்குர் பொ3ண்டி3 ஹிந்தொ ஸாமான்யொ ஹொய்யொ,Electric two-wheelers have become common today,மின்சார இரு சக்கர வாகனங்கள் இன்று சர்வசாதாரணமாகி விட்டன,travel,corpus_sourashtradictionary
,,பஞ்சலொ,panjcalo,,,,Bicycle,மிதிவண்டி,தீ3 செக்குர் பொ3ண்டி3 தொ3வ்ட3த்தக் முது3ல்லாம் பஞ்சலொ ஸிக்குலத்தெ ப3ரொ,Better to learn bicycle first before riding two wheelers,இரு சக்கர வாகனம் ஓட்டும் முன் சைக்கிள் கற்றுக்கொள்வது நல்லது,travel,corpus_sourashtradictionary
,,யந்த்ரு பஞ்சலொ,yantru panjcalo,,,,"Motor cycle, Bike",உந்துஉருளி,யந்த்ரு பஞ்சலொ தொ3வ்ட3த்தவேள் தொ3ஸ்கா த்ராணொ தய்லுனொ,A helmet should be worn while driving a motorcycle,உந்துருளி ஓட்டும் போது தலைக்கவசம் போட வேண்டும்,travel,corpus_sourashtradictionary
,,தொ3ஸ்கா த்ராணொ,doskaa traaNeaa,,,,Helmet,தலைக்கவசம்,தொ3ஸ்கா த்ராணொ ஜீவுக் கப3ட3யி,Helmets save lives,தலைக்கவசம் உயிரைக் காப்பாற்றும்,travel,corpus_sourashtradictionary
,,த்யெத4மினி,tyedhamini,,,,Auto,தானியங்கி,தீ2ன் செக்குர் பொ3ண்டி3க் த்யெத4மினி மெனி பொ3வராஸ்,A three-wheeler is called an auto,மூன்று சக்கர வாகனம் ஆட்டோ என்று அழைக்கிறார்கள்,travel,corpus_sourashtradictionary
,,த்யெத4மினி பொ3ண்டி3,tyedhamini boNDi,,,,Automatic vehicle,தானியங்கி கார்,தொ3வ்டு3னார் ந்ஹாத்தெ த்யெத4மினி பொ3ண்டி3ன் அவன் நிகி3ள்டி3யொ,Driverless autonomous vehicles are on the way,ஓட்டுனர் இல்லாத தானியங்கி வண்டிகள் வரத்தொடங்கி விட்டன,travel,corpus_sourashtradictionary
,,ம்ஹொடொ3 பொ3ண்டி3,mhoDo boNDi,,,,Bus,பேருந்து,ஜு2க்கு ம்ஹொடொ3 பொ3ண்டி3னுக் ஸர்க்கார் த4மட3ஸு,Most of the buses are run by the government,பெரும்பாலான பேருந்துகளை அரசு இயக்குகிறது,travel,corpus_sourashtradictionary
,,பொ3ண்டி3 ஸ்த2லொ,boNDi sthalo,,,,"Bus Stand, Bus Station",பேருந்து நிலையம்,அவ்ரெ கே4ர் பொ3ண்டி3 ஸ்த2லாக் லொகு3த்தொ ஸேத்தெ,Our house is near the bus stand,எங்கள் வீடு பேருந்து நிலையம் அருகில் உள்ளது,travel,corpus_sourashtradictionary
,,வாஹனொ,vaahano,,,,Van,கூண்டு வண்டி,ந்ஹன்னொ ஜெதொ பெய்னொ கெரத்தக் வாஹனோஸ் மேடு,Vans are best for small group travel,சிறிய குழு பயணிக்க வேன்கள் சிறந்தவை,travel,corpus_sourashtradictionary
,,சிஸ்லா பொ3ண்டி3,cislaa boNDi,,,,"Lorry, Truck, Wagon",சரக்குந்து,ப4ரீ ஜமானுனுக் சிஸ்லா பொ3ண்டி3ம் க2ல்லி ஜாஸுன்,Heavy goods are transported by trucks,கனரக சரக்குகளை லாரிகளில் கொண்டு செல்கிறார்கள்,travel,corpus_sourashtradictionary
,,"மோலு பொ3ண்டி3, ப3ட்கெ பொ3ண்டி","mOlu boNDi, baTke boNTi",,,,"Taxi, Cab, Rented vehicle",வாடகை வண்டி,ராதும் மோலு பொ3ண்டி3 ப3ட்கெ வேன் கெர்த்தராஸ்,They increase the taxi fare at night,இரவில் டாக்ஸி கட்டணத்தை உயர்த்திவிடுகிறார்கள்,travel,corpus_sourashtradictionary
,,விஜுலா பொ3ண்டி3,vijulaa boNDi,,,,Electric Car,மின்சார கார்,ப4விஷ்யமு விஜுலா பொ3ண்டி3ன் ஒண்டேஸ் த4மயி,"In the future, only electric cars will run",எதிர்காலத்தில் மின்சார கார் மட்டுமே இயங்கும்,travel,corpus_sourashtradictionary
,,ஊபொ3ண்டி3,uuboNDi,,,,Train,"இரயில் வண்டி, புகை வண்டி",ஊபொ3ண்டி3ன் கொ2ள்ச்யா யந்த்ரும் த4மெயொ ஒண்டெ கலம்,There was a time when trains ran on coal engines,இரயில் வண்டிகள் கரி இயந்திரத்தில் ஓடியது ஒரு காலம்,travel,corpus_sourashtradictionary
,,தொரன் கு3ஷ்டி,toran gushTi,,,,Train,"தொடர் வண்டி, புகை வண்டி","ரஷ்யாம் 9,250 கிமீ த4மரியொ டிரான்ஸ்-ஸைபீ3ரியனூஸ் பு4லோகும் லம்பொ3 தொரனு கு3ஷ்டி பெய்னொ","Russia's Trans-Siberian is the world's longest train journey, running 9,250 km","9,250 கிமீ ஓடும் ரஷ்யாவின் டிரான்ஸ்-சைபீரியன் தான் உலகின் நீண்ட இரயில் பயணம்",travel,corpus_sourashtradictionary
,,ஊபொ3ண்டி3 ஸ்த2லொ,uuboNDi sthalo,,,,Railway Station,தொடர்வண்டி நிலையம்,ஊபொ3ண்டி3 ஸ்த2லொ ஏட் ர்ஹீ 5 கி.மீ தூ3ரும் ஸேத்தெ,The railway station is 5 km from here,தொடர்வண்டி நிலையம் இங்கிருந்து 5 கி.மீ தொலைவில் உள்ளது,travel,corpus_sourashtradictionary
,,புல்னி,pulni,,,,"Coracle, Catamaran, Raft","தெப்பம், பரிசல்",நெத்3தி3 த3டத்தக் புல்னி ஒர்க3யி,Coracle helps to cross the river,ஆற்றைக் கடக்க பரிசல் உதவும்,travel,corpus_sourashtradictionary
,,வத்தெ,vatte,,,,Boat,படகு,சகி வத்தென் வேன் பி3ஸ்ஸொ ஜாஸு,Motorboats go very fast,இயந்திர படகுகள் மிக வேகமாக செல்கின்றன,travel,corpus_sourashtradictionary
,,நௌகொ,nauko,,,,Boat,படகு,ஹாதுஹால் த4மட3ரியொ நௌகொ ஹல்லு ஜாஸு,Manually operated boats run slower,கைமுறையாக இயக்கப்படும் படகுகள் மெதுவாக இயங்கும்,travel,corpus_sourashtradictionary
,,நௌகாத்,naukaat,,,,"Oar, Paddle",துடுப்பு,நௌகாதுன் நெத்3தி3ம் நௌகொ சலட3த்தக் ஒர்க3ஸு,Oars help to steer a boat in a river,துடுப்புகள் ஆற்றில் படகு ஓட்ட உதவுகின்றன,travel,corpus_sourashtradictionary
,,கூபொ,koopo,,,,Sailboat,பாய்மரப்படகு,கூபொ முக்யம்கன் வராஹால் த4மஸு,A sailboat is powered mainly by wind,பாய்மரப் படகு முக்கியமாக காற்றினால் இயக்கப்படுகிறது,travel,corpus_sourashtradictionary
,,கொப்பல்,koppal,,,,Ship,கப்பல்,ஒண்டெ ம்ஹொட்டொ ஸுந்து4ருக் த3ட3த்தக் கொப்பல்ஹால் ஒண்டேஸ் முஸயி,A large ocean can only be crossed by a ship,ஒரு பெரிய கடலைக் கடக்க கப்பலால் மட்டுமே முடியும்,travel,corpus_sourashtradictionary
,,தாரு,taaru,,,,Ship,கப்பல்,தாரும் ப்ரயாண் கெரத்தெவேள் பூ4ய்ஞ்க் ஜு2கு3 தி3ன்னுக் ஸவானா,Land cannot be seen for several days while sail on a ship,கப்பலில் பயணம் செய்யும் போது நிலத்தை பல நாட்கள் பார்க்க முடியாது,travel,corpus_sourashtradictionary
,,ஹுடா3ன்,huDaan,,,,"Flight, Aeroplane, Airplane",விமானம்,"தெ2வ்டெ3தெனு ஹுடா3ன் நிகு3ளத்தவேள்கின், கா2ல் ஹுத்துரத்தவேள் த4க்கஸுன்",Some people are afraid during take off and landing of an airplane,"சிலர் விமானம் புறப்படும் போதும், கீழே இறங்கும் போதும் பயப்படுவார்கள்",travel,corpus_sourashtradictionary
,,விமானொ,vimaano,,,,"Flight, Aeroplane, Airplane",விமானம்,A380 விமானமு 525 தெனு பி3ஸத்தக் முஸயி,The A380 can seat 525 people,A380 விமானத்தில் 525 பேர் அமர முடியும்,travel,corpus_sourashtradictionary
,,ஹுடா3னு ஸ்த2லொ,huDaanu sthalo,,,,Airport,விமான நிலையம்,ஹுடா3னு ஸ்த2லொ கொ2ப்3பி3ம் மூகொ3 ஸே,The airport is always crowded,விமான நிலையத்தில் எப்போதும் கூட்டம் உள்ளது,travel,corpus_sourashtradictionary
,,சாத்,caat,,,,Axis,அச்சு,செக்குர் அபுல் சாதுக் சுட்டுபி2ரி அவஸு,The wheel is revolving about its axis,சக்கரம் அதன் அச்சை சுற்றி வருகிறது,travel,corpus_sourashtradictionary
,,செக்குர்,cekkur,,,,Wheel,சக்கரம்,செக்குருக் சுட்டுபி2ரட3த்தக் தெகொ3 கா2ல் பனி ஜாரஸி,Water passes under it to rotate the wheel,சக்கரத்தை சுழற்றுவதற்கு நீர் அதன் கீழ் செல்கிறது,travel,corpus_sourashtradictionary
,,சீடிகொ,ceeTiko,,,,Ticket,சீட்டு,சீடிகொ ந்ஹாத்தக் ப்ரயாண் கெரத்தெ பொரொ ஹோயி,It is an offense to travel without ticket,டிக்கெட் இல்லாமல் பயணம் செய்வது குற்றமாகும்,travel,corpus_sourashtradictionary
,,தரெ,tare,,,,"Fee, Charges, Payment",கட்டணம்,பை2லா ஒர்கு3 ஊபொ3ண்டி3 தரெ ஹுடா3னு தரெக் ஸமான்கன் ர்ஹாயி,First class train fares are almost the same as air fares,முதல் வகுப்பு ரயில் கட்டணங்கள் விமானக் கட்டணத்திற்கு சம்மாக இருக்கும்,travel,corpus_sourashtradictionary
,,சாச்சி,caacci,,,,Travel charge,பயணக்கட்டணம்,முது3ல்லாமுஸ் க2டெ3த் ஹுடா3னு சாச்சி ஸொங்கொ3 அப்3ப3யி,Airfare is cheaper if purchased in advance,முன்கூட்டியே வாங்கினால் விமானக் கட்டணம் மலிவாக கிடைக்கும்,travel,corpus_sourashtradictionary
,,துரிதொ,turito,,,,"Quickly, Fast","விரைவாக, வேகமாக",தெ2வ்டெ3 லெக்கு துரிதொ ஜாத்தக் தீ3 செக்குர் பொ3ண்டி3 மேடு,A two wheeler is best for getting to some places quickly,சில இடங்களுக்கு விரைவாகச் செல்ல இரு சக்கர வாகனம் சிறந்தது,travel,corpus_sourashtradictionary
,,அபகா4த்,apaghaat,,,,Accident,விபத்து,பிஸத்தனம்கன் பொ3ண்டி3 தொ3வ்ட3த்தெ அபகா4துக் வாட் கெரயி,Crazy driving can lead to accident,பைத்தியமாக வாகனம் ஓட்டுவது விபத்துக்கு வழிவகுக்கும்,travel,corpus_sourashtradictionary
,,"பொண்டி3 தொ3வ்ட3த்தெனு, தொ3வ்டு3னார், சல்த கெர்னார்","poNDi dovDattenu, dovDunaar, calta kernaar",,,,"Chauffeur, Driver","வண்டியோட்டி, ஓட்டுனர், இயக்கி",ஜு2கு அபகா4துன் தொ3வ்டு3னாரு அஜாக்3ரதொ ஹால் சலஸு,Most of the accidents are caused by the carelessness of the driver,பெரும்பாலான விபத்துக்கள் ஓட்டுநரின் கவனக்குறைவால் ஏற்படுகின்றன,travel,corpus_sourashtradictionary
,,ஸீஸொரி,seesori,,,,"Safely, Watchful","பாதுகாப்பாக, பார்த்து இருத்தல்",பொ3ண்டி3 தொ3வ்டத்தவேள் ஸீஸொரி தொ3வ்டு3னொ,Drive watchfully while driving,வாகனம் ஓட்டும்போது பார்த்து ஓட்ட வேண்டும்,travel,corpus_sourashtradictionary
,,தூ3ர்,door,,,,"Far, Distance",தொலைவு,மது3ரெம் ர்ஹீ தி3ல்லி இக்கெ தூ3ர்?,How far is Delhi from Madurai?,மதுரையிலிருந்து டெல்லி எவ்வளவு தொலைவு?,travel,corpus_sourashtradictionary
,,து3தூ3ர்,dudoor,,,,"Long, Distant, Long distance",தொலைதூரம்,து3தூ3ரு ப்ரயாணுக் ஹுடா3ன் மேடு,Air travel is best for long distance travel,தொலைதூர பயணத்திற்கு விமானம் சிறந்தது,travel,corpus_sourashtradictionary
,,தெ3ய்டொ3 (தூ3ர்),deyDo (door),,,,Mile,மைல்,பி3ரிட்டனும் அங்கு3 தெ3ய்டா3ம் மொவ்ஜராஸ்,In Britain they still measure in miles,பிரிட்டனில் இன்னும் மைலில் அளக்கிறார்கள்,travel,corpus_sourashtradictionary
,,மைல்,mail,,,,Mile,மைல்,பாஞ்சு மைல் ஆட் கிலோமீட்டருக் ஸமொ,Five miles equals eight kilometers,ஐந்து மைல்கள் எட்டு கிலோமீட்டருக்கு சமம்,travel,corpus_sourashtradictionary
,,ஜனிஅவ்னி,janiavni,,,,"Transport, Traffic",போக்குவரத்து,ஸொளொபா2ர் 6 கெ4ண்டொ ர்ஹீ 10 கெ4ண்டொ லெந்து ஜனிஅவ்னி வேன் ர்ஹாஸு,Traffic is heaviest between 6 am and 10 am,காலை 6 மணி முதல் 10 மணி வரை போக்குவரத்து அதிகமாக இருக்கிறது,travel,corpus_sourashtradictionary
