sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,ஸுண்டி3,suNDi,,,,Dragonfly,தட்டாரப்பூச்சி,ஸுண்டி3ன் பனி பி4த்தர் 2 ஒர்ஸு லெந்து ஜிவஸு,Dragonflies live as long as 2 years underwater,தட்டான்கள் தண்ணீருக்கு அடியில் 2 ஆண்டுகள் வரை வாழ்கின்றன,insect,corpus_sourashtradictionary
,,ஜு2ருள்,jhuruL,,,,Cricket,"சுவர்க்கோழி, சில்வண்டு",ஜு2ருள் தீ3 பகு3ல் லெந்து லங்க3யி,Crickets can leap as far as two feet,சுவர்க்கோழி இரண்டு அடி தூரம் வரை தாவும்,insect,corpus_sourashtradictionary
,,கெ4ந்த3ல்,ghendal,,,,Beetle,வண்டு,ஜு2க்கு கெ4ந்த3லுன் ஒண்டெ ஒர்ஸு லெந்துஸ் ஜிவஸு,Most beetles only live for a year,பெரும்பாலான வண்டுகள் ஒரு வருடம் மட்டுமே வாழ்கின்றன,insect,corpus_sourashtradictionary
,,மௌடி3,mauDi,,,,Cellar Spider,சிலந்தி,மௌடி3னுக் ஆட் பாய்ஞின் ஸே,Spiders have 8 legs,சிலந்திகளுக்கு 8 கால்கள் உள்ளன,insect,corpus_sourashtradictionary
,,தெ4ய்னொ,dheyno,,,,Bedbug,மூட்டைப்பூச்சி,முறி பொ3ட்டா வஸுனொ தெ4ய்னாக் உட்சஸு,The smell of dirty laundry attracts bedbugs,அழுக்குத்துணி வாசனை மூட்டைப்பூச்சிகளை ஈர்க்கிறது,insect,corpus_sourashtradictionary
,,ஜூ2ல்,jhool,,,,Leech,அட்டைப்பூச்சி,ஜூ2ல் 6 ம்ஹடொ3 அகா3ர் ந்ஹாத்தக் ஜிவத்தக் முஸயி,The leech can live without food for 6 months,அட்டை 6 மாதங்கள் உணவில்லாமல் வாழ முடியும்,insect,corpus_sourashtradictionary
,,ஜு2ளு,jhuLu,,,,Leech,அட்டைப்பூச்சி,ஜு2ளுக் தெ3ஸ்ஸு தொ3ளான் ஸே,Leech has 10 eyes,அட்டைக்கு 10 கண்கள் உள்ளன,insect,corpus_sourashtradictionary
,,கங்கிடொ3,kangkiDo,,,,Caterpillar,கம்பளிப்பூச்சி,கங்கிடொ3 ஸெவ்கா பான் கா2யி,The caterpillar eats drumstick leaves,கம்பளிப்பூச்சி முருங்கை இலைகளை உண்ணும்,insect,corpus_sourashtradictionary
,,கைனங்கிடொ3,kainangkiDo,,,,Millipede,மரவட்டை,கைனங்கிடா3க் 1000 பாய்ஞின் ஜுண்ணா,"Millipedes Do Not Have 1,000 Legs","மரவட்டைகளுக்கு 1,000 கால்கள் இல்லை",insect,corpus_sourashtradictionary
,,ஜிஜ்ஜில்,jijjil,,,,"Glowworm, Firefly",மின்மினிப்பூச்சி,"பெ3ய்லு ஜிஜ்ஜில் 1 - 2 தி3ன்னுகின், த3ல்லா ஜிஜ்ஜில் 3 - 5 தி3ன்னுன் ஜிவயி",Female fireflies live 1 - 2 days and male fireflies 3 - 5 days,"பெண் மின்மினிப்பூச்சி 1 - 2 நாளும், ஆண் மின்மினிப்பூச்சி 3 - 5 நாளும் வாழும்",insect,corpus_sourashtradictionary
,,கொ3வ்ரம்மொ,govrammo,,,,Butterfly,வண்ணாத்துப்பூச்சி,கொ3வ்ரம்மொ அபுல் பாய்ஞினுக் ருசி களள்ளத்தக் நுக3ஸு,Butterflies use their feet to taste,வண்ணாத்துப்பூச்சிகள் தங்கள் கால்களை சுவைக்க பயன்படுத்துகின்றன,insect,corpus_sourashtradictionary
,,பூ2லுபதங்கொ3,phoolupatanggo,,,,Clouded yellow butterfly,பட்டாம்பூச்சி,பூ2லுபதங்கொ3 பூ2லு மையும் ஜிவஸு,The butterfly lives on the nectar of the flower,பட்டாம்பூச்சி பூவின் தேனில் வாழ்கிறது,insect,corpus_sourashtradictionary
,,கோ3ம்பெ3,gOmbe,,,,Centipede,பூரான்,கோ3ம்பெ3க் விக்கு ஸே,Centipedes are venomous,பூரான் விஷத்தன்மை கொண்டவை,insect,corpus_sourashtradictionary
,,விஞ்சு,vinjcu,,,,Scorpion,தேள்,விஞ்சு ஹந்தா3ரும் ஜுலயி,Scorpions glow in the dark,இருளில் தேள் ஒளிரும்,insect,corpus_sourashtradictionary
,,மண்ட3ப்பொ,maNDappo,,,,Giant forest scorpions,நட்டுவாக்கிளி,மண்ட3ப்பொ சார் ர்ஹீ பாஞ்சு போ3ட் லம்பொ3 ர்ஹாயி,Giant forest scorpions are between four to five inches in length,நட்டுவாக்கிளி நான்கு முதல் ஐந்து அங்குல நீளம் இருக்கும்,insect,corpus_sourashtradictionary
,,ஜூ2ம்,jhoom,,,,"Lice, Louse",பேன்,ஒண்டெகா3 தொ3ஸ்காம் ஜூ2ம் 30 தி3ன்னு லெந்து ஜிவயி,Lice can live up to 30 days on a person's head,ஒரு நபரின் தலையில் பேன் 30 நாட்கள் வரை வாழும்,insect,corpus_sourashtradictionary
,,ரீக்,reek,,,,Nits (Lice egg),ஈரு,ஜூ2மு அண்டா3க் ரீக் மெனி மெனனு,The lice eggs are called nits,பேன் முட்டைகளை ஈரு என்பார்கள்,insect,corpus_sourashtradictionary
,,ஹுதி3,hudi,,,,"Silverfish, Moth, Termite","செல், அந்துப்பூச்சி, கரையான்",ஹுதி3னுக் ப்ராமஹொயெ அகா3ர் வஜ்ரதி3ட்3டு3,The favourite food of silverfish is the glue,அந்துப் பூச்சிகளுக்கு பிடித்த உணவு பசை,insect,corpus_sourashtradictionary
,,பூ2லுமது4,phoolumadhu,,,,Nectar,"பூவிலிருக்கும் தேன், பூந்தேன்",மை ம்ஹகி2ன் பூ2லுமது4ம் ர்ஹீ மை கெரஸு,Bees make honey from nectar,தேனீக்கள் பூந்தேனிலிருந்து தேன் தயாரிக்கின்றன,insect,corpus_sourashtradictionary
,,தேனெ,tEne,,,,Honey,தேன்,"தேனெ 80% ஸெக்கர்கின், 20% பனி ஹால் ஹொயெயொ",Honey is made of 80% sugars and 20% water,தேன் 80% சர்க்கரை மற்றும் 20% தண்ணீரால் ஆனது,insect,corpus_sourashtradictionary
,,மை,mai,,,,Honey,தேன்,மையும் 300 தி3னுஸுன் ஹொல்லொ ஸே,There are more than 300 varieties of honey,தேனில் 300 க்கும் மேற்பட்ட வகைகள் உள்ளன,insect,corpus_sourashtradictionary
,,மை ம்ஹகி2,mai mhakhi,,,,"Bee, Bees, Honey Bee",தேனீ,மை ம்ஹகி2னுக் 5 தொ3ளான் ஸே,Bees have 5 eyes,தேனீக்களுக்கு 5 கண்கள் உள்ளன,insect,corpus_sourashtradictionary
