sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
ꢩꢹꢒ꣄ ꢱꢾꢥ꣄ꢡꢵ ꢪꢴꢳꢶꢶ,भूक सेन्ता म्हळि,பூ4க் ஸெந்தா ம:ளி,bhook se'ntaa mhal'ii,bhUk sEntA mhaLii,bhūk sĕntā mhal̤ii,bʰuːk s̪en̪t̪ɑː mɦəɭɪɪ,shark,சுறா,,,,Water-Animals,words
ꢦꣂꢜꢸ ꢙꢵꢭꢸ ꢪꢴꢳꢶ,पोटु जालु म्हळि,போடு ஜாளு ம:ளி,pot'u jaalu mhal'i,poTu jAlu mhaLi,poṭu jālu mhal̤i,poːʈu d͡ʒɑːlu mɦəɭɪ,shark,சுறா,,,,Water-Animals,words
ꢦꢥꢶꢪ꣄ꢱꢵꢦ꣄,पनिम्साप्,பனிம் ஸாப்,panimsaap,panimsAp,panimsāp,pən̪ɪms̪ɑːp,water snake,தண்ணீர்ப் பாம்பு,,,,Water-Animals,words
ꢒꢶꢞꢵ ꢱ꣄ꢢꢶꢡꢶ ꢩꢾꢬ꣄ꢒꢶꢭꢶ,किडा स्थिति भ॑र्कलि,கிடா3 ஸ்தி2தி பெ4ர்களி,kid'aa sthiti bhe'rkili,kiDA sthiti bhErkili,kiḍā sthiti bhĕrkili,kɪɖɑː s̪t̪ʰɪt̪ɪ bʰeɾkɪlɪ,Tadpole /larva,தலைப்பிரட்டை/ புழு நிலை தவளை,,,,Water-Animals,words
ꢨꢾꢱ꣄ꢒꢳꢶ,ब॑स्कळि,பெ3ஸ்களி,be'skal'i,bEskaLi,bĕskal̤i,bes̪kəɭɪ,frog,தவளை,,,,Water-Animals,words
ꢡꢶꢪꢶꢖ꣄ꢔꢭ꣄,तिमिङ्गल,திமிங்க3ல்,timingal,timiGgal,timiṅgal,t̪ɪmɪŋgəl,whale,திமிங்கலம்,,,,Water-Animals,words
ꢡꢶꢪꢶꢮꢵꢱꢶ,तिमिवासि,திமிவாஸி,timivaasi,timivAsi,timivāsi,t̪ɪmɪʋɑːs̪ɪ,whale,திமிங்கலம்,,,,Water-Animals,words
ꢮꢶꢒ꣄ꢒꢸ ꢣꢵꢡ꣄,विक्कु दात्,விக்கு தா3த்,vikku daat,vikku dAt,vikku dāt,ʋɪkku d̪ɑːt̪,poisonous fang of snake,நச்சுப் பல்,,,,Water-Animals,words
ꢮꢶꢒ꣄ꢔꢸ,विक्गु,விக்கு3,vikgu,vikgu,vikgu,ʋɪkgu,poison,நஞ்சு,,,,Water-Animals,words
ꢒꢶꢬ꣄ꢮꢶꢭ꣄,किर्विल्,கிர்வில்,kirvil,kirvil,kirvil,kɪɾʋɪl,crab,நண்டு,,,,Water-Animals,words
ꢔꢶꢰ꣄꣄ꢭꣂ,गिष्ला॑,கி3ஷ்லொ,gishlo,giSlo,giṣlo,gɪʂloː,snail,நத்தை,,,,Water-Animals,words
ꢥꢥ꣄ꢱꢵꢦ꣄,नन्साप,நன்ஸாப்,nansaap,nansAp,nansāp,n̪ən̪s̪ɑːp,cobra,நாகப்பாம்பு,,,,Water-Animals,words
ꢱꣁꢒ꣄ꢒꢜ꣄ ꢱꢵꢦ꣄,चोक्कट साप,சொக்கட் ஸாப்,so'kkat' saap,sOkkaT sAp,sŏkkaṭ sāp,s̪okkəʈ s̪ɑːp,cobra,நாகப்பாம்பு,,,,Water-Animals,words
ꢦꢥꢶꢪ꣄ ꢱꢸꢥꣁ,पनिम सुना॑,பனிம் ஸுனொ,panim suno',panim sunO,panim sunŏ,pən̪ɪm s̪un̪o,beaver,நீர்நாய்,,,,Water-Animals,words
ꢦꢥꢶꢪ ꣄ꢎꢱ꣄ꢡꢸ,पनिम ऐस्तु,பனிம்ஐஸ்து,panima aistu,panima aistu,panima aistu,pən̪ɪmə əɪs̪t̪u,hippopotamus,நீர்யானை,,,,Water-Animals,words
ꢥꢶꢳ ꢱꢵꢦ꣄,निळ साप्,நிளஸாப்,nil'a saap,niLa sAp,nil̤a sāp,n̪ɪɭə s̪ɑːp,green snake,பச்சைப் பாம்பு,,,,Water-Animals,words
ꢦꣁꢞ꣄ꢔꢾ,पा॑ड्का॑,பொட்3கெ3,po'd'ge',pODgE,pŏḍgĕ,poɖge,hood of a snake,படம்,,,,Water-Animals,words
ꢡꣁꢖ꣄ꢔꢬꢸ ꢱꢵꢦ꣄,दा॑ङ्गरु साप,தொ3ங்க3ருஸாப்,to'ngaru saap,tOGgaru sAp,tŏṅgaru sāp,t̪oŋgəɾu s̪ɑːp,python,மலைப்பாம்பு,,,,Water-Animals,words
ꢪꢴꢳꢶ,म्हळि,ம:ளி,mhal'i,mhaLi,mhal̤i,mɦəɭɪ,fish,மீன்,,,,Water-Animals,words
ꢥꢒ꣄ꢬꢸ,नक्रु,நக்ரு,nakru,nakru,nakru,n̪əkɾu,crocodile,முதலை,,,,Water-Animals,words
ꢮꢶꢒ꣄ꢒꢸ,विक्कु,விக்கு,vikku,vikku,vikku,ʋɪkku,poison,விஷம்,,,,Water-Animals,words
ꢦꢵꢰꢵꢠꣁ,पाषाना॑,பாஷாணொ,paashaano',pASANO,pāṣāṇŏ,pɑːʂɑːɳo,poison,விஷம்,,,,Water-Animals,words
