sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,லிந்து3,lindu,,,,"Dealings, Exchange","கொடுக்கல் வாங்கல், பரிமாற்றம், பண்ட மாற்று, பரிவர்த்தனைகள்",,,,profession,corpus_sourashtradictionary
,,லிந்து3னார்,lindunaar,,,,Accountant,பற்றுவரவு செய்கிறவன்,,,,profession,corpus_sourashtradictionary
,,ஸிம்பி3,simbi,,,,Tailor,தையல்காரர்,,,,profession,corpus_sourashtradictionary
,,ஸும்பி,sumpi,,,,Tailor,தையற்காரர்,,,,profession,corpus_sourashtradictionary
,,சித்ரகார்,citrakaar,,,,"Painter, Artist",ஓவியர்,,,,profession,corpus_sourashtradictionary
,,கௌ3னி,gauni,,,,Singing,பாட்டு பாடுதல்,,,,profession,corpus_sourashtradictionary
,,க3வ்னார்,gavnaar,,,,Singer,பாடகர்,,,,profession,corpus_sourashtradictionary
,,க3வீனு,gaveenu,,,,Singer,பாடகர்,,,,profession,corpus_sourashtradictionary
,,கவி,kavi,,,,Poet,கவிஞர்,,,,profession,corpus_sourashtradictionary
,,நசினி,nacini,,,,Dance,"நாட்டியம், நடனம்",,,,profession,corpus_sourashtradictionary
,,வௌஜினி,vaujini,,,,Playing musical instrument,"இசைத்தல், இசைக்கருவி வாசித்தல்",,,,profession,corpus_sourashtradictionary
,,ஹந்தை3து,handaitu,,,,Cook,சமையல்காரர்,,,,profession,corpus_sourashtradictionary
,,க2ட்டிகொ,khaTTiko,,,,Butcher,கசாப்புக் கடைக்காரர்,,,,profession,corpus_sourashtradictionary
,,கொத்தொ,kotto,,,,Mason,கொத்தனார்,,,,profession,corpus_sourashtradictionary
,,லௌரி,lauri,,,,Mason,கொத்தனார்,,,,profession,corpus_sourashtradictionary
,,கு2ம்பா3ர்,khumbaar,,,,Potter,குயவன்,,,,profession,corpus_sourashtradictionary
,,கொ3ல்லர்,gollar,,,,"Dairyman, Milkman",கோனார்,,,,profession,corpus_sourashtradictionary
,,கொ3ல்லர்,gollar,,,,Cowherd,"இடையர், மாடு மேய்ப்பவர்",,,,profession,corpus_sourashtradictionary
,,க3வ்ரு,gavru,,,,Cowherd,"இடையர், மாடு மேய்ப்பவர்",,,,profession,corpus_sourashtradictionary
,,கௌ3ளொ,gauLo,,,,Cowherd,"இடையர், மாடு மேய்ப்பவர்",,,,profession,corpus_sourashtradictionary
,,கொ3வ்ளொ,govLo,,,,Cowherd,"இடையர், மாடு மேய்ப்பவர்",,,,profession,corpus_sourashtradictionary
,,சொவ்ரத்தெனொ,covratteno,,,,Shepherd,மேய்ப்பவர்,,,,profession,corpus_sourashtradictionary
,,டங்க்னார்,Tangknaar,,,,Stonemason,கல்தச்சன்,,,,profession,corpus_sourashtradictionary
,,ஸொனாரு,sonaaru,,,,Goldsmith,"தட்டான், கம்மாளன், பொற்கொல்லர்",,,,profession,corpus_sourashtradictionary
,,கெஸார்,kesaar,,,,Goldsmith,"தட்டான், கம்மாளன், பொற்கொல்லர்",,,,profession,corpus_sourashtradictionary
,,க2தி3,khadi,,,,Black Smith,கருமான்,,,,profession,corpus_sourashtradictionary
,,விங்கர்,vingkar,,,,Weaver,நெசவாளர்,,,,profession,corpus_sourashtradictionary
,,ஹொடை3த்,hoDait,,,,Carpenter,ஆசாரி,,,,profession,corpus_sourashtradictionary
,,கெ4ங்க3ன்,ghenggan,,,,"Oil Merchant, Oil Trader",எண்ணெய் வியாபாரி,,,,profession,corpus_sourashtradictionary
,,பணைத்,paNait,,,,"Dealer, Trader",வர்த்தகர்,,,,profession,corpus_sourashtradictionary
,,புலிந்து3,pulindu,,,,"Merchant, Trader",வியாபாரி,,,,profession,corpus_sourashtradictionary
,,லிந்தை3து,lindaitu,,,,"Merchant, Trader",வியாபாரி,,,,profession,corpus_sourashtradictionary
,,ரத3ன்,radan,,,,"Lender, Loaner",கடன் கொடுப்பவர்,,,,profession,corpus_sourashtradictionary
,,ரினைது,rinaitu,,,,Debtor,"கடன் வாங்குபவர், கடனாளி",,,,profession,corpus_sourashtradictionary
,,ஸிகு3டொ3,siguDo,,,,Apprentice,தொழில் பயில்பவர்,,,,profession,corpus_sourashtradictionary
,,கெ3டெ3 நஸத்தெனொ,geDe nasatteno,,,,Folk dancer,கரகாட்டகாரன்,,,,profession,corpus_sourashtradictionary
,,பு3டு3பு3டா3ன்,buDubuDaan,,,,Soothsayer / Pellet drummer,குடுகுடுப்பைக்காரன்,,,,profession,corpus_sourashtradictionary
,,பு3டுபு3டுவான்,buTubuTuvaan,,,,Soothsayer,குடுகுடுப்பைக்காரன்,,,,profession,corpus_sourashtradictionary
,,கிராது,kiraatu,,,,"Hunter, Predator",வேடன்,,,,profession,corpus_sourashtradictionary
,,லூப்3து3,loobdu,,,,"Hunter, Predator",வேடன்,,,,profession,corpus_sourashtradictionary
,,பொரட்,poraT,,,,Laundry Man,வண்ணான்,,,,profession,corpus_sourashtradictionary
,,பொள்டின்,poLTin,,,,Laundry Woman,வண்ணாத்தி,,,,profession,corpus_sourashtradictionary
,,உஸுனார்,usunaar,,,,Bleaching Man,வெளுப்பவர்,,,,profession,corpus_sourashtradictionary
,,வைடே3,vaiDE,,,,Male Barber,அம்பட்டன்,,,,profession,corpus_sourashtradictionary
,,வைடி3ன்,vaiDin,,,,Female Barber,அம்பட்டத்தி,,,,profession,corpus_sourashtradictionary
,,சொட்3டொ3,coDDo,,,,Male Thief,திருடன்,,,,profession,corpus_sourashtradictionary
,,சொட்3டி3,coDDi,,,,Female Thief,திருடி,,,,profession,corpus_sourashtradictionary
,,சுங்கு3டொ3,cungguDo,,,,Friend of the thief,திருடனின் நண்பன்,,,,profession,corpus_sourashtradictionary
,,ஸின்னளி,sinnaLi,,,,"Prostitute, Whore","விபச்சாரி, விலைமாது",,,,profession,corpus_sourashtradictionary
,,ஶினாளி,ssinaaLi,,,,"Prostitute, Whore","விபச்சாரி, விலைமாது",,,,profession,corpus_sourashtradictionary
,,பொ4தி3ரின்,bhodirin,,,,"Prostitute, Whore",விபச்சாரி,,,,profession,corpus_sourashtradictionary
,,பெ4டெ3,bheDe,,,,"Coolie, Servant, Labour, Labor, Worker","கூலியாள், பணியாள்",,,,profession,corpus_sourashtradictionary
,,கரணிகொ,karaNiko,,,,"Coolie, Servant, Labour, Labor, Worker",வேலைக்காரன்,,,,profession,corpus_sourashtradictionary
,,ஹிஸ்லொ,hislo,,,,"Coolie, Servant, Labour, Labor, Worker",வேலைக்காரன்,,,,profession,corpus_sourashtradictionary
,,காம்கெர்த்தொ,kaamkertto,,,,"Coolie, Servant, Labour, Labor, Worker",வேலைக்காரன்,,,,profession,corpus_sourashtradictionary
,,த3ரி,dari,,,,"Servant maid, Maid, Female worker","வேலைக்காரி, பணிப்பெண்",,,,profession,corpus_sourashtradictionary
,,ஸஹாவி,sahaavi,,,,"Aide, Helper",உதவியாளர்,,,,profession,corpus_sourashtradictionary
,,ஸர்கார்,sarkaar,,,,Government,அரசு,,,,profession,corpus_sourashtradictionary
,,கார்யஸாலொ,kaaryasaalo,,,,Office,அலுவலகம்,,,,profession,corpus_sourashtradictionary
,,ரேம்,rEm,,,,Department,துறை,,,,profession,corpus_sourashtradictionary
,,க3ண்யுன்,gaNyun,,,,Respected person,பிரமுகர்,,,,profession,corpus_sourashtradictionary
,,அக்3ராஸனம்,agraasanam,,,,Presidentship,தலைமை,,,,profession,corpus_sourashtradictionary
,,ஸசிவ்,saciv,,,,Minister,"மந்திரி, அமைச்சர்",,,,profession,corpus_sourashtradictionary
,,அமாத்யொ,amaatyo,,,,Minister,"மந்திரி, அமைச்சர்",,,,profession,corpus_sourashtradictionary
,,முக்2ய,mukhya,,,,"Chief, Principal, Main, Major","தலைமை, முதன்மை",,,,profession,corpus_sourashtradictionary
,,மந்த்ரி,mantri,,,,Minister,அமைச்சர்,,,,profession,corpus_sourashtradictionary
,,முக்2யமந்த்ரி,mukhyamantri,,,,Chief minister,முதலமைச்சர்,,,,profession,corpus_sourashtradictionary
,,ப்ரதா4ன்மந்த்ரி,pradhaanmantri,,,,Prime minister,பிரதமர்,,,,profession,corpus_sourashtradictionary
,,கரகட்,karakaT,,,,Spokesperson,செய்தி தொடர்பாளர்,,,,profession,corpus_sourashtradictionary
,,கார்யத3ரிஸி,kaaryadarisi,,,,Secretary,செயலாளர்,,,,profession,corpus_sourashtradictionary
,,பி4மான்,bhimaan,,,,Involvement,ஈடுபாடு,,,,profession,corpus_sourashtradictionary
,,து3ட்,duT,,,,"Income, Earnings",வருமானம்,,,,profession,corpus_sourashtradictionary
,,து3டு3,duDu,,,,Earning,சம்பாதித்தல்,,,,profession,corpus_sourashtradictionary
,,து3ட3த்தெ,duDatte,,,,Earning,சம்பாதித்தல்,,,,profession,corpus_sourashtradictionary
,,தொ3டு3ஞ்ஜினி,doDunjjini,,,,"Income, Earnings",வருமானம்,,,,profession,corpus_sourashtradictionary
,,உச்லாவ்,uclaav,,,,"Income, Earnings",வருமானம்,,,,profession,corpus_sourashtradictionary
,,ஸ்ரமொ,sramo,,,,"Income, Difficulty","வருமானம், கஷ்டம்",,,,profession,corpus_sourashtradictionary
,,கிஸ்தி,kisti,,,,Land tax,நிலவரி,,,,profession,corpus_sourashtradictionary
,,க3ம்ப்னார்,gampnaar,,,,Tax collector,வரி வசூலிப்பவர்,,,,profession,corpus_sourashtradictionary
,,வஸுல் கெர்னார்,vasul kernaar,,,,Collector,வசூலிப்பவர்,,,,profession,corpus_sourashtradictionary
,,கரார்,karaar,,,,"Agreement, Deal",ஒப்பந்தம்,,,,profession,corpus_sourashtradictionary
,,ஶரத்,ssarat,,,,Condition,நிபந்தனை,,,,profession,corpus_sourashtradictionary
