sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
ꢒꢸꢒ꣄ꢒꢸꢬꣁ,कुक्कुरा॑,குக்குரொ,kukkuro',kukkurO,kukkurŏ,kukkuɾo,crane,நாரை,,,,Birds,words
ꢕꢵꢬꢸ,घारु,கா4ரு,ghaaru,ghAru,ghāru,gʰɑːɾu,kite,பருந்து,,,,Birds,words
ꢦꢒ꣄ꢰꢶ,पक्षि,பக்ஷி,pakshi,pakSi,pakṣi,pəkʂɪ,bird,பறவை,,,,Birds,words
ꢒꣃꢣꢸ,कौदु,கௌது3,kaudu,kaudu,kaudu,kəud̪u,pigeon,புறா,,,,Birds,words
ꢒꣁꢒ꣄ꢒꢸꢬ꣄ꢒꣀꢭꣁ,का॑क्कुर्कैला॑,கொக்குர்கைலொ,ko'kkurkailo',kOkkurkailO,kŏkkurkailŏ,kokkuɾkəɪlo,pigeon,புறா,,,,Birds,words
ꢨꣀꢭ꣄ ꢒꢸꢞꢶ,बैल् कुडि,கபை3ல் குடி,bail kud'i,bail kuDi,bail kuḍi,bəɪl kuɖɪ,hen,பெட்டைக் கோழி,,,,Birds,words
ꢪꢴꣂꢬꢶ,म्होरि,மோ:ரீ,mhori,mhori,mhori,mɦoːɾɪ,pea-hen,பெண்மயில்,,,,Birds,words
ꢪꢴꣂꢬ꣄,म्होर्,மோ:ர்,mhor,mhor,mhor,mɦoːɾ,pea-cock,மயில்,,,,Birds,words
ꢪꢴꣂꢬꢸ ꢦꢷꢒ꣄,म्होरुपीक्,மோ:ருபீக்,mhoru peek,mhoru pIk,mhoru pīk,mɦoːɾu piːk,peacock-feather,மயிலிறகு / மயிற்பீலி,,,,Birds,words
ꢙꢵꢞꢸ꣄ ꢜꢖ꣄ꢒꢸ ꢦꢒ꣄ꢰꢶ,जाडु टङकु पक्षि,ஜா2டு3 டங்கு பக்ஷி,jaad'u t'anku pakshi,jADu TaGku pakSi,jāḍ_ŭ ṭaṅku pakṣi,d͡ʒɑːɖu ʈəŋku pəkʂɪ,wood-pecker,மரங்கொத்தி,,,,Birds,words
ꢪꢴꢳꢶ ꢜ꣄ꢖꢒꢸꢥꢵꢬ꣄,म्हळिटङकुनार,ம:ளி டங்குனார்,mhal'i t'ngakunaar,mhaLi TGakunAr,mhal̤i ṭṅakunār,mɦəɭɪ ʈŋəkun̪ɑːɾ,king fisher,மீன்கொத்தி,,,,Birds,words
ꢂꢠ꣄ꢞꣁ,अण्डा॑,அண்டொ3,and'o',aNDO,aṇḍŏ,əɳɖo,egg,முட்டை,,,,Birds,words
ꢱꢬꢶꢒꣁ,सरिका॑,ஸரிகோ,sariko',sarikO,sarikŏ,s̪əɾɪko,myna,மைனா,,,,Birds,words
ꢡꢬꢱ꣄ꢮꢶꢥ꣄,तरस्विन्,தரஸ்வின்,tarasvin,tarasvin,tarasvin,t̪əɾəs̪ʋɪn̪,falcon,வல்லூறு,,,,Birds,words
ꢡꢬ꣄ꢦꢒ꣄ꢰꢶ,तर्पक्षि,தர்பஷி,tarpakshi,tarpakSi,tarpakṣi,t̪əɾpəkʂɪ,turkey hen,வான்கோழி,,,,Birds,words
ꢩꢵꢬꢙꢶ,भारजि,பா4ரஜி,bhaaraji,bhAraji,bhāraji,bʰɑːɾəd͡ʒɪ,skylark,வானம்பாடி,,,,Birds,words
ꢏꢔꢸꢭ꣄,आ॑गुल,ஒகு3ல்,o'gul,Ogul,ŏgul,ogul,bat,வெளவால்,,,,Birds,words
