sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
ꢡꢮ꣄ꢠꢣ꣄,तव्णड्,தவ்ணட்3,tavnad,tavNad,tavṇad,t̪əʋɳəd̪,ear ring,காதோலை,,,,Dress-and-Ornaments,words
ꢒꢾꢖ꣄ꢔꢠ꣄,क॑ङगण्,கெங்க3ண்,ke'ngan,kEGgaN,kĕṅgaṇ,keŋgəɳ,broad bangle,காப்பு,,,,Dress-and-Ornaments,words
ꢦꢵꢛ꣄ ꢂꢖ꣄ꢔꢬꣁ,पाञ अङगरा॑,பாஞ்அங்க3ரொ,paanj angaro',pAJ aGgarO,pāñ aṅgarŏ,pɑːɲ əŋgəɾo,pants,காற்சட்டை,,,,Dress-and-Ornaments,words
ꢒꢸꢖ꣄ꢔꢸꢪ꣄,कुङगुम्,குங்கு3ம்,kungum,kuGgum,kuṅgum,kuŋgum,kumkum,குங்குமம்,,,,Dress-and-Ornaments,words
ꢱꢡꢶ,सति,ஸதி,sati,sati,sati,s̪ət̪ɪ,umbrella,குடை,,,,Dress-and-Ornaments,words
ꢦꣁꢖ꣄ꢔꢸꢳꣁ,पा॑ङगुळा॑,பொங்கு3ளொ,po'ngul'o',pOGguLO,pŏṅgul̤ŏ,poŋguɭo,ear ornament,குண்டலம்,,,,Dress-and-Ornaments,words
ꢦꣀꢞꢶ,पैडि,பைடி3,paid'i,paiDi,paiḍi,pəɪɖɪ,cap,குல்லாய்,,,,Dress-and-Ornaments,words
ꢭꢴꣂꢖ꣄ꢔꢸ,ल्हा॑ङगु,லோ:ங்கு3,lhongu,lhoGgu,lhoṅgu,lɦoːŋgu,ruby,கெம்பு,,,,Dress-and-Ornaments,words
ꢲꢵꢡꢸꢪꢔꢵ ꢨꣁꢜ꣄ꢞꣁ,हादुमगा बा॑ट्डा॑,ஹாதுமகா3 பொ3ட்டொ3,haatumagaa bo't'd'o',hAtumagA bOTDO,hātumagā bŏṭḍŏ,ɦɑːt̪uməgɑː boʈɖo,handloom cloth,கைத்தறித்துணி,,,,Dress-and-Ornaments,words
ꢒꢸꢛ꣄ꢙꢪ꣄,कुञजम्,குஞ்ஜம்,kunjam,kuJjam,kuñjam,kuɲd͡ʒəm,sari pleats,கொசுவம்,,,,Dress-and-Ornaments,words
ꢒꢾꢣꢸꢬꣁ,क॑दुरा॑,கெது3ரொ,ke'duro',kEdurO,kĕdurŏ,ked̪uɾo,waist ornament,கொடி,,,,Dress-and-Ornaments,words
ꢗꣀꢪ꣄ꢨꢜ꣄ꢜꢾ,चैम्बट्ट॑,சைம்ப3ட்டெ,chaimbat't'e',caimbaTTE,caimbaṭṭĕ,t͡ʃəɪmbəʈʈe,anklet,கொலுசு,,,,Dress-and-Ornaments,words
ꢔꣁꢬ꣄ꢱꢸꢭ꣄,गा॑र्सुल,கொ3ர்ஸுல்,go'rsul,gOrsul,gŏrsul,goɾs̪ul,anklet,கொலுசு,,,,Dress-and-Ornaments,words
ꢒꢰ꣄ꢜꢶꢨꣁꢜ꣄ꢜꣁ,कस्टि बा॑ट्टा॑,கஷ்டி பொ3ட்டொ,kasht'ibo't't'o',kaSTibOTTO,kaṣṭibŏṭṭŏ,kəʂʈɪboʈʈo,loin cloth,கோமணம்,,,,Dress-and-Ornaments,words
ꢔꣁꢪꢾꢣꢒꢪ꣄,गा॑मेदकम,கோ3மேத3கம்,go'me'dakam,gOmEdakam,gŏmĕdakam,gomed̪əkəm,sardonyx,கோமேதகம்,,,,Dress-and-Ornaments,words
ꢂꢖ꣄ꢔ꣄ꢬꣁ,अङगरो,அங்க3ரொ,angro',aGgrO,aṅgrŏ,əŋgɾo,shirt,சட்டை,,,,Dress-and-Ornaments,words
ꢂꢖ꣄ꢔ꣄ꢬꢵ,अङगरा,அங்க்3ரா,angraa,aGgrA,aṅgrā,əŋgɾɑː,shirt pocket,சட்டைப்பை,,,,Dress-and-Ornaments,words
ꢓꣃꢭ꣄ꢜꢶ,खा॑ल्टि,கொ2ள்டி,khault'i,khaulTi,khaulṭi,kʰəulʈɪ,shirt pocket,சட்டைப்பை,,,,Dress-and-Ornaments,words
ꢬꢖ꣄ꢔꢵꢮ꣄,रङगाव्,ரங்கா3வ்,rangaav,raGgAv,raṅgāv,ɾəŋgɑːʋ,shawl,சால்வை,,,,Dress-and-Ornaments,words
ꢣꣁꢠ꣄ꢞꣁ,द॑ण्डा॑,தெ3ண்டொ3,do'nd'o',dONDO,dŏṇḍŏ,d̪oɳɖo,neck chain,சிந்தாமணி,,,,Dress-and-Ornaments,words
ꢨꢶꢥ꣄ꢣꢸꢭꣁ,बिङदुला॑,பி3ந்து3லொ,bindulo',bindulO,bindulŏ,bɪn̪d̪ulo,anklet,சிலம்பு,,,,Dress-and-Ornaments,words
ꢭꣁꢭꢵꢒ꣄,लोलाक,லோலாக்,lo'laak,lOlAk,lŏlāk,lolɑːk,locket,சுட்டி,,,,Dress-and-Ornaments,words
ꢪꣁꢛ꣄ꢗꢥꢶ,मा॑ञचनि,மொஞ்சனி,mo'nchani,mOJcani,mŏñcani,moɲt͡ʃən̪ɪ,sari pleats,சுருக்கு,,,,Dress-and-Ornaments,words
ꢗꢸꢗ꣄ꢗꢸꢪ꣄,चुच्चुम्,சுச்சும்,chuchchum,cuccum,cuccum,t͡ʃut͡ʃt͡ʃum,kumkum/ sindur,செந்தூரம்,,,,Dress-and-Ornaments,words
ꢦꣃꢱꢸꢭ꣄,पौसुल,பௌஸுல்,pausul,pausul,pausul,pəus̪ul,slippers,செருப்பு,,,,Dress-and-Ornaments,words
ꢗꢾꢦꢶꢥꢶ,च॑पिनि,செபினி,che'pini,cEpini,cĕpini,t͡ʃepɪn̪ɪ,slippers,செருப்பு,,,,Dress-and-Ornaments,words
ꢱꣁꢳꣁ,सौळा॑,ஸெளளொ,so'l'o',sOLO,sŏl̤ŏ,s̪oɭo,sari,சேலை,,,,Dress-and-Ornaments,words
ꢗꣁꢮ꣄ꢳꢶ,चोव्ळि,சொவ்ளி,cho'vl'i,cOvLi,cŏvl̤i,t͡ʃoʋɭɪ,blouse,சோளி,,,,Dress-and-Ornaments,words
ꢔꣁꢬ꣄ꢱꢸꢭ꣄,गा॑र्सुल्,கொ3ர்ஸுல்,go'rsul,gOrsul,gŏrsul,goɾs̪ul,anklet for babies,தண்டை,,,,Dress-and-Ornaments,words
ꢣꢥ꣄ꢡꢸ,दन्दु,த3ந்து,dantu,dantu,dantu,d̪ən̪t̪u,ivory,தந்தம்,,,,Dress-and-Ornaments,words
ꢆꢰ꣄ꢠꢶꢰꣁ,उष्णिषा॑,உஷ்ணிஷொ,ushnisho',uSNiSO,uṣṇiṣŏ,uʂɳɪʂo,turban,தலைக்கட்டு,,,,Dress-and-Ornaments,words
ꢗꢾꢪ꣄ꢨꢜ꣄ꢜꢾ,च॑म्बट्टे,செம்ப3ட்டெ,che'mbat't'e',cEmbaTTE,cĕmbaṭṭĕ,t͡ʃembəʈʈe,anklet for babies,தளை,,,,Dress-and-Ornaments,words
ꢚꢭ꣄ꢚꢭ꣄,झल्झल्,ஜ2ல்ஜ2ல்,jhaljhal,jhaljhal,jhaljhal,d͡ʒʰəld͡ʒʰəl,anklet for babies,தளை,,,,Dress-and-Ornaments,words
ꢦꢭꣁ,पला॑,பலொ,palo',palO,palŏ,pəlo,half sari,தாவணி,,,,Dress-and-Ornaments,words
ꢑꢡꣁ,औता॑,ஒளதொ,auto',autO,autŏ,əut̪o,"mark with kumkum, sandal, etc.",திலகம்,,,,Dress-and-Ornaments,words
ꢒꢸꢜ꣄ꢒꣁ,कुट्का॑,குட்கொ,kut'ko',kuTkO,kuṭkŏ,kuʈko,towel,துண்டு,,,,Dress-and-Ornaments,words
ꢨꣁꢜ꣄ꢜꣁ,बा॑ट्टा॑,பொ3ட்டொ,bo't't'o',bOTTO,bŏṭṭŏ,boʈʈo,cloth,துணி,,,,Dress-and-Ornaments,words
ꢒꢱ꣄ꢥꢶ,कस्नि,கஸ்நி,kasni,kasni,kasni,kəs̪n̪ɪ,towel,துவர்த்து,,,,Dress-and-Ornaments,words
ꢦꢔꢶꢞꢶ,पगिडि,பகி3டி3,pagid'i,pagiDi,pagiḍi,pəgɪɖɪ,hat,தொப்பி,,,,Dress-and-Ornaments,words
ꢡꣃꢠꢜ꣄,तौणट,தௌணட்,taunat',tauNaT,tauṇaṭ,t̪əuɳəʈ,big ear stud,தோடு,,,,Dress-and-Ornaments,words
ꢩꢹꢰꢠ,भूषण,பூ4ஷண,bhooshana,bhUSaNa,bhūṣaṇa,bʰuːʂəɳə,ornament,நகை,,,,Dress-and-Ornaments,words
ꢥꢶꢭꢣꢾꢫ꣄ꢞ,निलद॑य्ड,நிலதெ3ய்ட3,nilade'yd'a,niladEyDa,niladĕyḍa,n̪ɪləd̪ejɖə,saphire,நீலக்கல்,,,,Dress-and-Ornaments,words
ꢦꢶꢪ꣄ꢨꢭꢪ꣄,पिम्बलम,பிம்ப3ளம்,pimbalam,pimbalam,pimbalam,pɪmbələm,forehead ornament,நெற்றிச்சுட்டி,,,,Dress-and-Ornaments,words
ꢒꣃꢱ꣄,कौस,கௌஸ்,kaus,kaus,kaus,kəus̪,silk,பட்டு,,,,Dress-and-Ornaments,words
ꢒꣁꢮ꣄ꢯ꣄,का॑व्श्,கொவ்ஶ்,ko'vsh,kOvz,kŏvś,koʋʃ,silk,பட்டு,,,,Dress-and-Ornaments,words
ꢪꢬꢔꢡꢪ꣄,मरगतम्,மரக3தம்,maragatam,maragatam,maragatam,məɾəgət̪əm,emerald,பச்சைக்கல்,,,,Dress-and-Ornaments,words
ꢦꣁꢪ꣄ꢳꣁ,पा॑म्ळा॑,பொம்ளொ,po'ml'o',pOmLO,pŏml̤ŏ,pomɭo,coral,பவளம்,,,,Dress-and-Ornaments,words
ꢭꣁꢪ꣄ꢨꢞꢪ꣄,ला॑म्बडम,லொம்ப3ட3ம்,lo'mbad'am,lOmbaDam,lŏmbaḍam,lombəɖəm,ear ornament,பாம்படம்,,,,Dress-and-Ornaments,words
ꢔꣁꢠꢪ꣄,गा॑ण्म्,கொ3ணம்,go'nam,gONam,gŏṇam,goɳəm,skirt,பாவாடை,,,,Dress-and-Ornaments,words
ꢨꢶꢭꢵꢒ꣄,बिलाक्,பி3லாக்,bilaak,bilAk,bilāk,bɪlɑːk,nose drops,புல்லாக்கு,,,,Dress-and-Ornaments,words
ꢦꢸꢰ꣄ꢦꢬꢵꢔꢪ꣄,पुश्परागम्,புஷ்பராக3ம்,pushparaagam,puSparAgam,puṣparāgam,puʂpəɾɑːgəm,topaz,புஷ்பராகம்,,,,Dress-and-Ornaments,words
ꢨꣀꢙꢪꢵ,बैजमा,பை3ஜமா,baijamaa,baijamA,baijamā,bəɪd͡ʒəmɑː,pyjamas,பைஜாமா,,,,Dress-and-Ornaments,words
ꢦꣃꢒꢳ꣄,पौकळ,பௌகள்,paukal',paukaL,paukal̤,pəukəɭ,wooden slippers,மரச்செருப்பு,,,,Dress-and-Ornaments,words
ꢪꢵꢠꢶꢒ꣄ꢒꢪ꣄,माणिक्कम्,மாணிக்கம்,maanikkam,mANikkam,māṇikkam,mɑːɳɪkkəm,carbuncle,மாணிக்கம்,,,,Dress-and-Ornaments,words
ꢃꢬꢪ꣄,हारम्,ஹாரம்,aaram,Aram,āram,ɑːɾəm,garland,மாலை,,,,Dress-and-Ornaments,words
ꢪꢵꢭꢾ,माल॑,மாலெ,maale',mAlE,mālĕ,mɑːle,garland,மாலை,,,,Dress-and-Ornaments,words
ꢮꢶꢛ꣄ꢗꢸ,विञचु,விஞ்சு,vinchu,viJcu,viñcu,ʋɪɲt͡ʃu,toe ring,மிஞ்சி,,,,Dress-and-Ornaments,words
ꢦꢵꢛꢶꢪꢸꢣ꣄ꢣꢶ,पाञिमुद्दि,பாஞிமுத்3தி3,paanyimuddi,pAJimuddi,pāñimuddi,pɑːɲɪmud̪d̪ɪ,toe ring,மிஞ்சி,,,,Dress-and-Ornaments,words
ꢤꣁꢮꢡ꣄,धा॑वत्,தொ4வத்,dho'vat,dhOvat,dhŏvat,d̪ʰoʋət̪,dhoti,முண்டு,,,,Dress-and-Ornaments,words
ꢪꣁꢡꢶ,मा॑ति,மொதி,mo'ti,mOti,mŏti,mot̪ɪ,pearl,முத்து,,,,Dress-and-Ornaments,words
ꢪꢸꢒ꣄ꢬꣁ,मुक्रा॑,முக்ரொ,mukro',mukrO,mukrŏ,mukɾo,spectacles,மூக்குக் கண்ணாடி,,,,Dress-and-Ornaments,words
ꢘꢵꢱ꣄ꢪꣁ,छास्मा॑,சா2ஸ்மொ,chhaasmo',chAsmO,chāsmŏ,t͡ʃʰɑːs̪mo,spectacles,மூக்குக் கண்ணாடி,,,,Dress-and-Ornaments,words
ꢪꢸꢒ꣄ꢒꢸꢬ꣄,मुक्कुर्,முக்குர்,mukkur,mukkur,mukkur,mukkuɾ,nose stud,மூக்குத்தி,,,,Dress-and-Ornaments,words
ꢪꢸꢣ꣄ꢣꢶ,मुद्दि,முத்3தி3,muddi,muddi,muddi,mud̪d̪ɪ,ring,மோதிரம்,,,,Dress-and-Ornaments,words
ꢭꣁꢭꢵꢒ꣄,ला॑लाक्,லொலாக்,lo'laak,lOlAk,lŏlāk,lolɑːk,ear ornament,லோலக்கு,,,,Dress-and-Ornaments,words
ꢒꣀꢥ,कैन,கைந,kaina,kaina,kaina,kəɪn̪ə,bangle,வளை,,,,Dress-and-Ornaments,words
ꢒꣀꢥꣁ,कैना॑,கைநொ,kaino',kainO,kainŏ,kəɪn̪o,bangle,வளையல்,,,,Dress-and-Ornaments,words
ꢂꢬꢶꢡ꣄ꢯꢪ꣄,हरितशम्,ஹரித்ஶம்,aritsham,aritzam,aritśam,əɾɪt̪ʃəm,turquoise,வைடூரியம்,,,,Dress-and-Ornaments,words
ꢚꢸꢖ꣄ꢒꢭ꣄,झुङकल्,ஜு2ங்கல்,jhunkal,jhuGkal,jhuṅkal,d͡ʒʰuŋkəl,ear drops,ஜிமிக்கி,,,,Dress-and-Ornaments,words
