sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,மொகி3,mogi,,,,"Fool, Idiot, Stupid, Unwise, Dull","முட்டாள், மூடன்",,,,people,corpus_sourashtradictionary
,,விஸ்னாரு,visnaaru,,,,"One who forgets, Absent minded",மறப்பவர்,,,,people,corpus_sourashtradictionary
,,நிராமயொ,niraamayo,,,,Untainted,களங்கம் இல்லாதவர்,,,,people,corpus_sourashtradictionary
,,கு3ணி,guNi,,,,Good-natured,நல்ல குணமுடையவர்,,,,people,corpus_sourashtradictionary
,,தா3த்ருப்பன்,daatruppan,,,,Generosity,தயாள குணம்,,,,people,corpus_sourashtradictionary
,,த4ர்மிஷ்டி2,dharmishThi,,,,Righteous,தர்மவான்,,,,people,corpus_sourashtradictionary
,,க3ரி,gari,,,,"Best person, The best",சிறந்தவர்,,,,people,corpus_sourashtradictionary
,,உத்தம,uttama,,,,"Best person, The best",சிறந்தவர்,,,,people,corpus_sourashtradictionary
,,ஸூரி,soori,,,,"Learnt person, Educated","கற்றவர், படித்தவர்",,,,people,corpus_sourashtradictionary
,,வித்3யாவி,vidyaavi,,,,"Learnt person, Educated","கற்றவர், படித்தவர்",,,,people,corpus_sourashtradictionary
,,ஶாஸ்த்ரி,ssaastri,,,,Well-versed in Shastras,சாஸ்திரங்களை கற்றவர்,,,,people,corpus_sourashtradictionary
,,ப2ங்கு3ல்னார்,phanggulnaar,,,,Friendly person,நட்பான நபர்,,,,people,corpus_sourashtradictionary
,,ப்ரியவாதீ3,priyavaadee,,,,Kindly speaking person,அன்பாக பேசுபவர்,,,,people,corpus_sourashtradictionary
,,வாக்3மி,vaagmi,,,,Eloquent,பேச்சாற்றல் மிக்கவர்,,,,people,corpus_sourashtradictionary
,,முர்ஸுனார்,mursunaar,,,,Foresighted,முன்யோசனை கொண்டவர்,,,,people,corpus_sourashtradictionary
,,ஜக்3னார்,jagnaar,,,,One who is vigilant,விழிப்புடன் இருப்பவர்,,,,people,corpus_sourashtradictionary
,,அல்புடு3,alpuDu,,,,"Mean minded, Narrow-minded","அல்பத்தனமானவன், குறுகிய மனப்பான்மை உடையவர்",,,,people,corpus_sourashtradictionary
,,ஒஞ்ச்லொ,onjclo,,,,"Deceiver, Cheater",ஏமாற்றுபவர்,,,,people,corpus_sourashtradictionary
,,வஞ்சகொ,vanjcako,,,,"Deceiver, Cheater",ஏமாற்றுபவர்,,,,people,corpus_sourashtradictionary
,,கொ2ப3டு வெஷம்,khobaTu vesham,,,,Disguise,மாறுவேடம்,,,,people,corpus_sourashtradictionary
,,மௌஜடு3,maujaDu,,,,Arrogant fellow,திமிர் / கர்வம் பிடித்தவன்,,,,people,corpus_sourashtradictionary
,,மௌஜொ,maujo,,,,Arrogant fellow,திமிர் / கர்வம் பிடித்தவன்,,,,people,corpus_sourashtradictionary
,,த4னவந்து,dhanavantu,,,,"Rich person, Wealthy","செல்வந்தர், பணக்காரர்",,,,people,corpus_sourashtradictionary
,,த4னி,dhani,,,,"Rich person, Wealthy","செல்வந்தர், பணக்காரர்",,,,people,corpus_sourashtradictionary
,,ப்ரபு4,prabhu,,,,"Lord, Aristocrat",பிரபு,,,,people,corpus_sourashtradictionary
,,ஸௌக்2யாவி,saukhyaavi,,,,Who lives comfortably,வசதியாக வாழ்பவர்,,,,people,corpus_sourashtradictionary
,,பா4க்3யவந்து,bhaagyavantu,,,,Blessed person,கொடுத்து வைத்தவர்,,,,people,corpus_sourashtradictionary
,,கௌ2ணுலொ,khauNulo,,,,Enjoyer,அனுபவிப்பவர்,,,,people,corpus_sourashtradictionary
,,து3ர்ப3ள்,durbaL,,,,Poor,ஏழை,,,,people,corpus_sourashtradictionary
,,நிர்த4னி,nirdhani,,,,Poor,ஏழை,,,,people,corpus_sourashtradictionary
,,தெ3ள்ட்3ரி,deLDri,,,,"Sluggard, Lazy, Poor","தரித்திரன், மந்தமான, சோம்பேறி",,,,people,corpus_sourashtradictionary
,,தெ2ள்ரி தெ4ரெத்தெனொ,theLri dheretteno,,,,Destitute person,தரித்திரம் பிடித்தவன்,,,,people,corpus_sourashtradictionary
,,தெ3கு3ல்பாதி3,degulpaadi,,,,Good for nothing person,ஒன்றுக்கும் உதவாதன்,,,,people,corpus_sourashtradictionary
,,தா3ரித்3ரு,daaridru,,,,Poor,தரித்திரன்,,,,people,corpus_sourashtradictionary
,,ஹிடொ3,hiDo,,,,"Giant, Monster, Poor","அரக்கன், தரித்திரன்",,,,people,corpus_sourashtradictionary
,,லூப்3து3,loobdu,,,,"Miser, Stingy","கஞ்சன், கருமி",,,,people,corpus_sourashtradictionary
,,லோபி4,lObhi,,,,"Miser, Stingy","கஞ்சன், கருமி",,,,people,corpus_sourashtradictionary
,,"பீ4கு3, பீ4க், பீ4ம்","bheegu, bheek, bheem",,,,"Begging, Alms",பிச்சை,,,,people,corpus_sourashtradictionary
,,பி4க3ரெ,bhigare,,,,Beggar,பிச்சைக்காரன்,,,,people,corpus_sourashtradictionary
,,பி4யரெ,bhiyare,,,,Beggar,பிச்சைக்காரன்,,,,people,corpus_sourashtradictionary
,,பீ4ம் மகத்தெனொ,bheem makatteno,,,,Beggar,பிச்சைக்காரன்,,,,people,corpus_sourashtradictionary
,,மித்ரு,mitru,,,,"Friend, Buddy, Mate, Companian","தோழன், நண்பர்",,,,people,corpus_sourashtradictionary
,,மித்ருப்பன்,mitruppan,,,,Friendship,நட்பு,,,,people,corpus_sourashtradictionary
,,ஸிங்க3ய்த்,singgayt,,,,"Boy Friend, Friend, Buddy, Mate, Companian","தோழன், நண்பர்",,,,people,corpus_sourashtradictionary
,,ஸிங்க3தி,singgati,,,,Girl Friend,தோழி,,,,people,corpus_sourashtradictionary
,,திகு3லொ,tigulo,,,,Enemy,"பகைவன், எதிரி",,,,people,corpus_sourashtradictionary
,,வைரி,vairi,,,,Enemy,"பகைவன், எதிரி",,,,people,corpus_sourashtradictionary
,,ஶத்ரு,ssatru,,,,Enemy,"பகைவன், எதிரி",,,,people,corpus_sourashtradictionary
,,பராக்ரமொ,paraakramo,,,,"Valor, Guts, Prowess, Heroism",வீரம்,,,,people,corpus_sourashtradictionary
,,பராக்ரமஶாலி,paraakramassaali,,,,"Valorous, Brave man","வீரன், வீரம் மிக்கவர்",,,,people,corpus_sourashtradictionary
,,தீ4ர்,dheer,,,,"Valorous, Brave man","வீரன், வீரம் மிக்கவர்",,,,people,corpus_sourashtradictionary
,,தீ4ரம்,dheeram,,,,"Braveness, Courageous, Boldness, Bold, Bravery","துணிச்சல், தைரியம்",,,,people,corpus_sourashtradictionary
,,ஸவ்ஷிணி,savshiNi,,,,"Braveness, Courageous, Boldness, Bold, Bravery","துணிச்சல், தைரியம்",,,,people,corpus_sourashtradictionary
,,தீ4ரப்பன்,dheerappan,,,,"Braveness, Courageous, Boldness, Bold, Bravery","துணிச்சல், தைரியம்",,,,people,corpus_sourashtradictionary
,,த்4ருதி,dhruti,,,,"Braveness, Courageous, Boldness, Bold, Bravery","துணிச்சல், தைரியம்",,,,people,corpus_sourashtradictionary
,,தி4டௌ,dhiTau,,,,"Braveness, Courageous, Boldness, Bold, Bravery","துணிச்சல், தைரியம்",,,,people,corpus_sourashtradictionary
,,தெ4ய்ரியம்,dheyriyam,,,,"Braveness, Courageous, Boldness, Bold, Bravery","துணிச்சல், தைரியம்",,,,people,corpus_sourashtradictionary
,,த4க்கிலெ,dhakkile,,,,"Timid, Coward, Afraid","கோழை, பயந்தவன்",,,,people,corpus_sourashtradictionary
,,தி4ல்ல,dhilla,,,,"Harmful, Worst, Wicked, Poor","மோசமான, கேடு கெட்ட",,,,people,corpus_sourashtradictionary
,,து3ர்,dur,,,,"Bad, Wicked, Ill","மோசமான, கெட்ட",,,,people,corpus_sourashtradictionary
,,ஶின்னு,ssinnu,,,,"Bad, Wicked, Ill","மோசமான, கெட்ட",,,,people,corpus_sourashtradictionary
,,பாதகி,paataki,,,,Sinner,பாவி,,,,people,corpus_sourashtradictionary
,,ஹுபா4வி,hubhaavi,,,,Innocent / Naive,அப்பாவி,,,,people,corpus_sourashtradictionary
,,பரஸ்த்ரி,parastri,,,,Other's wife,பிறரின் மனைவி,,,,people,corpus_sourashtradictionary
,,காமீ,kaamee,,,,Womenizer,பெண் பித்தன்,,,,people,corpus_sourashtradictionary
,,ஸ்த்ரீ லோலு,stree lOlu,,,,Womenizer,பெண் பித்தன்,,,,people,corpus_sourashtradictionary
,,விது4ரொ,vidhuro,,,,Widower,மனைவியை இழந்தவன்,,,,people,corpus_sourashtradictionary
,,முண்டொ3,muNDo,,,,Widow,விதவை,,,,people,corpus_sourashtradictionary
,,ரட்3வி,raDvi,,,,Widow,விதவை,,,,people,corpus_sourashtradictionary
,,ராடொ3,raaDo,,,,Widow,விதவை,,,,people,corpus_sourashtradictionary
,,கொ3ட்3டு,goDTu,,,,"Infertile woman, Barren woman","மலடி, மலடு",,,,people,corpus_sourashtradictionary
,,வந்த்4யொ,vandhyo,,,,"Infertile woman, Barren woman","மலடி, மலடு",,,,people,corpus_sourashtradictionary
,,வந்தி3,vandi,,,,"Infertile woman, Barren woman","மலடி, மலடு",,,,people,corpus_sourashtradictionary
,,பொண்டு3கொ3,poNDugo,,,,Eunuch,அலி,,,,people,corpus_sourashtradictionary
,,நபும்ஸொ,napumso,,,,Eunuch,அலி,,,,people,corpus_sourashtradictionary
,,முகுளொ,mukuLo,,,,Dumb,ஊமை,,,,people,corpus_sourashtradictionary
,,செவுட்,cevuT,,,,Male Deaf,காது கேளாதவன்,,,,people,corpus_sourashtradictionary
,,செவ்டி3ன்,cevDin,,,,Female Deaf,காது கேளாதவள்,,,,people,corpus_sourashtradictionary
,,ஒட்3டி3,oDDi,,,,Blind,குருடன்,,,,people,corpus_sourashtradictionary
,,அந்து3,andu,,,,Blind,குருடன்,,,,people,corpus_sourashtradictionary
,,கு3ட்3டெ3,guDDe,,,,Male Blind,குருடன்,,,,people,corpus_sourashtradictionary
,,கு3ட்டி3,guTDi,,,,Female Blind,குருடி,,,,people,corpus_sourashtradictionary
,,கெகுடொ3,kekuDo,,,,Squint eyed person,"ஓரக்கண்ணன், மாறுகண்",,,,people,corpus_sourashtradictionary
,,ஒரக்கு,orakku,,,,Squint eyed person,"ஓரக்கண்ணன், மாறுகண்",,,,people,corpus_sourashtradictionary
,,கி3ட்3டொ3,giDDo,,,,"Dwarf, Midget",குள்ளன்,,,,people,corpus_sourashtradictionary
,,மொண்டி3,moNDi,,,,Handicap,கை இல்லாதவன்,,,,people,corpus_sourashtradictionary
,,நொண்டி3,noNDi,,,,Lame,முடவன்,,,,people,corpus_sourashtradictionary
,,பங்கு,pangku,,,,Lame,"முடவன், நொண்டி",,,,people,corpus_sourashtradictionary
,,லொவ்லெ,lovle,,,,Lean Man,மெலிந்தவன்,,,,people,corpus_sourashtradictionary
,,லொவ்லின்,lovlin,,,,Lean Lady,மெலிந்தவள்,,,,people,corpus_sourashtradictionary
,,பொ4த்தொ,bhotto,,,,Fat Man,குண்டானவன்,,,,people,corpus_sourashtradictionary
,,பொ4த்தி,bhotti,,,,Fat Lady,குண்டானவள்,,,,people,corpus_sourashtradictionary
,,கூஸொ,kooso,,,,Lean,"இளைத்த, மெலிந்த",,,,people,corpus_sourashtradictionary
,,பிஸொ,piso,,,,"Male Lunatic, Insane, Mad, Mental, Psycho",பைத்தியக்காரன்,,,,people,corpus_sourashtradictionary
,,பிஸி,pisi,,,,"Female Lunatic, Insane, Mad, Mental, Psycho",பைத்தியக்காரி,,,,people,corpus_sourashtradictionary
,,பிஸொவெளு,pisoveLu,,,,"Insane, Lunatic, Mad, Mental, Psycho",பைத்தியம்,,,,people,corpus_sourashtradictionary
,,ஹத்3து3புத்3தி4,haddupuddhi,,,,"Insane, Lunatic, Mad, Mental, Psycho","பைத்தியம், பைத்தியக்காரர்",,,,people,corpus_sourashtradictionary
,,"பிஸத்தனம் ஹொயெ, பிஸொ க4லய","pisattanam hoye, piso ghalaya",,,,Crazy,"பைத்தியம் பிடித்த, பைத்தியக்காரத்தனமான",,,,people,corpus_sourashtradictionary
,,மூகோ3,moogO,,,,Crowd,கூட்டம்,,,,people,corpus_sourashtradictionary
,,கு3ம்பு,gumpu,,,,Mob,கும்பல்,,,,people,corpus_sourashtradictionary
,,ஜெதொ3,jedo,,,,"Crowd, Group",குழு,,,,people,corpus_sourashtradictionary
,,இதருன்,itarun,,,,Others,பிறர்,,,,people,corpus_sourashtradictionary
,,காரகொ,kaarako,,,,Causal,"காரணமானவன், காரணகர்த்தா",,,,people,corpus_sourashtradictionary
,,ஒஜனொ,ojano,,,,"A person, One person","ஒருவர், ஒரு நபர்",,,,people,corpus_sourashtradictionary
,,ஓகோகுன்,OkOkun,,,,Each other,"ஒன்றுக்கொன்று, ஒருவருக்கொருவர்",,,,people,corpus_sourashtradictionary
,,எஜமான்,ejamaan,,,,Owner,முதலாளி,,,,people,corpus_sourashtradictionary
,,கிங்கரொ,kingkareaa,,,,Slave,அடிமை,,,,people,corpus_sourashtradictionary
,,தே3ஶப4க்தொ,dEssabhakto,,,,Patriot,தேசபக்தர்,,,,people,corpus_sourashtradictionary
,,ஸ்வயஸேவகொ,svayasEvako,,,,Volunteer,"தொண்டர், தன்னார்வலர்",,,,people,corpus_sourashtradictionary
,,த்3ரோஹி,drOhi,,,,"Traitor, Betrayer",துரோகி,,,,people,corpus_sourashtradictionary
,,பக்ஷவந்து,pakshavantu,,,,Biased person,சார்புடையோர்,,,,people,corpus_sourashtradictionary
,,பிஸ்ன,pisna,,,,"Slanderer, Talking behind someone's back","புறம் கூறுதல், அவதூறு சொல்லுதல்",,,,people,corpus_sourashtradictionary
,,துண்டவத்தொ,tuNTavatto,,,,Gossip,வீண்பேச்சு,,,,people,corpus_sourashtradictionary
,,அபராதி4,aparaadhi,,,,Accused,குற்றம்சாட்டப்பட்டவர்,,,,people,corpus_sourashtradictionary
,,நிரபராதி4,niraparaadhi,,,,Innocent,"அப்பாவி, குற்றமற்றவர்",,,,people,corpus_sourashtradictionary
,,ஸதா2சாரி,sathaacaari,,,,One who goes by order,ஆணைப்படி நடப்பவர்,,,,people,corpus_sourashtradictionary
,,தொப்புனாரு,toppunaaru,,,,Breacher,மீறுபவர்,,,,people,corpus_sourashtradictionary
,,லுன்டுனாரு,lunTunaaru,,,,Breacher,மீறுபவர்,,,,people,corpus_sourashtradictionary
,,ஹின்டுனாரு,hinTunaaru,,,,Breacher,மீறுபவர்,,,,people,corpus_sourashtradictionary
,,கொ2ப்4ரீ,khobhree,,,,Dead person,"அமரர், இறந்த நபர்",,,,people,corpus_sourashtradictionary
,,எமுட்3,emuD,,,,"Yama, Deity of death",எமன்,,,,people,corpus_sourashtradictionary
,,பூ4த்,bhoot,,,,"Troll, Ghost, Demon","பூதம், பேய்",,,,people,corpus_sourashtradictionary
,,க3மைதுன்,gamaitun,,,,The villagers,கிராம மக்கள்,,,,people,corpus_sourashtradictionary
,,அன்னத்துரோ,annatturO,,,,Who speak other language,வேறுமொழி பேசுபவர்,,,,people,corpus_sourashtradictionary
,,தொ3ங்க3ர்கா3ம்கெரி,donggargaamkeri,,,,One who speaks Malayalam,மலையாளி,,,,people,corpus_sourashtradictionary
,,தெலுங்கொ3,telunggo,,,,One who speaks Telugu,தெலுங்கர்,,,,people,corpus_sourashtradictionary
,,பொ2ருங்கி,phorungki,,,,"A foreigner, especially a British or a white person",வெள்ளையர்,,,,people,corpus_sourashtradictionary
,,வனெ,vane,,,,Vanniar,வன்னியர்,,,,people,corpus_sourashtradictionary
,,ஸணார்,saNaar,,,,Nadar,நாடார்,,,,people,corpus_sourashtradictionary
,,பௌ4ணொ,bhauNo,,,,Male Brahmin,பிராமணன்,,,,people,corpus_sourashtradictionary
,,பௌ4ணி,bhauNi,,,,Female Brahmin,பிராமணத்தி,,,,people,corpus_sourashtradictionary
,,ஐடெ3,aiDe,,,,"Stranger, Non-brahmin","அந்நியர், பிராமணர் அல்லாதவர்",,,,people,corpus_sourashtradictionary
,,மொவ்ரொ,movro,,,,Male Knight,மறவன்,,,,people,corpus_sourashtradictionary
,,ஐய்யோ,aiyyO,,,,"Purohit, Priest",அய்யர்,,,,people,corpus_sourashtradictionary
,,மொவ்ரின்,movrin,,,,Female Knight,மறத்தி,,,,people,corpus_sourashtradictionary
,,ஒட்3டெ3,oDDe,,,,Male Scavenger,ஒட்டன்,,,,people,corpus_sourashtradictionary
,,ஒட்3டி3ன்,oDDin,,,,Female Scavenger,ஒட்டச்சி,,,,people,corpus_sourashtradictionary
,,து4ர்கெ3,dhurge,,,,Arunthathiyar,சக்கிலியர் / அருந்ததியர்,,,,people,corpus_sourashtradictionary
,,ம்ஹர்கெ3,mharge,,,,SC Male,பட்டியலின ஆண்,,,,people,corpus_sourashtradictionary
,,ம்ஹர்கி3ன்,mhargin,,,,SC Female,பட்டியலின பெண்,,,,people,corpus_sourashtradictionary
,,துர்கொ3,turgo,,,,Muslim,முஸ்லிம்,,,,people,corpus_sourashtradictionary
,,துட்3யான்,tuDyaan,,,,Muslim,முஸ்லிம்,,,,people,corpus_sourashtradictionary
,,துடெ3,tuDe,,,,Male Muslim,முஸ்லிம் ஆண்,,,,people,corpus_sourashtradictionary
,,துடி3ன்,tuDin,,,,Female Muslim,முஸ்லிம் பெண்,,,,people,corpus_sourashtradictionary
,,அய்டெ3,ayDe,,,,Male who speaks Tamil,தமிழன்,,,,people,corpus_sourashtradictionary
,,அய்டி3ன்,ayDin,,,,Female who speaks Tamil,தமிழச்சி,,,,people,corpus_sourashtradictionary
,,கொ2லாபா3த்கெரொ,kholaabaatkero,,,,Male Wanderer,நரிக்குறவன்,,,,people,corpus_sourashtradictionary
,,கொ2லாபா3த்கெரின்,kholaabaatkerin,,,,Female Wanderer,நரிக்குறத்தி,,,,people,corpus_sourashtradictionary
