sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,பன்து,pantu,,,,Competition,போட்டி,,,,school,corpus_sourashtradictionary
,,மந்து,mantu,,,,Competition,போட்டி,,,,school,corpus_sourashtradictionary
,,புரஸ்கார்,puraskaar,,,,Award,விருது,,,,school,corpus_sourashtradictionary
,,மம்பு,mampu,,,,Stipend,உதவித்தொகை,,,,school,corpus_sourashtradictionary
,,பரீக்ஷொ,pareeksho,,,,Examination,பரிட்சை,,,,school,corpus_sourashtradictionary
,,ஒத்தடி3 தொ2வ்னி,ottaDi thovni,,,,"Postpone, Debarment","தள்ளி வைத்தல், விலக்கி வைத்தல்",,,,school,corpus_sourashtradictionary
,,தொ3ப்3பி3 தொ2வ்னி,dobbi thovni,,,,"Postpone, Debarment","தள்ளி வைத்தல், விலக்கி வைத்தல்",,,,school,corpus_sourashtradictionary
,,லங்க3த்தெ,langgatte,,,,"Pass, Cross","தேர்ச்சி பெறுதல், கடத்தல்",,,,school,corpus_sourashtradictionary
,,ப்ரமாண்பத்ரொ,pramaaNpatro,,,,Certificate,சான்றிதழ்,,,,school,corpus_sourashtradictionary
,,ஜேமு,jEmu,,,,"Gift, Reward, Prize",பரிசு,,,,school,corpus_sourashtradictionary
,,த3ஸ்து,dastu,,,,Fee,கட்டணம்,,,,school,corpus_sourashtradictionary
,,வித்3யாவி,vidyaavi,,,,Educated,"படித்தவர், நாவலர்",,,,school,corpus_sourashtradictionary
,,கி3ரிடி3,giriDi,,,,"Game, Sports, Play",விளையாட்டு,,,,school,corpus_sourashtradictionary
,,கே2ள்,khEL,,,,"Game, Sports, Play",விளையாட்டு,,,,school,corpus_sourashtradictionary
,,ஸூத்ரம்,sootram,,,,Formula,விதிமுறை,,,,school,corpus_sourashtradictionary
,,சாலு,caalu,,,,History,வரலாறு,,,,school,corpus_sourashtradictionary
,,சரிதம்,caritam,,,,History,வரலாறு,,,,school,corpus_sourashtradictionary
,,சரித்ரு,caritru,,,,History,வரலாறு,,,,school,corpus_sourashtradictionary
,,ஶஸ்த்ர வித்3யொ,ssastra vidyo,,,,"Study of Arms, Weapons and Tools",ஆயுதப் படிப்பு,,,,school,corpus_sourashtradictionary
,,ஶாஸ்த்ர வித்3யொ,ssaastra vidyo,,,,Study of Science,விஞ்ஞான படிப்பு,,,,school,corpus_sourashtradictionary
,,ஸாஹித்யொ,saahityo,,,,Literature,இலக்கியம்,,,,school,corpus_sourashtradictionary
,,ரஸாயனொ,rasaayano,,,,Chemicals,வேதியியல் பொருள்கள்,,,,school,corpus_sourashtradictionary
,,ரஸஶாலொ,rasassaalo,,,,Laboratory,ஆய்வகம்,,,,school,corpus_sourashtradictionary
,,கலொ,kalo,,,,"Art, Arts","கலை, கலைகள்",,,,school,corpus_sourashtradictionary
,,விஞான்,vinjaan,,,,Science,அறிவியல்,,,,school,corpus_sourashtradictionary
,,க3ணித ஶாஸ்த்ரொ,gaNita ssaastro,,,,"Maths, Mathematics","கணக்கியல், கணிதம்",,,,school,corpus_sourashtradictionary
,,பௌ4திக ஶாஸ்த்ரொ,bhautika ssaastro,,,,Physics,இயற்பியல்,,,,school,corpus_sourashtradictionary
,,ரஸாயன ஶாஸ்த்ரொ,rasaayana ssaastro,,,,Chemistry,வேதியியல்,,,,school,corpus_sourashtradictionary
,,வனஸ்பதினு ஶாஸ்த்ரொ,vanaspatinu ssaastro,,,,Botony,தாவரவியல்,,,,school,corpus_sourashtradictionary
,,மூகு3னு ஶாஸ்த்ரொ,moogunu ssaastro,,,,Zoology,விலங்கியல்,,,,school,corpus_sourashtradictionary
,,ஜீவுனு ஶாஸ்த்ரொ,jeevunu ssaastro,,,,Biology,உயிரியல்,,,,school,corpus_sourashtradictionary
,,விவருனு ஶாஸ்த்ரொ,vivarunu ssaastro,,,,Informatics,தகவலியல்,,,,school,corpus_sourashtradictionary
,,ஜீவு விவருனு ஶாஸ்த்ரொ,jeevu vivarunu ssaastro,,,,Bioinformatics,உயிர் தகவலியல்,,,,school,corpus_sourashtradictionary
