sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,"ஸத்வொ விப4க்தி - மு, ரு, ஜோளு, ஜொவொ, கா2லு, லெக்தொ, உஞ்சொ, பி4த்தரு, ஹோரு","satvo vibhakti - mu, ru, jOLu, jovo, khaalu, lekto, unjco, bhittaru, hOru",,,,"7th case maker - mu, ru, jOLu, jovo, khaalu, lekto, unjco, bhittaru, hOru","ஏழாம் வேற்றுமை உருபுகள் - மு, ரு, ஜோளு, ஜொவொ, கா2லு, லெக்தொ, உஞ்சொ, பி4த்தரு, ஹோரு",,,,grammar,corpus_sourashtradictionary
,,"அட்வொ விப4க்தி - ஹே, ஹோ, ஓ, ரா, ரே, வா","aTvo vibhakti - hE, hO, O, raa, rE, vaa",,,,"8th case maker - hE, hO, O, raa, rE, vaa","எட்டாம் வேற்றுமை உருபுகள் - ஹே, ஹோ, ஓ, ரா, ரே, வா",,,,grammar,corpus_sourashtradictionary
,,உதா3ஹரணொ,udaaharaNo,,,,Example,எடுத்துக்காட்டு,,,,grammar,corpus_sourashtradictionary
,,ஸனாங்கு3 - கா2,sanaanggu - khaa,,,,One letter word - khaa,ஓரெழுத்து சொல் - கா2,,,,grammar,corpus_sourashtradictionary
,,தி3தா3ங்கு3 - அமி,didaanggu - ami,,,,Two letter word - ami,ஈரெழுத்து சொல் - அமி,,,,grammar,corpus_sourashtradictionary
,,திக்ராங்கு3 - உடாவ்,tikraanggu - uTaav,,,,Three letter word - uTaav,மூன்றெழுத்து சொல் - உடாவ்,,,,grammar,corpus_sourashtradictionary
,,சத்ராங்கு3 - தளஹாத்,catraanggu - taLahaat,,,,Four letter word - taLahaat,நான்கெழுத்து சொல் - தளஹாத்,,,,grammar,corpus_sourashtradictionary
,,பங்க்ராங்கு3ன் - அனுஸரணொ,pangkraanggun - anusaraNo,,,,Five letter word - anusaraNo,ஐந்தெழுத்து சொல் - அனுஸரணொ,,,,grammar,corpus_sourashtradictionary
,,ஶஸாங்கு3ன் - ஹிந்த3லத்தெ,ssasaanggun - hindalatte,,,,Six letter word - hindalatte,ஆரெழுத்து சொல் - ஹிந்த3லத்தெ,,,,grammar,corpus_sourashtradictionary
,,ஸக்காங்கு3ன் - பாய்ஞ்பொட3த்தெ,sakkaanggun - paaynjpoDatte,,,,Seven letter word - paaynjpoDatte,ஏழெத்து சொல் - பாய்ஞ்பொட3த்தெ,,,,grammar,corpus_sourashtradictionary
