sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,விஞ்ஞாபனொ கேர் / கெருவொ,vinjnjaapaneaa kEr / keruvo,,,,Apply,விண்ணப்பி,,,,verb,corpus_sourashtradictionary
,,தா3வொ கேர் / கெருவொ,daavo kEr / keruvo,,,,Argue,வாதிடு,,,,verb,corpus_sourashtradictionary
,,"ஸெந்தி3, ஸெந்து3வொ","sendi, senduvo",,,,Arrange,ஒழுங்காய் வை,,,,verb,corpus_sourashtradictionary
,,பஜெந்தய காம் கேர் / கெருவொ,pajentaya kaam kEr / keruvo,,,,Arrange,ஏற்பாடு செய்,,,,verb,corpus_sourashtradictionary
,,அவி சேர் / செருவொ,avi cEr / ceruvo,,,,Arrive,வந்துசேர்,,,,verb,corpus_sourashtradictionary
,,"மாய், மகொ3","maay, mago",,,,Ask,கேள்,,,,verb,corpus_sourashtradictionary
,,"பூஸ், புஸுவொ","poos, pusuvo",,,,Ask,கேள்,,,,verb,corpus_sourashtradictionary
,,"ஒர்கி3, ஒர்கு3வொ","orgi, orguvo",,,,Askew,சாய்ந்துகொள்,,,,verb,corpus_sourashtradictionary
,,பெ3து3ராட் / பெ3து3ரடு3வொ,beduraaT / beduraDuvo,,,,Astonish,பிரமிக்கச் செய்,,,,verb,corpus_sourashtradictionary
,,"தெ3வ்ஸி, தெ3வ்ஸுவொ","devsi, devsuvo",,,,Attach,ஒட்டு,,,,verb,corpus_sourashtradictionary
,,"திர்ச்சி, திர்ச்சுவொ","tircci, tirccuvo",,,,Bargain,பேரம் பேசு,,,,verb,corpus_sourashtradictionary
,,"உஸ்கி, உஸ்குவொ","uski, uskuvo",,,,Bark,குரை,,,,verb,corpus_sourashtradictionary
,,"ர்ஹா, ர்ஹவொ","rhaa, rhavo",,,,Be,இரு,,,,verb,corpus_sourashtradictionary
,,"ஹான், ஹனுவொ","haan, hanuvo",,,,"Beat, Attack","அடி, தாக்கு",,,,verb,corpus_sourashtradictionary
,,"ஶிங்கா3ர், ஶிங்க3ருவொ","ssinggaar, ssinggaruvo",,,,Beautify,அழகுபடுத்து,,,,verb,corpus_sourashtradictionary
,,"பீ4க் மாய், பீ4க் மகொ3","bheek maay, bheek mago",,,,Beg,பிச்சை எடு,,,,verb,corpus_sourashtradictionary
,,"ஜேன், ஜெனுவொ","jEn, jenuvo",,,,Beget,"பெறு, பெற்றெடு",,,,verb,corpus_sourashtradictionary
,,ஹர்ம்பம் கேர் / கெருவொ,harmpam kEr / keruvo,,,,Begin,"தொடங்கு, ஆரம்பி",,,,verb,corpus_sourashtradictionary
,,"சல்லெ, சல்லுவொ","calle, calluvo",,,,Behave,நடந்துகொள்,,,,verb,corpus_sourashtradictionary
,,"சல்தகெர்லெ, சல்தகெர்லுவொ","caltakerle, caltakerluvo",,,,Behave,நடந்துகொள்,,,,verb,corpus_sourashtradictionary
,,"நொம்மி, நொம்முவொ","nommi, nommuvo",,,,Believe,நம்பு,,,,verb,corpus_sourashtradictionary
,,வகுண்டொ கேர் / கெருவொ,vakuNTo kEr / keruvo,,,,Bend,வளை,,,,verb,corpus_sourashtradictionary
,,"லிவ்வி, லிவ்வுவொ","livvi, livvuvo",,,,Bend backwardly,பின்புறமாக வளை,,,,verb,corpus_sourashtradictionary
,,"சாவ், சவொ","caav, cavo",,,,Bite,கடி,,,,verb,corpus_sourashtradictionary
,,சூக் ஸங்கி3 / ஸங்கு3வொ,cook sanggi / sangguvo,,,,Blame,குறை கூறு,,,,verb,corpus_sourashtradictionary
,,"மிஸ்கி, மிஸ்குவொ","miski, miskuvo",,,,Blink,சிமிட்டு,,,,verb,corpus_sourashtradictionary
,,"பூ2லி, பு2லுவொ","phooli, phuluvo",,,,Blossom,மலரு,,,,verb,corpus_sourashtradictionary
,,"பூ2வ், பு2வொ","phoov, phuvo",,,,Blow,ஊது,,,,verb,corpus_sourashtradictionary
,,"தப்பாட், தப்படு3வொ","tappaaT, tappaDuvo",,,,Boil,கொதிக்கவை,,,,verb,corpus_sourashtradictionary
,,"ஸிஜ்ஜா2ட், ஸிஜ்ஜடு3வொ","sijjhaaT, sijjaDuvo",,,,Boil it,வேகவை,,,,verb,corpus_sourashtradictionary
,,ஸிவ்ஜி / ஸிவ்ஜுவொ,sivji / sivjuvo,,,,Boil it,வேகவை,,,,verb,corpus_sourashtradictionary
,,புட்டொ ம்ஹொடொ3 கேர் / கெருவொ,puTTo mhoDo kEr / keruvo,,,,Bore,துளையை பெரிதாக்கு,,,,verb,corpus_sourashtradictionary
,,"உஷில், உஷுலுவொ","ushil, ushuluvo",,,,Bounce,"எகிறு, துள்ளிக் குதி",,,,verb,corpus_sourashtradictionary
,,"கு3ம்பி, கு3ம்புவொ","gumpi, gumpuvo",,,,Braid,பின்னு,,,,verb,corpus_sourashtradictionary
,,"மோட், மொடு3வொ","mOT, moDuvo",,,,Break,"முறி, துண்டாக்கு",,,,verb,corpus_sourashtradictionary
,,"போ2ட்3, பொ2டு3வொ","phOD, phoDuvo",,,,"Break, Demolish, Perish",(இரண்டாக) உடை,,,,verb,corpus_sourashtradictionary
,,ஸுவாஸம் கேர் / கெருவொ,suvaasam kEr / keruvo,,,,Breathe,மூச்சு விடு,,,,verb,corpus_sourashtradictionary
,,"ஆன், அனொ, அனுவொ","aan, ano, anuvo",,,,Bring,கொண்டு வா,,,,verb,corpus_sourashtradictionary
,,"லேத் ஆன், லேத் அனுவொ","lEt aan, lEt anuvo",,,,Bring,கொண்டு வா,,,,verb,corpus_sourashtradictionary
,,"மஞ்ஜி, மஞ்ஜுவொ","manjji, manjjuvo",,,,Brush,"துலக்கு, தேய்",,,,verb,corpus_sourashtradictionary
,,"ஸொவ்ண்டாட், ஸொவ்ண்ட3டு3வொ","sovNTaaT, sovNDaDuvo",,,,Buckle,மாட்டு,,,,verb,corpus_sourashtradictionary
,,"ப4ந்தி3, ப4ந்து3வொ","bhandi, bhanduvo",,,,Build,கட்டு,,,,verb,corpus_sourashtradictionary
,,"பு2க்3கி3, பு2க்3கு3வொ","phuggi, phugguvo",,,,Bulge,"உப்பு, வீங்கு.",,,,verb,corpus_sourashtradictionary
,,"தி4க்கி, தி4க்குவொ","dhikki, dhikkuvo",,,,Bump,"முட்டு, மோது",,,,verb,corpus_sourashtradictionary
,,"ஜேள், ஜெளுவொ","jEL, jeLuvo",,,,Burn,எரி,,,,verb,corpus_sourashtradictionary
,,தெ3கா3ர் தே3 / தெ3வொ,degaar dE / devo,,,,Burp,ஏப்பம் விடு,,,,verb,corpus_sourashtradictionary
,,ஹுடு3ஞ்ஜி போட் / பொடு3வொ,huDunjji pOT / poDuvo,,,,Burst with irritation,எரிந்து விழு,,,,verb,corpus_sourashtradictionary
,,"விஸி போட், விஸி பொடு3வொ","visi pOT, visi poDuvo",,,,Burst with irritation,எரிந்து விழு,,,,verb,corpus_sourashtradictionary
,,"கா3ட், க3டு3வொ","gaaT, gaDuvo",,,,Bury,புதை,,,,verb,corpus_sourashtradictionary
,,"கா2ட், க2டு3வொ","khaaT, khaDuvo",,,,Buy,வாங்கு,,,,verb,corpus_sourashtradictionary
,,"ஜீலி ஆவ், ஜீலி அவொ","jeeli aav, jeeli avo",,,,Bye-Bye,சென்று வா,,,,verb,corpus_sourashtradictionary
,,ல்ஹெக்கொ தாய் / தவொ,lhekko taay / tavo,,,,"Calculate, Estimate","கணக்கிடு, மதிப்பிடு",,,,verb,corpus_sourashtradictionary
,,"போ3வ், பொ3வொ","bOv, bovo",,,,"Call, Invite","அழை, கூப்பிடு",,,,verb,corpus_sourashtradictionary
,,முஸை,musai,,,,"Can, Could",முடியும்,,,,verb,corpus_sourashtradictionary
,,ரத்3து3 கேர் / கெருவொ,raddu kEr / keruvo,,,,Cancel,ரத்து செய்,,,,verb,corpus_sourashtradictionary
,,முஸுனா,musunaa,,,,"Cannot, Can not, Can't, Couldn't, Could not",முடியாது,,,,verb,corpus_sourashtradictionary
,,தெவ்டி3 தே3 / தெ3வொ,tevDi dE / devo,,,,"Caress, Stroke gently","அன்புடன் தடவிக்கொடு, வருடு",,,,verb,corpus_sourashtradictionary
,,"க2ல்லி ஜா, க2ல்லி ஜவொ","khalli jaa, khalli javo",,,,Carry,எடுத்துச் செல்,,,,verb,corpus_sourashtradictionary
,,பில்லாக் பொ3ல்லெ / பொ3ல்லுவொ,pillaak bolle / bolluvo,,,,Carry,குழந்தையை தூக்கு,,,,verb,corpus_sourashtradictionary
,,"டங்கி, டங்குவொ","Tangki, Tangkuvo",,,,Carve,செதுக்கு,,,,verb,corpus_sourashtradictionary
,,"தேர், தெ4ருவொ","tEr, dheruvo",,,,Catch,பிடி,,,,verb,corpus_sourashtradictionary
,,ஹிப்பி3 ர்ஹவாட் / ர்ஹவடு3வொ,hipbi rhavaaT / rhavaDuvo,,,,Cease,நிறுத்து,,,,verb,corpus_sourashtradictionary
,,"மாட், மடு3வொ","maaT, maDuvo",,,,Celebrate,கொண்டாடு,,,,verb,corpus_sourashtradictionary
,,"மர்ச்சி, மர்ச்சுவொ","marcci, marccuvo",,,,"Change, Replace, Switch on",மாற்று,,,,verb,corpus_sourashtradictionary
,,"தெர்மி, தெர்முவொ","termi, termuvo",,,,Chase,விரட்டு,,,,verb,corpus_sourashtradictionary
,,"எச்சாட், எச்சடு3வொ","eccaaT, eccaDuvo",,,,Cheat,ஏமாற்று,,,,verb,corpus_sourashtradictionary
,,"சொம்சி, சொம்சுவொ","comci, comcuvo",,,,Chew,மெல்லு,,,,verb,corpus_sourashtradictionary
,,"சூவ், சுவொ","coov, cuvo",,,,Chew,மெல்லு,,,,verb,corpus_sourashtradictionary
,,"சொவுஞ்சி, சொவுஞ்சுவொ","covunjci, covunjcuvo",,,,Chew,மெல்லு,,,,verb,corpus_sourashtradictionary
,,"செக்கி, செக்குவொ","cekki, cekkuvo",,,,Chop,வெட்டு,,,,verb,corpus_sourashtradictionary
,,"கு3ஸில், கு3ஸுலுவொ","gusil, gusuluvo",,,,Churn (curd),(தயிர்) கடை,,,,verb,corpus_sourashtradictionary
,,"கா4ட், க4டு3வொ","ghaaT, ghaDuvo",,,,Churn (dhal),(பருப்பு) கடை,,,,verb,corpus_sourashtradictionary
,,ஸுத்3த4ம் கேர் / கெருவொ,suddham kEr / keruvo,,,,Clean,சுத்தம் செய்,,,,verb,corpus_sourashtradictionary
,,"ஹிங்கி3, ஹிங்கு3வொ","hinggi, hingguvo",,,,Climb,ஏறு,,,,verb,corpus_sourashtradictionary
,,"ஜா2ய், ஜ2வொ","jhaay, jhavo",,,,Close,மூடு,,,,verb,corpus_sourashtradictionary
,,"அடாட், அடடு3வொ","aTaaT, aTaDuvo",,,,Coagulate,"சுண்டச்செய், கெட்டியாக்கு",,,,verb,corpus_sourashtradictionary
,,தொஸ்கொ ஒர்ப்பி / ஒர்ப்புவொ,tosko orppi / orppuvo,,,,Comb,தலை வாரு,,,,verb,corpus_sourashtradictionary
,,"ஆவ், அவொ","aav, avo",,,,Come,வா,,,,verb,corpus_sourashtradictionary
,,ஹர்ம்பம் கேர் / கெருவொ,harmpam kEr / keruvo,,,,Commence,"தொடங்கு, ஆரம்பி",,,,verb,corpus_sourashtradictionary
,,"ஜோவ், ஜொவொ","jOv, jovo",,,,Compare,"ஒப்பிடு, எடைபோடு",,,,verb,corpus_sourashtradictionary
,,ஸொடி3 தே4ர் / தெ4ருவொ,soDi dhEr / dheruvo,,,,Compromise,விட்டுக்கொடு,,,,verb,corpus_sourashtradictionary
,,"யோக்3 கேர், யோக்3 கெருவொ","yOg kEr, yOg keruvo",,,,Concentrate,ஒருநிலைப்படுத்து,,,,verb,corpus_sourashtradictionary
,,சல்தொ கேர் / கெருவொ,calto kEr / keruvo,,,,Conduct,நடத்து,,,,verb,corpus_sourashtradictionary
,,"ஜெவுஞ்சி, ஜெவுஞ்சுவொ","jevunjci, jevunjcuvo",,,,Conquer,வெற்றிகொள்,,,,verb,corpus_sourashtradictionary
,,"மிள்வி, மிள்வுவொ","miLvi, miLvuvo",,,,Consolidate,ஒன்றுசேர்,,,,verb,corpus_sourashtradictionary
,,"ஸெராட், ஸெரடு3வொ","seraaT, seraDuvo",,,,Consume,செலவழி,,,,verb,corpus_sourashtradictionary
,,வடொ தே3 / தெ3வொ,vaTo dE / devo,,,,Contribute,பங்கைக் கொடு,,,,verb,corpus_sourashtradictionary
,,"அண்சி, அண்சுவொ","aNci, aNcuvo",,,,Control,"அடக்கு, கட்டுப்படுத்து",,,,verb,corpus_sourashtradictionary
,,"ஹந்தி3, ஹந்து3வொ","handi, handuvo",,,,Cook,சமை,,,,verb,corpus_sourashtradictionary
,,"நிவாட், நிவடு3வொ","nivaaT, nivaDuvo",,,,Cool,"ஆற்று, சூடாற்று",,,,verb,corpus_sourashtradictionary
,,"கொ2வ்லி, கொ2வ்லுவொ","khovli, khovluvo",,,,Cough,இருமு,,,,verb,corpus_sourashtradictionary
,,"மொவ்ஜி, மொவ்ஜுவொ","movji, movjuvo",,,,"Count, Measure","எண்ணு, அள",,,,verb,corpus_sourashtradictionary
,,"ஜா2ய், ஜ2வொ","jhaay, jhavo",,,,Cover,மூடு,,,,verb,corpus_sourashtradictionary
,,"தி4க்கி, தி4க்குவொ","dhikki, dhikkuvo",,,,Crash,"மோது, இடி",,,,verb,corpus_sourashtradictionary
,,கொ4ணங்கொ4ணாய் கா2ள் / க2ளுவொ,ghoNangghoNaay khaaL / khaLuvo,,,,Crawl,தவழ்,,,,verb,corpus_sourashtradictionary
,,ஸ்ருஷ்டி கேர் / கெருவொ,srushTi kEr / keruvo,,,,Create,உருவாக்கு,,,,verb,corpus_sourashtradictionary
,,"தா4ரொ கா4ல், தா4ரொ க4லுவொ","dhaaro ghaal, dhaaro ghaluvo",,,,Cremate,தகனம் செய்,,,,verb,corpus_sourashtradictionary
,,"லங்கி3, லங்கு3வொ","langgi, langguvo",,,,Cross over,"தாண்டு, கட",,,,verb,corpus_sourashtradictionary
,,"தா3ட், த3டு3வொ","daaT, daDuvo",,,,Cross over,"தாண்டு, கட",,,,verb,corpus_sourashtradictionary
,,"பிஸ்கி, பிஸ்குவொ","piski, piskuvo",,,,Crush,கசக்கு,,,,verb,corpus_sourashtradictionary
,,"நெஸ்கி, நெஸ்குவொ","neski, neskuvo",,,,Crush,நசுக்கு,,,,verb,corpus_sourashtradictionary
,,"ரோட், ரொடு3வொ","rOT, roDuvo",,,,Cry,அழு,,,,verb,corpus_sourashtradictionary
,,பீகு கா4ல் / க4லுவொ,peeku ghaal / ghaluvo,,,,Cultivate,"பயிரிடு, விதையிடு",,,,verb,corpus_sourashtradictionary
,,"காட், கடு3வொ","kaaT, kaDuvo",,,,Cut,அறு,,,,verb,corpus_sourashtradictionary
,,"நாஸ், நஸுவொ","naas, nasuvo",,,,Dance,ஆடு,,,,verb,corpus_sourashtradictionary
,,"எச்சாட், எச்சடு3வொ","eccaaT, eccaDuvo",,,,Deceive,ஏமாற்று,,,,verb,corpus_sourashtradictionary
,,நிஸ்கணொ கேர் / கெருவொ,niskaNo kEr / keruvo,,,,Decide,முடிவெடு,,,,verb,corpus_sourashtradictionary
,,முருக3ன் தாய் / தவொ,murugan taay / tavo,,,,Decompose,அழுகச் செய்,,,,verb,corpus_sourashtradictionary
,,தொ3ப்3பி3 தோ2வ் / தொ2வொ,dobbi thOv / thovo,,,,Defer,ஒத்திவை,,,,verb,corpus_sourashtradictionary
,,"நாஸ், நஸுவொ","naas, nasuvo",,,,Delete,அழி,,,,verb,corpus_sourashtradictionary
,,ஆஸ்தொ போட் / பொடு3வொ,aasto pOT / poDuvo,,,,Desire,ஆசைப்படு,,,,verb,corpus_sourashtradictionary
,,ரோஸ் / ரொஸுவொ,rOs / rosuvo,,,,Despise,ஒருவரை வெறு,,,,verb,corpus_sourashtradictionary
,,"நாஸ், நஸுவொ","naas, nasuvo",,,,"Destroy, Demolish, Perish",அழி,,,,verb,corpus_sourashtradictionary
,,"மோர், மொருவொ","mOr, moruvo",,,,Die,சாகு,,,,verb,corpus_sourashtradictionary
,,"கா2ன், க2னுவொ","khaan, khanuvo",,,,Dig,குழி வெட்டு,,,,verb,corpus_sourashtradictionary
,,"கொவ்ரி, கொவ்ருவொ","kovri, keaavruvo",,,,Dig,தோண்டு,,,,verb,corpus_sourashtradictionary
,,"பூ3ட், பு3டு3வொ","booT, buDuvo",,,,Dip (Head),(தலை) முழுகு,,,,verb,corpus_sourashtradictionary
,,"பு3வ்டி3, பு3வ்டு3வொ","buvDi, buvDuvo",,,,Dip,"நனை, அமிழ்த்து, நீரில் அமிழ்த்து, தோய்",,,,verb,corpus_sourashtradictionary
,,"சொல்லி, சொல்லுவொ","colli, colluvo",,,,Disperse,தெளி,,,,verb,corpus_sourashtradictionary
,,"லூன், லுனுவொ","loon, lunuvo",,,,Dissipate,வீணாக்கு,,,,verb,corpus_sourashtradictionary
,,செவ்டி3 ஸோட் / ஸொடு3வொ,cevDi sOT / soDuvo,,,,Dissuade,விரோதமாக புத்தி கூறு,,,,verb,corpus_sourashtradictionary
,,"நிவ்ரி, நிவ்ருவொ","nivri, nivruvo",,,,Distribute equally,சமமாக விநியோகி,,,,verb,corpus_sourashtradictionary
,,ஹிம்ஸ கேர் / கெருவொ,himsa kEr / keruvo,,,,Disturb,தொந்தரவு செய்,,,,verb,corpus_sourashtradictionary
,,"கேர், கெருவொ","kEr, keruvo",,,,Do,செய்,,,,verb,corpus_sourashtradictionary
,,"மாட், மடு3வொ","maaT, maDuvo",,,,Do,நடத்து / செய்,,,,verb,corpus_sourashtradictionary
,,தா3ன் தே3 / தெ3வொ,daan dE / devo,,,,Donate,நன்கொடையளி,,,,verb,corpus_sourashtradictionary
,,"ம்ஹொவ்லி, ம்ஹொவ்லுவொ","mhovli, mhovluvo",,,,Douse,அணை,,,,verb,corpus_sourashtradictionary
,,"ஒட்சி, ஒட்சுவொ","oTci, oTcuvo",,,,Drain,வடிகட்டு,,,,verb,corpus_sourashtradictionary
,,"நித்ராட்3, நித்ரடு3வொ","nitraaD, nitraDuvo",,,,Drain water,தண்ணீரை வடிகட்டு,,,,verb,corpus_sourashtradictionary
,,"கீ3ர், கி3ருவொ","geer, giruvo",,,,Draw,வரை,,,,verb,corpus_sourashtradictionary
,,முக்3கு3 தாய் / தவொ,muggu taay / tavo,,,,Draw Kolam,கோலம் போடு,,,,verb,corpus_sourashtradictionary
,,பனி செந்தி3 / செந்து3வொ,pani cendi / cenduvo,,,,Draw water,தண்ணீர் இறை,,,,verb,corpus_sourashtradictionary
,,"பி3ஜ்ஜி, பி3ஜ்ஜுவொ","bijji, bijjuvo",,,,Drench,நனை,,,,verb,corpus_sourashtradictionary
,,"பி2ல்லெ, பி2ல்லுவொ","phille, philluvo",,,,Dress,உடுத்து,,,,verb,corpus_sourashtradictionary
,,புட்டொ தாய் / தவொ,puTTo taay / tavo,,,,Drill,துளையிடு,,,,verb,corpus_sourashtradictionary
,,"பே, பெவொ","pE, pevo",,,,Drink,"பருகு, குடி",,,,verb,corpus_sourashtradictionary
,,"தொ3வ்டி3, தொ3வ்டு3வொ","dovDi, dovDuvo",,,,Drive,"ஓட்டு, விரட்டு",,,,verb,corpus_sourashtradictionary
,,கா2ல் தாய் / தவொ,khaal taay / tavo,,,,Drop,கீழே போடு,,,,verb,corpus_sourashtradictionary
,,"ஸுக்காட், ஸுக்கடு3வொ","sukkaaT, sukkaDuvo",,,,Drop,உலர்த்து,,,,verb,corpus_sourashtradictionary
,,ஹுங்கி3 தூ4ள் / து4ளுவொ,hunggi dhooL / dhuLuvo,,,,Drowse,தூங்கி வழி,,,,verb,corpus_sourashtradictionary
,,"தொ3டு3ஞ்ஜி, தொ3டு3ஞ்ஜுவொ","doDunjji, doDunjjuvo",,,,Earn,சம்பாதி,,,,verb,corpus_sourashtradictionary
,,"ஜுட்3டி3, ஜுட்3டு3வொ","juDDi, juDDuvo",,,,Earn,சம்பாதி,,,,verb,corpus_sourashtradictionary
,,"கா2, க2வொ","khaa, khavo",,,,Eat,"சாப்பிடு, உண்ணு",,,,verb,corpus_sourashtradictionary
,,"ஜேம், ஜெமுவொ","jEm, jemuvo",,,,Eat,"சாப்பிடு, உண்ணு",,,,verb,corpus_sourashtradictionary
,,விஸ்தார்கன் ஸங்கி3 / ஸங்கு3வொ,vistaarkan sanggi / sangguvo,,,,Elaborate,விரிவாக கூறு,,,,verb,corpus_sourashtradictionary
,,ஹர்ம்ப3ம் கேர் / கெருவொ,harmbam kEr / keruvo,,,,Embark,தொடங்கு,,,,verb,corpus_sourashtradictionary
,,உத்ஸாஹ் கேர் / கெருவொ,utsaah kEr / keruvo,,,,"Encourage, Motivate",ஊக்குவி,,,,verb,corpus_sourashtradictionary
,,"ஆக்ரமிஞ்சி, ஆக்ரமிஞ்சுவொ","aakraminjci, aakraminjcuvo",,,,Encroach,அத்துமீறி பயன்படுத்து,,,,verb,corpus_sourashtradictionary
,,"பொந்தி3, பொந்து3வொ","pondi, ponduvo",,,,Endure,அனுபவி,,,,verb,corpus_sourashtradictionary
,,"ஸெகு3ஞ்சிலெ, ஸெகு3ஞ்சுலுவொ","segunjcile, segunjculuvo",,,,Endure,தாங்கிக்கொள்,,,,verb,corpus_sourashtradictionary
,,"ஸுக்குளிஞ்ஜி, ஸுக்குளிஞ்ஜுவொ","sukkuLinjji, sukkuLinjjuvo",,,,Enjoy,உல்லாசமாய் இரு,,,,verb,corpus_sourashtradictionary
,,ம்ஹொடொ3 கேர் / கெருவொ,mhoDo kEr / keruvo,,,,Enlarge,பெரிதாக்கு,,,,verb,corpus_sourashtradictionary
,,"தூர், துருவொ","toor, turuvo",,,,Enter,நுழை,,,,verb,corpus_sourashtradictionary
,,"நாஸ், நஸுவொ","naas, nasuvo",,,,Erase,அழி,,,,verb,corpus_sourashtradictionary
,,"தொவுஞ்சி, தொவுஞ்சுவொ","tovunjci, tovunjcuvo",,,,Escape,"தப்பு, விலகி ஓடு",,,,verb,corpus_sourashtradictionary
,,"ப்ரதி3ஸ், ப்ரதி3ஸுவொ","pradis, pradisuvo",,,,Establish,நிறுவு,,,,verb,corpus_sourashtradictionary
,,"ஸ்தா2பிஞ்சி, ஸ்தா2பிஞ்சுவொ","sthaapinjci, sthaapinjcuvo",,,,Establish,நிறுவு,,,,verb,corpus_sourashtradictionary
,,"க3ணிஞ்சி, க3ணிஞ்சுவொ","gaNinjci, gaNinjcuvo",,,,Estimate,மதிப்பிடு,,,,verb,corpus_sourashtradictionary
,,அப்4யாஸ் கேர் / கெருவொ,abhyaas kEr / keruvo,,,,Exercise,பழக்கு,,,,verb,corpus_sourashtradictionary
,,"வெது3ர்ஸா, வெது3ர்ஸவொ","vedursaa, vedursavo",,,,Expect,எதிர்பார்,,,,verb,corpus_sourashtradictionary
,,"செட்3வி, செட்3வொ","ceDvi, ceDvo",,,,Export,ஏற்றுமதி செய்,,,,verb,corpus_sourashtradictionary
,,ஹிங்கா3டு3 கேர் / கெருவொ,hinggaaDu kEr / keruvo,,,,Export,ஏற்றுமதி செய்,,,,verb,corpus_sourashtradictionary
,,லம்ப3 கேர் / கெருவொ,lamba kEr / keruvo,,,,Extend,நீட்டு,,,,verb,corpus_sourashtradictionary
,,"ம்ஹொவ்லி, ம்ஹொவ்லுவொ","mhovli, mhovluvo",,,,Extinguish,அணை,,,,verb,corpus_sourashtradictionary
,,"போட்3, பொடு3வொ","pOD, poDuvo",,,,Fall,விழு,,,,verb,corpus_sourashtradictionary
,,"வவ்ரி, வவ்ருவொ","vavri, vavruvo",,,,Fan,விசிறு,,,,verb,corpus_sourashtradictionary
,,"ப4ந்தி3, ப4ந்து3வொ","bhandi, bhanduvo",,,,Fasten,கட்டு,,,,verb,corpus_sourashtradictionary
,,க2வ்னம் தே3 / தெ3வொ,khavnam dE / devo,,,,Feed,உணவளி,,,,verb,corpus_sourashtradictionary
,,"க2வாட், கவடு3வொ","khavaaT, kavaDuvo",,,,Feed,ஊட்டு,,,,verb,corpus_sourashtradictionary
,,"மல்லெ, மல்லுவொ","malle, malluvo",,,,Fight,சண்டையிடு,,,,verb,corpus_sourashtradictionary
,,"பொ4ர்வி, பொ4ருவொ","bhorvi, bhoruvo",,,,Fill,நிரப்பு,,,,verb,corpus_sourashtradictionary
,,"பொ4வ்ரி, பொ4வ்ருவொ","bhovri, bhovruvo",,,,Fill,நிரப்பு,,,,verb,corpus_sourashtradictionary
,,"ருப்பி, ருப்புவொ","ruppi, ruppuvo",,,,Fill,நிரப்பு,,,,verb,corpus_sourashtradictionary
,,"ஒட்சி, ஒட்சுவொ","oTci, oTcuvo",,,,Filter,வடிகட்டு,,,,verb,corpus_sourashtradictionary
,,"வேள், வெளுவொ","vEL, veLuvo",,,,"Filter, Strain",வடி,,,,verb,corpus_sourashtradictionary
