sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,அபுல் நுதி,apul nuti,,,,"Conceit, Vanity, Vainglory, Brag, Self-praise",தற்பெருமை,அபுல் நுதி அமீஸ் மெல்ல ஹோனா,We should not talk about our pride ourselves,நம் பெருமையை நாமே சொல்லிக் கொள்ளக்கூடாது,bad-attribute,corpus_sourashtradictionary
,,ஸங்கட்,sangkaT,,,,Disruption,இடையூறு,ஹாதுவதி3னி ம்ஹொட்டொ ஸங்கடங்கன் மர்ச்சய்யொ,Mobile phone has become a distruption,கைபேசி பெரும் இடையூறாக மாறிவிட்டது,bad-attribute,corpus_sourashtradictionary
,,உதாஸீனம்,utaaseenam,,,,"Negligence, Indifference",அலட்சியம்,ம்ஹொட்டொ ஸ்தா2பனான் கா2ல் பொட3த்தக் உதாஸீனமூஸ் காரணொ,Negligence is the reason for the collapse of big companies,பெரிய நிறுவனங்களின் வீழ்ச்சிக்கு அலட்சியமே காரணம்,bad-attribute,corpus_sourashtradictionary
,,பராக்,paraak,,,,Not caring,அக்கறை இல்லாமல்,பராக் கெர்னாத்தக் ர்ஹியெத் ஈகு3 நஜ்ஜாயி,Education will be ruined if not cared for,அக்கறை இல்லாமல் இருந்தால் கல்வி கெட்டுவிடும்,bad-attribute,corpus_sourashtradictionary
,,ஸந்தே3க்,sandEk,,,,"Doubt, Suspicion",சந்தேகம்,ஸந்தே3க் மெனரியொ ஒண்டெ ரோகு3,Suspicion is a disease,சந்தேகம் என்பது ஒரு நோய்,bad-attribute,corpus_sourashtradictionary
,,ஸெந்தே3வ்,sendEv,,,,"Doubt, Suspicion",சந்தேகம்,ஸெந்தே3வ் பொடெ3த்தெகொ3 நிம்மள் ர்ஹானா,The suspect will have no peace,சந்தேகப்படுபவனுக்கு நிம்மதி இருக்காது,bad-attribute,corpus_sourashtradictionary
,,தெல்பி,telpi,,,,"Mock, Tease","கேலி, கிண்டல்",தெ2வ்டெ3 தெனு ஸதா2 தெல்பிலேத் ர்ஹானு,Some will always tease,சிலர் எப்போதும் கிண்டல் செய்வார்கள்,bad-attribute,corpus_sourashtradictionary
,,கெள்சினி,keLcini,,,,"Mock, Tease","கேலி, கிண்டல்",ஒள்டு3னுக் கெள்சினி கெரன் ஹோனா,We should not tease the elderly,வயதானவர்களை நாம் கிண்டல் செய்யக்கூடாது,bad-attribute,corpus_sourashtradictionary
,,ரூபு கெள்சினி,roopu keLcini,,,,"Mock, Tease, Body shaming",உருவ கேலி,ரூபு கெள்சினி கெரஹோனா,Should not do body shaming,உருவ கேலி செய்யக்கூடாது,bad-attribute,corpus_sourashtradictionary
,,கா3ள்,gaaL,,,,"Scold, Reprimand, Blasphemy","திட்டு, வசை, நிந்தனை",பா3 கா3ள் அய்கன் ஸெக்குனா,Can't hear Dad's reprimands,அப்பாவின் திட்டுகளை கேட்க முடியாது,bad-attribute,corpus_sourashtradictionary
,,போ3ல்கா3ள்,bOlgaaL,,,,"Scold, Reprimand, Blasphemy","திட்டு, வசை, நிந்தனை",ஶாந்திகன் ர்ஹாத்தெங்கொ3 போ3ல்கா3ள் ர்ஹானா,Those who are quiet will have no blasphemy,அமைதியாக இருப்பவர்களுக்கு நிந்தனை இருக்காது,bad-attribute,corpus_sourashtradictionary
,,ஹீனவாக்,heenavaak,,,,"Slander, Blasphemy","இழிசொல், நிந்தனை",ஹீனவாக் வம்ஶமுக் நஸ்தயி,Blasphemy will destroy the clan,நிந்தனை குலத்தை அழித்துவிடும்,bad-attribute,corpus_sourashtradictionary
,,தி4ல்லொஹொயெ,dhillohoye,,,,"Despicable, Disgusting, Filthy","இழிவான, வெறுக்கத்தக்க",தி4ல்லொஹொயெ சால்சலன் ஹால் தெனொ துருங்கா3க் ஜியெஸி,He went to jail for despicable behavior,இழிவான நடத்தைக்காக அவன் சிறைக்கு சென்றான்,bad-attribute,corpus_sourashtradictionary
,,கொ2ப3ட்,khobaT,,,,"Deceit, Deception, Cheating, Fraud","வஞ்சகம், ஏமாற்றுதல்",பில்லல்னு கொ2ப3ட் ந்ஹீத்தெனுன்,Children are not deceitful,குழந்தைகள் வஞ்சகம் இல்லாதவர்கள்,bad-attribute,corpus_sourashtradictionary
,,கண்டு,kaNTu,,,,"Deceit, Deception, Cheating, Fraud","வஞ்சகம், ஏமாற்றுதல்",கொ2ப்3பி3ம் கண்டிகின் ஜிவத்தக் முஸுனா,You can never live cheating,எப்போதும் ஏமாற்றி வாழ முடியாது,bad-attribute,corpus_sourashtradictionary
,,ஒன்ச்லொ,onclo,,,,"Deceit, Deception, Cheating, Fraud","வஞ்சகம், ஏமாற்றுதல்",ஶகுனி ஒன்ச்லாக் நாவ் பொடெ3த்தெனு,Shakuni is notorious for deception,சகுனி வஞ்சகத்திற்கு பெயர் பெற்றவர்,bad-attribute,corpus_sourashtradictionary
,,வஞ்சனொ,vanjcano,,,,"Deceit, Deception, Cheating, Fraud","வஞ்சகம், ஏமாற்றுதல்",அமி கொங்கினாக் வஞ்சனொ கெரன் ஹோனா,We should not cheat anyone,நாம் யாரையும் ஏமாற்றக் கூடாது,bad-attribute,corpus_sourashtradictionary
,,எச்சட3த்தெ,eccaDatte,,,,"Deceit, Deception, Cheating, Fraud","வஞ்சகம், ஏமாற்றுதல்",எச்சட3த்தெ நியம் அனுஸார் பொரொ ஹோயி,Cheating is a crime under the law,ஏமாற்றுவது சட்டப்படி குற்றம்,bad-attribute,corpus_sourashtradictionary
,,வீர்,veer,,,,"Malice, Hostility","வன்மம், விரோதம், பகைமை",வீர் ஆரோக்3யமுக்கின் பா4க்3கி3க் நஸ்தயி,Hostility can ruin health and wealth,விரோதம் உடல் நலத்தையும் செல்வத்தையும் கெடுத்துவிடும்,bad-attribute,corpus_sourashtradictionary
,,நிஷ்டுல்,nishTul,,,,Dispute,தகராறு,த3தொ3 பை4னும் நிஷ்டுல் ஸே,There is a dispute between the brothers,சகோதரர்களுக்குள் தகராறு உள்ளது,bad-attribute,corpus_sourashtradictionary
,,தெகு3ரால்,teguraal,,,,"Dispute, Argue, Argument","சர்ச்சை, விவாதம், வாக்குவாதம்",தூ ஏட் தெகு3ரால் கெரத்தக் அவெயொயா?,Did you come here to argue?,நீ இங்கு வாதம் பண்ண வந்தாயா?,bad-attribute,corpus_sourashtradictionary
,,மல்லினி,mallini,,,,"Fight, Verbal fight",வாய்ச் சண்டை,"மல்லினிக் ஜா ஹோனா, அவெ மல்லினிக் ஸொடொ3 ஹோனா","Don't go to fight, don't leave the fight","சண்டைக்கு போகக்கூடாது, வந்த சண்டையை விடக்கூடாது",bad-attribute,corpus_sourashtradictionary
,,ஶத்ருப்பன்,ssatruppan,,,,Enemity,"பகைமை, விரோதம்",ஶுனாக்கின் மஞ்ஜிரிக் ஶத்ருப்பன் ஸே,Dog and cat have enmity,நாய்க்கும் பூனைக்கும் பகை உண்டு,bad-attribute,corpus_sourashtradictionary
,,கனஸுல் பு4ஞ்ஜத்தெ,kanasul bhunjjatte,,,,Slap,கன்னத்தில் அறைதல்,பா3ப் ராகு3ம் பெடா3க் கனஸுல் பு4ஞ்யாஸி,The father slapped his son in anger,தந்தை கோபத்தில் மகனை அறைந்தார்,bad-attribute,corpus_sourashtradictionary
,,வத்4யொ,vadhyo,,,,Murder,கொலை,வத்4யொ கெரத்தெ பஞ்சமஹா பாவுனும் ஒண்டெ,Murder is one of the five major sins,கொலை செய்வது ஐம்பெரும் பாவங்களில் ஒன்று,bad-attribute,corpus_sourashtradictionary
,,ஹனிமர்னி,hanimarni,,,,Assassination,படுகொலை,ராஜிவ் கா3ந்தி4க் ஹனிமர்த்தியா,Rajiv Gandhi was assassinated,ராஜீவ் காந்தி படுகொலை செய்யப்பட்டார்,bad-attribute,corpus_sourashtradictionary
,,ஆத்மவத்4யொ,aatmavadhyo,,,,Suicide,தற்கொலை,ஆத்மவத்4யொ கெர்லத்தெகா3 ஆத்மொ ஶாந்தி ஹோனா,The soul of the person who commits suicide will not attain peace,தற்கொலை செய்து கொள்பவரின் ஆன்மா சாந்தி அடையாது,bad-attribute,corpus_sourashtradictionary
,,மரத்தெ,maratte,,,,"Kill, Killing",கொல்லுதல்,பரு ஜீவுனுக் மரத்தெ பாவ்,Killing other lives is a sin,பிற உயிர்களை கொல்லுதல் பாவம்,bad-attribute,corpus_sourashtradictionary
,,மொரட3த்தெ,moraDatte,,,,"Kill, Killing",கொல்லுதல்,ராணு மூகு3ன் பூ4குக் து3ஸுரெ ஜீவுனுக் மொரட3த்தெ பாப் மெனானா,It is not a sin for wild animals to kill other animals for hunger,வன விலங்குகள் பசிக்காக மற்ற விலங்குகளைக் கொல்வதை பாவம் என்று சொல்ல முடியாது,bad-attribute,corpus_sourashtradictionary
,,மொரட்3,moraD,,,,Rudeness,முரட்டுத்தனம்,ப4ராடு3ம் மொரட்3கன் சல்னகொ3,Don't be rude outside,வெளியில் முரட்டுத்தனமாக நடந்து கொள்ளாதே,bad-attribute,corpus_sourashtradictionary
,,மர்மரத்தெ,marmaratte,,,,Murmuring,முணுமுணுத்தல்,த4க்கிலே கொ2ப்3பி3ம் மர்மரிலேத் ர்ஹாயி,Coward always murmurs,கோழை எப்போதும் முணுமுணுத்துக் கொண்டேயிருப்பான்,bad-attribute,corpus_sourashtradictionary
,,க்லிஸே,klisE,,,,"Bored, Boredom","அலுத்துக் கொள்ளுதல், சலிப்பு",பி2ரி பி2ரி கெரத்தெ க்லிஸேகன் ர்ஹாயி,Repeating can be boring,திரும்பத் திரும்பச் செய்வது சலிப்பாக இருக்கும்,bad-attribute,corpus_sourashtradictionary
,,ஹடம்,haTam,,,,"Fuss, Stubborn, Obstinacy","வம்பு, பிடிவாதம்",பில்லல்னு ஹடம் தெ4ரி ரொட3னு,Children will fuss and cry,குழந்தைகள் வம்பு செய்து அழுவார்கள்,bad-attribute,corpus_sourashtradictionary
,,தெ4ர்ணி,dherNi,,,,"Fuss, Stubborn, Obstinacy","வம்பு, பிடிவாதம்",தெனொ அபுல் நிஸ்கனாம் தெ4ர்ணிகன் ஸே,He is stubborn in his decision,அவன் தன் முடிவில் பிடிவாதமாக இருக்கிறான்,bad-attribute,corpus_sourashtradictionary
,,ஈர்ஷொ,eersho,,,,"Envy, Jealousy",பொறாமை,ஈர்ஷொ ஸேத்தெகொ3 நீஞ்ஜு அவ்னா,He who is jealous will not fall asleep,பொறாமை கொண்டவனுக்கு தூக்கம் வராது,bad-attribute,corpus_sourashtradictionary
,,மொச்சர்,moccar,,,,"Envy, Jealousy",பொறாமை,கௌரி மொன்னு மொச்சர் ஹால் பொ4ரி ர்ஹாயி,The minds of the wicked are filled with envy,துன்மார்க்கரின் மனம் பொறாமையால் நிறைந்திருக்கும்,bad-attribute,corpus_sourashtradictionary
,,அஸூயொ,asooyo,,,,"Envy, Jealousy",பொறாமை,அஸூயொ ஒண்டெங்கா3 பா4க்3கி3க் தி3ஜட3யி,Envy wears out one's wealth,பொறாமை ஒருவரின் செல்வத்தைக் குறைக்கும்,bad-attribute,corpus_sourashtradictionary
,,பொட்ஜாள்,poTjaaL,,,,"Envy, Jealousy",பொறாமை,து3ஸுரெதெங்கொ3 ஸீகின் பொட்ஜாள் பொட3ஹோனா,Should not be jealous of others,அடுத்தவர்களை பார்த்து பொறாமைப் படக்கூடாது,bad-attribute,corpus_sourashtradictionary
,,பொட்ஜளி,poTjaLi,,,,Jealousy,பொறாமைப்படுதல்,தெ2வ்டெ3தெனு பொட்ஜளி பொடி3 மொரஸுன்,Some die of jealousy,சிலர் பொறாமையால் இறக்கின்றனர்,bad-attribute,corpus_sourashtradictionary
,,ஹுப்ளொ,hupLo,,,,"Envy, Jealousy",வயிற்றெரிச்சல்,து3ஸுரெதெங்கா3 ஹொடி3னி ஸீகின் ஹுப்ளொ பொட3ஹோனா,Should not be jealous of the other's growth,அடுத்தவரின் வளர்ச்சியைக் கண்டு பொறாமை கொள்ளக்கூடாது,bad-attribute,corpus_sourashtradictionary
,,மொத3ம்,modam,,,,Mania,வெறி,ராக் மொத3ம்கன் மர்ச்சய்ய ஹோனா,Anger should not turn into mania,கோபம் வெறியாக மாறக்கூடாது,bad-attribute,corpus_sourashtradictionary
,,ஹிம்ஸொ,himso,,,,"Harm, Violence, Bother, Trouble, Nuisance","தீங்கு, வன்முறை, தொல்லை, தொந்தரவு",மொகொ3 கோ3ஸ் ஹிம்ஸொ கெர்னகொ3. தெனொ அபுல் மாயிக் ஹிம்ஸொ கெரரஸ்,Do not bother me often. He is harming his mother,என்னை அடிக்கடி தொந்தரவு செய்யாதே. அவன் தன் தாய்க்கு தீங்கு செய்கிறான்,bad-attribute,corpus_sourashtradictionary
,,உத்3த3ம்,uddam,,,,"Trouble, Nuisance","தொல்லை, தொந்தரவு",ஜனிஅவ்னி ஸெரொ ம்ஹொட்டொ உத்3த3ம்கன் ஸே,It is a major trouble with the traffic,போக்குவரத்துடன் பெரும் தொந்தரவாக உள்ளது,bad-attribute,corpus_sourashtradictionary
,,உபத்3ரவொ,upadravo,,,,"Trouble, Nuisance","தொல்லை, தொந்தரவு",அஸ்கிதெகொ3 தொரணும் ஹிப்3ப3த்தெ ஒண்ட்டெ உபத்3ரவொ,Standing in queue for everything is a nuisance,எல்லாவற்றிற்கும் வரிசையில் நிற்பது ஒரு தொல்லை,bad-attribute,corpus_sourashtradictionary
,,து3க்காட்,dukkaaT,,,,Hurt,காயப்படுத்து,கோன் இஸனி ஹனி து3க்கடெ3யொ?,Who hit and hurt like this?,யார் இப்படி அடித்து காயப்படுத்தியது?,bad-attribute,corpus_sourashtradictionary
,,பா3தொ3 கேர்,baado kEr,,,,"Hurt, Torture","புண்படுத்து, சித்திரவதை செய்",தூ மொரெ பா4வனாக் பா3தொ3 கெரரஸ்,You are hurting my feelings,நீ என் உணர்வுகளை புண்படுத்துகிறாய்,bad-attribute,corpus_sourashtradictionary
,,முஜுன்,mujun,,,,Bad qualities,கெட்ட குணங்கள்,கெ3ருவ் ஸேத்தெகொ3 த4னம் முஜுன் தே3யி,Wealth gives bad qualities to the arrogant person,கர்வமுள்ளவனுக்கு செல்வம் கெட்ட குணங்களைத் தரும்,bad-attribute,corpus_sourashtradictionary
