sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,ஹுப்3பு3 / ஹூ,hubbu / hoo,,,,Eyebrow,கண் புருவம்,தெக3 ஹுப்3பு3 த4னு ஸொகன் ஹொத்3யெஸி,Her eyebrow was like a bow,அவள் புருவம் ஒரு வில் போல இருந்தது,body,corpus_sourashtradictionary
,,ப3பிலி,bapili,,,,"Pupil, Iris",கருவிழி,ஹுஜால் வேன் ர்ஹியெத் ப3பிலி குங்க3ஸு,"If there is too much light, the iris contracts","அதிக வெளிச்சம் இருந்தால், கருவிழி சுருங்குகிறது",body,corpus_sourashtradictionary
,,தொ3ளொ,doLo,,,,"Eye, Eyes",கண்,சொவ்து3னாத்தெனு தொ3ளொ ர்ஹீ மெள்ளி அந்து3ன்,Uneducated people are blind even though they have eyes,படிக்காதவர்கள் கண் இருந்தும் குருடர்கள்,body,corpus_sourashtradictionary
,,தொ3ளா அண்டொ3,doLaa aNDo,,,,Eye ball,"கண்மணி, கண்விழி",தெனொ தொ3ளா அண்டொ3 ம்ஹொடொ3 கெரி த4க்கடி3ஸி,She widened her eyeball and frightened,அவள் கண்மணியை விரித்து பயமுறுத்தினாள்,body,corpus_sourashtradictionary
,,ஒரொதொ3ளொ,orodoLo,,,,Squint Eye,மாறுகண்,ஒரொதொ3ளாக் ப3ரொ கெரத்தக் முஸயி,Squint eyes can be cured,மாறுகண்ணை சரி செய்ய முடியும்,body,corpus_sourashtradictionary
,,தி3ஷ்டி,dishTi,,,,"Eye sight, Eye vision",பார்வை,ச2ஸ்மொ தி3ஷ்டிக் செர்க்க கெரத்தக் ஒர்க3யி,Spectacles can help correct eye sight,மூக்குக் கண்ணாடி பார்வையை சரிசெய்ய உதவும்,body,corpus_sourashtradictionary
,,கிஸுர்,kisur,,,,Evil eye,"கெட்ட பார்வை, கண் திருஷ்டி",பில்லாக் கிஸுர் லய்னாத்தக் ஸீலுனொ,Care should be taken to prevent the infant from evil eye,குழந்தையை கண் திருஷ்டி படாமல் பார்த்துக்கொள்ள வேண்டும்,body,corpus_sourashtradictionary
,,"ஸௌரினி, ஸவ்ரினி","saurini, savrini",,,,Blur,"தெளிவின்மை, மங்கல்",தொ3ளா அத்3த3ம் ந்ஹாத்தக் அஸ்கி ஸௌரயி தெ3க்காரஸ்,"Without spectacles, everything looks blurred","கண்ணாடி இல்லாமல், எல்லாம் மங்கலாகத் தெரிகிறது",body,corpus_sourashtradictionary
,,மிஸினி,misini,,,,Eyelid,இமை,ஹோங்கு3 ந்ஹாத்தெஹால் மிஸினி பு2க்3கி3 ஹொதெ3ஸ்,Eyelids had swollen due to lack of sleep,தூக்கமின்மையால் கண் இமைகள் வீங்கியிருந்தன,body,corpus_sourashtradictionary
,,ரொப்பொ,roppo,,,,Eyelid,இமை,ரொப்பொ ரோம்கொ ஹுடொ3 தொ2வ்லி நிஞ்ஜி ஹொதெ3ஸ்,He was sleeping with his eyelids slightly open,கண் இமைகள் லேசாகத் திறந்து தூங்கிக் கொண்டிருந்தான்,body,corpus_sourashtradictionary
,,ரொப்பா கே2ஸ்,roppaa khEs,,,,Eyelash,இமை முடி,தெ2வ்ட்3தெங்கொ3 ரொப்பா கே2ஸ் லம்பொ3 ர்ஹாயி,Some people have long eyelashes,சிலருக்கு இமைமுடிகள் நீளமாக இருக்கும்,body,corpus_sourashtradictionary
,,க3ல்பொ,galpo,,,,Cheek,கன்னம்,துரெ ந்ஹுருக் க3ல்பொ கெண்டொ3கெளொகன் ஸே,Your baby has chubby cheeks,உங்கள் குழந்தைக்கு கன்னம் கொழுகொழு என உள்ளன,body,corpus_sourashtradictionary
,,க3வ்லொ,gavlo,,,,Cheek,கன்னம்,கஷ்மீரு பில்லல்னுக் க3வ்லொ ல்ஹொவ்வொ ர்ஹாயி,Kashmiri baby have red cheeks,காஷ்மீரி குழந்தைகளுக்கு கன்னங்கள் சிவப்பாக இருக்கும்,body,corpus_sourashtradictionary
,,க3புலொ,gapulo,,,,Cheek,கன்னம்,க3புலொ கெண்டொ3கெளொகன் ர்ஹியெத் சுண்டுனொ மெனி லக3யி,"It tempts to pinch, if the cheeks are chubby",கன்னம் கொழுகொழு என இருந்தால் கிள்ளத் தூண்டுகிறது,body,corpus_sourashtradictionary
,,கா3லு,gaalu,,,,Cheek,கன்னம்,ந்ஹுரு கா3லுக் ப்ராமொகன் தெ4ரிஸி,She touched baby's cheek gingerly,குழந்தையின் கன்னத்தை அன்புடன் தொட்டாள்,body,corpus_sourashtradictionary
,,கெண்டொ3கெளொ,keNDokeLeaa,,,,"Chubby, Meaty","சதைப்பற்று, கொழுகொழு",பில்லொ கெண்டொ3கெளொகன் ஸிங்க்3யார் ஸே,The baby is fleshy and beautiful,குழந்தை கொழுகொழுவென அழகாக இருக்கிறது,body,corpus_sourashtradictionary
,,கனஸுல்,kanasul,,,,"Gill, Cheek",செவுள்,"ஸங்கெ3 வத்தொ ஐகுனா ஜியெத், கனஸுல் பு4ஞ்சுது","If you don't listen, I will slap you on the cheek",சொல்பேச்சை கேட்காவிட்டல் கன்னத்தில் ஓங்கி அறைவேன்,body,corpus_sourashtradictionary
,,கான்,kaan,,,,Ear,காது,கானும் காய் தய்லி ஸேத்தெ?,What are you wearing in your ears?,காதில் என்ன அணிந்து கொண்டிருக்கிறாய்?,body,corpus_sourashtradictionary
,,நாக்,naak,,,,Nose,மூக்கு,நாக் மோனொ ஸெத்தெங்கொ3 ராக் வேன் அவய் மெனன்,People with sharp noses are said to get more angry,மூக்கு கூர்மையாக இருப்பவர்களுக்கு அதிக கோபம் வரும் என்பார்கள்,body,corpus_sourashtradictionary
,,ஸ்வாஸொ,svaaso,,,,Breath,மூச்சு,தெனு ஸ்வாஸொ கெரத்தக் வேன் கெஷ்டம் பொட3ராஸ்,He is struggling to breathe,அவர் மூச்சு விட மிகவும் கஷ்டப்படுகிறார்,body,corpus_sourashtradictionary
,,தோண்,tON,,,,Mouth,வாய்,தெ2வ்டெ3 தெங்கொ3 தோண் கு3ல்லெ கெரெத்திக்காம் காப்பி பஜெ,Some people need coffee after rinsing their mouth,சிலருக்கு வாய் கொப்புளித்ததும் காப்பி வேண்டும்,body,corpus_sourashtradictionary
,,ஸொகி3,sogi,,,,Back of mouth,கடைவாய்,ஸொடெ3 தூ3த் ஸொகி3க் ஜாத்த லொவ்லாம் தெனொ மொஜ்ஜொ,He was dead before the milk reached the back of his mouth,ஊற்றிய பால் கடைவாய்க்கு செல்வதற்குள் அவன் இறந்து விட்டான்,body,corpus_sourashtradictionary
,,கா3லு,gaalu,,,,Jaw,தாடை,கா2ல் பொடெ3த்தெமாம் கா3லும் கா4ம் லகி3டி3யொ,He suffered a jaw injury due to a fall,கீழே விழுந்ததில் தாடையில் காயம் ஏற்பட்டது,body,corpus_sourashtradictionary
,,சீபு,ceepu,,,,Chin,முகவாய் கட்டை,ராகு3ம் தெனொ சீபுக் ரெட்டெர் தி4க்கட்டி ஜீஸ்,She slammed her chin on her shoulder in anger,கோபத்தில் அவள் முகவாயை தோள்பட்டையில் இடித்து விட்டு சென்றாள்,body,corpus_sourashtradictionary
,,ஹ்ருடி3,hruDi,,,,Gums,ஈறு,"ஹ்ருடி3 பொ3லம்கன் ந்ஹீஜியெத், தாத்3 ஹிட்டி பொள்ட3ய்","If the gums lose strength, the tooth fall out",ஈறுகள் வலிமையாக இல்லையெனில் பல் விழுந்துவிடும்,body,corpus_sourashtradictionary
,,தளு,taLu,,,,Hard palate of the mouth,மேலண்ணம்,தேலுயொ க2யெத் தளு சிவுட்டொ லக3ய்,"If you eat oily food, your palate will be sticky",எண்ணெய் உணவுகளை சாப்பிட்டால் அண்ணம் பிசுபிசுப்பாகும்,body,corpus_sourashtradictionary
,,ஜீப்,jeep,,,,Tongue,நாக்கு,ஜீபு கொனொகின் கெக3ர் ருசிக் தெ3க்கி தெ4ரயி,The tip and edges of the tongue detect taste,நாக்கின் நுனி மற்றும் விளிம்புகள் சுவையைக் கண்டறியும்,body,corpus_sourashtradictionary
,,ஹுட்டொ,huTTo,,,,Saliva,எச்சில்,ஸமஸ்தொ தா2முனும் ஹுட்டொ து2வொ ஹோனா,Should not spit in public places,பொது இடங்களில் எச்சில் துப்பக்கூடாது,body,corpus_sourashtradictionary
,,தா3த்,daat,,,,Teeth,பல்,ப2ல்திவார் ஹுட3த்திக்காம் தா3த் மஞ்ஜுனொ,Brush your teeth when you wake up in the morning,காலை எழுந்ததும் பல் தேய்க்க வேண்டும்,body,corpus_sourashtradictionary
,,பக்கலு தா3த்,pakkalu daat,,,,Molar teeth,கடைவாய்ப்பல்,பக்கலு தா3த் ந்ஹன்ன ஒர்ஸும் ஹொட்3னா,Molars do not develop at a young age,கடைவாய்ப்பல் சிறு வயதில் வளராது,body,corpus_sourashtradictionary
,,கெ3ளொ,geLo,,,,Neck,கழுத்து,கெ3ளாம் மாலொ தகி3 தெங்கொ3 அபி4வாத3னொ கெர்யாஸி,They welcomed him with garland around his neck,கழுத்தில் மாலை அணிவித்து அவரை வரவேற்றனர்,body,corpus_sourashtradictionary
,,மான்,maan,,,,Back neck,பின் கழுத்து,பில்லா மான் அங்கு3 நிள்ச்சிரனி,The baby's neck is not yet stable,குழந்தையின் கழுத்து இன்னும் நிலையாக வில்லை,body,corpus_sourashtradictionary
,,பொ3ஞ்சு,bonjcu,,,,"Scruff of his neck, Mane",பிடரி,பில்லா பொ3ஞ்சும் பொஸுவொ,Wipe the baby's scruff of the neck,குழந்தையின் பிடரியில் துடைக்கவும்,body,corpus_sourashtradictionary
,,கா2ந்து3,khaandu,,,,Shoulders,தோள்,கே4ரு பா4ர் தெகொ3 கா2ந்து3ர் பொள்டி3யொ,The burden of home fell on his shoulders,வீட்டுச் சுமை அவன் தோள்களில் விழுந்தது,body,corpus_sourashtradictionary
,,ரெட்டெ,reTTe,,,,Shoulder,தோள்பட்டை,ரெட்டெ ஹவ்லத்தெ சொக்கட் சால்சலன் ந்ஹா,Shrugging shoulder is not good manners,தோள்பட்டையை குலுக்குதல் நல்ல நடத்தை அல்ல,body,corpus_sourashtradictionary
,,க4டி3,ghaDi,,,,Throat,தொண்டை,ஸில்லொ பனி பியெத் க4டி3ம் க2ஜ்ஜு அவய்,Drinking cold water can cause sore throat,குளிர்ந்த தண்ணீரை குடித்தால் தொண்டையில் புண் ஏற்படும்,body,corpus_sourashtradictionary
,,க4டி3 ஸெத்3து3,ghaDi seddu,,,,Voice,குரல்,அம்பா3 க4டி3 ஸெத்3து3 அய்கிதி பில்லொ பி2ரி ஸியெஸ்,The child turned around after hearing the mother's voice,தாயின் குரல் கேட்டு குழந்தை திரும்பி பார்த்தது,body,corpus_sourashtradictionary
,,பெ4தா3ள்,bhedaaL,,,,Clumsy,விகாரமான,ஒஜனானு க4டி3 ஸெத்3து3 பெ4தா3ள்கன் ர்ஹாஸு,Some people's voices are clumsy,சிலரின் குரல் விகாரமாக இருக்கிறது,body,corpus_sourashtradictionary
,,கு4ட்கொ,ghuTko,,,,"Larynx, Pharynx, Trachea","மிடறு, குரல்வளை",க3வீனுன் கு4ட்காக் சொக்கட் கௌ3ஞ்சுலராஸ்,Singers take good care of the larynx,பாடகர்கள் குரல்வளையை நன்றாக கவனித்துக்கொள்கிறார்கள்,body,corpus_sourashtradictionary
,,ஹோட்,hOT,,,,Lip,உதடு,ஸோகுஹால் ஹோடுன் ஸுக்கியொ,Lips parched with thirst,தாகத்தால் உதடுகள் காய்ந்தன,body,corpus_sourashtradictionary
,,முஸ்குளி,muskuLi,,,,Philtrum,மேலுதடு,தெ2வ்டெ3 த3ல்லானுக் முஸ்குளிம் ஒண்டெ முஸுங்கு3 ர்ஹானா,Some men have no mustache only on the philtrum,சில ஆண்களுக்கு மேலுதட்டில் மட்டும் மீசை இருக்காது,body,corpus_sourashtradictionary
,,முஸின்,musin,,,,"Moustache, Mustache",மீசை,ப2ந்த3ர் ஒர்ஸும் முஸின் ஹொட3த்தக் ஹர்ம்ப3ம் ஹோஸு,Mustache start growing at the age of fifteen,பதினைந்து வயதில் மீசை வளர ஆரம்பிக்கும்,body,corpus_sourashtradictionary
,,முஸுங்கு3,musunggu,,,,"Moustache, Mustache",மீசை,பொ2ருங்கி3ன் முஸுங்கு3 ஸொவ்ரம் கெள்ட3ஸுன்,Foreigners shave their moustaches,வெளிநாட்டினர் மீசையை மழித்து விடுகின்றனர்,body,corpus_sourashtradictionary
,,தா3டி3,daaDi,,,,Beard,தாடி,பௌ4து3ல்னு தா3டி3 தொ2வ்ல்ராஸி,Ascetics have beards,துறவிகள் தாடி வைத்திருக்கிறார்கள்,body,corpus_sourashtradictionary
,,ஸொவ்ரம்,sovram,,,,Haircutting / Shaving,முடி வெட்டுதல் / மழித்தல்,மொங்கு3ளார்தி ஸொவ்ரம் கெர்லஹோனா மெனன்,It is said that hair should not be cut on Tuesdays,செவ்வாய் கிழமைகளில் முடியை வெட்டக்கூடாது என்பார்கள்,body,corpus_sourashtradictionary
,,ஸ்நான்,snaan,,,,Bath,குளியல்,ஸ்நான் கெரெ ப2ராது கா2த்தெ சொக்கட் வட்கெ,Eating after bathing is a good habit,குளித்த பின் சாப்பிடுவது நல்ல பழக்கம்,body,corpus_sourashtradictionary
,,ஆங்கு3,aanggu,,,,Body,உடல்,ஆங்கு3 தெ3ள்கொ பொடெ3த் ரோக்3 அவயி,Fatty body causes disease,உடல் குண்டானால் நோய் உண்டாகும்,body,corpus_sourashtradictionary
,,தனு,tanu,,,,Body,உடல்,தனு மொன்னுக் தய தா4னுக் சல்லுனொ,The body should behave according to the mind,உடல் மனதுக்கு ஏற்ப நடந்து கொள்ள வேண்டும்,body,corpus_sourashtradictionary
,,ஶரீர்,ssareer,,,,Body,உடல்,ஶரீர்கின் மொன்னுக் ஶுத்3த4ம்கன் தொ2வ்லுனொ,Is there anyone who does not desire the body?,உடலையும் மனதையும் சுத்தமாக வைத்திருக்க வேண்டும்,body,corpus_sourashtradictionary
,,ந்ஹான்,nhaan,,,,"Lean, Skinny, Thin","ஒல்லியான, மெலிந்த",தெகொ3 த4மினி கி3ரிடு3 ஸொகன் ந்ஹான் ஆங்கு3,He has a lean body like a runner,அவனுக்கு ஓட்டப்பந்தய வீரன் போல மெலிந்த உடல்,body,corpus_sourashtradictionary
,,தே3ஹப்4யாஸ்,dEhabhyaas,,,,Exercise,உடற்பயிற்சி,தே3ஹப்4யாஸ் ஶரீருக் பொ3லம் தே3யி,Exercise strengthens the body,உடற்பயிற்சி உடலுக்கு வலு தரும்,body,corpus_sourashtradictionary
,,ஆலஸ்யொ,aalasyo,,,,"Sloth, Lazy, Laziness","சோம்பல், சோம்பேறித்தனம்",கொன்னி காம்கெர்த்தானுக் ஆலஸ்யொ ர்ஹாஹோனா,No worker should have laziness,எந்த வேலைக்காரருக்கும் சோம்பல் இருக்கக்கூடாது,body,corpus_sourashtradictionary
,,பிளொ தே3த்தே,piLo dEttE,,,,Pandiculation,சோம்பல் முறித்தல்,ஜு2கு3 தெனு ஸொளொபா2ர் ஹுட3த்திக்காம் பிளொ தே3னு,Most people pandiculate once they wake up in the morning,பெரும்பாலோர் காலையில் எழுந்ததும் சோம்பல் முறிப்பார்கள்,body,corpus_sourashtradictionary
,,ஜீவ்,jeev,,,,Life,உயிர்,ஜீவ் ஜியெ ப2ராத் ரொடி3 காய் பிர்ஜனம்?,What is the use of crying after death?,உயிர் போன பின் அழுது என்ன பிரயோஜனம்?,body,corpus_sourashtradictionary
,,கெண்டொ3,keNDo,,,,"Skin, Muscle",தோல்,பி2ரி பி2ரி ஹனெஹால் கெண்டொ3 பி4ருஸ் பொள்டி3யொ,Repeated beatings numbed the skin,மீண்டும் மீண்டும் அடித்ததால் தோல் மரத்துப் போனது,body,corpus_sourashtradictionary
,,கெர்ப்பான்,kerppaan,,,,Skin itching,தோல் அரிப்பு,வங்கி3 வேன் க2யெத் கெர்ப்பான் அவய்,"If you eat a lot of brinjal, you will get skin itching",கத்தரிக்காய் அதிகம் சாப்பிட்டால் தோல் அரிப்பு வரும்,body,corpus_sourashtradictionary
,,காக்,kaak,,,,Armpit,அக்குள்,காகும் கு3லுகு3லாய்ங் கெரெத் பில்லொ அஸயி,The child laughs if we tickle its armpit,அக்குளில் கிச்சு கிச்சு மூட்டினால் குழந்தை சிரிக்கும்,body,corpus_sourashtradictionary
,,ஹாத்,haat,,,,Hand,கை,ஹாத் துக்கி பாய்ஞ் பொடு3வொ,Raise your hand and bow,கையை உயர்த்தி வணங்குங்கள்,body,corpus_sourashtradictionary
,,கொ2வொ,khovo,,,,Elbow,முழங்கை,கொ2வொஹால் பொ3வத்தெ நஜ்ஜெ வட்கெ,Calling with the elbow is a bad habit,முழங்கையால் அழைப்பது ஒரு கெட்ட பழக்கம்,body,corpus_sourashtradictionary
,,கொ2பொ3,khobo,,,,Elbow,முழங்கை,பை3ல்வான் கொ2பொ3ஹால் நலர் பொ2ட3ராஸி,The strong man breaks the coconut with his elbow,பயில்வான் முழங்கையால் தேங்காய் உடைக்கிறார்,body,corpus_sourashtradictionary
,,கோஷ்டு,kOshTu,,,,Forearm,முன்னங்கை,தெனொ அபுல் நாவ் கோஷ்டும் பொள்ஸொ குஸ்கி ஹொதெ3ஸ்,He had his name tattooed on his forearm,அவன் தன் பெயரை முன்னங்கையில் பச்சை குத்தி இருந்தான்,body,corpus_sourashtradictionary
,,கங்க்3ரொ,kanggro,,,,Wrist,மணிக்கட்டு,ஸர்தா3ர்ஜீன் கங்க்3ராம் கெங்க3ண் க4ல்லி ர்ஹானு,Sardarjis wear bracelets on their wrists,சர்தார்ஜிகள் மணிக்கட்டில் காப்பு அணிந்திருப்பார்கள்,body,corpus_sourashtradictionary
,,தளொஹாத்,taLohaat,,,,Palm,உள்ளங்கை,தளொஹாதும் ஸேத்தெயொ ஸாத்தக் பூ4தத்3த3ம் பஜெயா?,Need a magnifying glass to see what's in the palm ?,உள்ளங்கையில் இருப்பதை பார்க்க பூதக்கண்ணாடி தேவையா?,body,corpus_sourashtradictionary
,,பெள்ளோ,peLLO,,,,Crump or deep cut in Palm,பாளம்,பனி செந்தெ3த்தெமாம் ஹாத் பெள்ளொ பெள்ளொகன் பா2ட் தீ3ரஸ்,The palm has deep cuts due to water drawing,தண்ணீர் இறைத்ததில் கை பாளம் பாளமாக வெடித்துள்ளது,body,corpus_sourashtradictionary
,,பா2ட்3,phaaD,,,,Crack,"வெடிப்பு, விரிசல்",பலடி பா2டு3க் ஸுக்கெ கெண்டொ3 காரணொ ஹோஸு,Dry skin causes cracked heels,குதிகால் வெடிப்புக்கு வறண்ட சருமம் காரணமாகிறது,body,corpus_sourashtradictionary
,,மூட்,mooT,,,,Fist,முஷ்டி,ராகு3ம் தெனொ மேஜொஹோர் மூட்ஹால் ஹனெஸி,He pounded his fist on the table in anger,கோபத்தில் மேசையில் முஷ்டியால் அடித்தான்,body,corpus_sourashtradictionary
,,மூட் போ4ர்,mooT bhOr,,,,"Fistful, Palmful",கைப்பிடி நிறைய,அங்கு3 தீ3 மூட் போ4ர் மீட் தாய்,Add two more fistful of salt,இன்னும் இரண்டு கைப்பிடி நிறைய உப்பு போடு,body,corpus_sourashtradictionary
,,சூள்,cooL,,,,Hand scooping,குவித்தகை,சூளும் தீர்து க2ல்லி பீலுவோ,Scoop up a handful of holy water and drink,குவித்தகையில் தீர்த்தத்தை எடுத்து அருந்தவும்,body,corpus_sourashtradictionary
,,அஞ்ஜிலி,anjjili,,,,Praying hands,"கூப்பிய கைகள், கும்பிடும் கைகள்",அவரியொ தெங்கொ3 அஞ்ஜிலி கெரி பொ3வொ,Greet visitors with praying hands,வருபவர்களை கைகூப்பி அழைக்கவும்,body,corpus_sourashtradictionary
