sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,பொங்கு3ளொ,pongguLo,,,,Ear Stud worn by Men,ஆண்கள் அணியும் கடுக்கன்,த3ல்லமெனின் கானும் பொங்கு3ளொ தய்லனு,Men wear Pongulo in the ear,ஆண்கள் காதில் கடுக்கன் அணிவார்கள்,ornament,corpus_sourashtradictionary
,,ஜு2ங்கள்,jhungkaL,,,,Fancy Ear drops,ஜிமிக்கி,ஜு2ங்கள் ஸ்த்ரீனு ஸிங்க்3யார் வேன் கெரயி,Fancy earrings enhance the beauty of women,ஜிமிக்கிகள் பெண்களின் அழகை அதிகரிக்கும்,ornament,corpus_sourashtradictionary
,,நாகுதளொ,naakutaLo,,,,Nose Stud,மூக்குத்தி,அளின் ஜைனொ நாகு3ம் வஜ்ஜிரு நாகுதளொ க4ல்லனு,Women wear a diamond nose ring on the right nose,பெண்கள் வலது மூக்கில் வைர மூக்குத்தி அணிவார்கள்,ornament,corpus_sourashtradictionary
,,முக்குர்,mukkur,,,,Old fashioned Nose Stud,முக்கோண மூக்குத்தி,முக்குர் ஒண்டெ கலமு நாவ்பொட3யொகன் ஹொதெ3ஸ்,Triangular nosering was popular once,முக்கோண மூக்குத்தி ஒரு காலத்தில் பிரபலமாக இருந்தது,ornament,corpus_sourashtradictionary
,,பி3ல்லாக்கு,billaakku,,,,Nose Pendant,மூக்கணி,பி3ல்லாக்கு க4ல்லத்தெ ஹிந்தா3 ரீதி,Wearing nose pendant is style these days,மூக்கணி அணிவது இன்றைய பாணி,ornament,corpus_sourashtradictionary
,,பே3ஸ்திரி,bEstiri,,,,Nose Stud,பேசரி / மூக்கொட்டி,ஒர்ஸுஹொயெ பெ3ய்ல்மெனின் தீ3 நாகு3ம் பே3ஸ்திரி க4ல்லி ர்ஹானு,Older women wear Baesthiri on both noses,வயதான பெண்கள் இரு மூக்கிலும் பேசரி அணிந்திருப்பார்கள்,ornament,corpus_sourashtradictionary
,,கெ3ஜ்ஜெல்,gejjel,,,,Necklace,அட்டிகை / கல்சரம்,கெ3ஜ்ஜெல் மெனரியொ கெ3லா ஸெர்மான் ர்ஹாத்திஸா ஆபரணொ,A necklace is an ornament around the neck,அட்டிகை என்பது கழுத்தை ஒட்டி இருக்கும் ஆபரணம்,ornament,corpus_sourashtradictionary
,,அட்3க்3யல்,aDgyal,,,,Necklace,அட்டிகை / பொற்சரம்,ஹொராடு3 விஶேஷுக் ஜு2கு3 பெ3ய்ல்மெனின் அட்3க்3யல் க4ல்லனு,Many women wear necklace for wedding ceremony,திருமண விழாவிற்கு பல பெண்கள் அட்டிகை அணிவார்கள்,ornament,corpus_sourashtradictionary
,,தெ3ண்டொ3,deNDo,,,,Chain,தங்கச் சங்கிலி,த3ல்லமெனின் மெல்லொ ஸொர்ணு தெ3ண்டொ3 க4ல்லனு,Men also wear gold chains,ஆண்களும் தங்கச் சங்கிலிகளை அணிவார்கள்,ornament,corpus_sourashtradictionary
,,ஸரட்3,saraD,,,,Chain with red stone,சிவப்புக்கல் சங்கிலி,ஸரட்3 தொ2வெ தெ3ண்டொ3 ஜு2க்கு நாவ் பொட3யொ,The chain with red stone is very popular,சிவப்பு கல் கொண்ட சங்கிலி மிகவும் பிரபலமானது,ornament,corpus_sourashtradictionary
,,ஹாரம்,haaram,,,,Golden garland,தங்கமாலை,ஹாரம் தெ3ண்டொ3 ஸொம்மர் லம்பொ3கின் பா4ர்கன் ர்ஹாயி,A golden garland is longer and heavier than chain,தங்கமாலை சங்கிலியை விட நீளமாக மற்றும் கனமாக இருக்கும்,ornament,corpus_sourashtradictionary
,,வங்கி3,vanggi,,,,Gold upper armband,மேல் புஜ அணி / கொந்திக்காய்,வங்கி3 மெனரியொ கொ2பா3க் உஞ்சொ க4ல்லத்திஸா ஸொம்மு,Vangi is a jewelery worn by women above the elbow,கொந்திக்காய் என்பது முழங்கைக்கு மேல் பெண்கள் அணியும் நகை,ornament,corpus_sourashtradictionary
,,நமுத்து,namuttu,,,,Gold lower armband,கீழ் புஜ அணி,நமுத்து மெனரியொ கொ2பா3க் க2ல்லொ க4ல்லத்திஸா ஸொம்மு,Namuththu is a jewelery worn by women above the elbow,நமுத்து என்பது முழங்கைக்கு கீழே பெண்கள் அணியும் ஒரு வகை நகை,ornament,corpus_sourashtradictionary
,,கைனொ,kaino,,,,Bangles,வளையல்,பிஸ்னி கைனான் ல்ஹெகூ3வரும் பு2ட்டை,Plastic bangles break easily,பிளாஸ்டிக் வளையல்கள் எளிதில் உடையும்,ornament,corpus_sourashtradictionary
,,கெங்க3ண்,kenggaN,,,,"Wrist String, Bracelet",கைக் காப்பு,கெங்க3ண் தை3ரொ கங்க்3ராம் ப4ந்த3னு,The bracelet is tied on the right wrist,கைக் காப்பை வலது கை மணிக்கட்டில் கட்டுவார்கள்,ornament,corpus_sourashtradictionary
,,கெது3ரொ,keduro,,,,Waist Thread,அரைஞாண்கயிறு,பில்லல்னு தெ3ஸ்ஸு ஒர்ஸு லெந்து கெது3ரொ க4ல்லஸுனு,Children wear a girdle till the age of ten,குழந்தைகள் பத்து வயது வரை அரைஞாண்கயிறு அணிவார்கள்,ornament,corpus_sourashtradictionary
,,க3ஹதிரின்,gahatirin,,,,Hip ornament for Girl child,அருமுடி,க3ஹதிரின் பெ3ட்கி பில்லல்னுக் கெது3ராம் பொமி க4லனு,Heart shaped amulet is stringed in the girdle for girl babies,அருமுடி பெண் குழந்தைகளுக்கு அரைஞான் கயிற்றில் கோர்த்து கட்டுவார்கள்,ornament,corpus_sourashtradictionary
,,லெச்செ,lecce,,,,Talisman,தாயத்து,தெனு கெ3லாம் லெச்செ க4ல்லி ஸே,He wears a talisman around his neck,அவர் கழுத்தில் தாயத்து அணிந்திருக்கிறார்,ornament,corpus_sourashtradictionary
,,முத்3தி3,muddi,,,,Ring,மோதிரம்,தெ2வ்டெ3தெனு பஞ்சூ அங்கி3ளிம் முத்3தி3 க4ல்லஸுன்,Some wear rings on all five fingers,சிலர் ஐந்து விரல்களிலும் மோதிரங்களை அணிவார்கள்,ornament,corpus_sourashtradictionary
,,மொதி3,modi,,,,Pearl,முத்து,தெனு அபுல் பெ4ய்னுக் ஒண்டெ மொதி3 மாலாக் தி3யாஸி,He gave his younger sister a pearl necklace,அவர் தனது தங்கைக்கு ஒரு முத்து மாலையை கொடுத்தார்,ornament,corpus_sourashtradictionary
,,பி3ந்து3ளொ,binduLo,,,,"Ankle String, Bracelet",கால் காப்பு,கங்க்3ராம் கெங்க3ண் ஸோன் பாயிம் பி3ந்து3ளொ ப4ந்த3னு,Ankle-strings are tied to the feet like wrist-string on the wrists,மணிக்கட்டில் கைக் காப்பு போல் காலில் கால் காப்பு கட்டுவார்கள்,ornament,corpus_sourashtradictionary
,,த4கி3ரி,dhagiri,,,,Musical Anklet,சலங்கை,நஸத்தெனுன் அபுல் பாயிம் த4கி3ரி க4ல்லனு,Dancers wear musical anklet on their feet,நடனக் கலைஞர்கள் தங்கள் காலில் சலங்கை அணிவார்கள்,ornament,corpus_sourashtradictionary
,,அந்தெ3ல்,andel,,,,Anklet,சிலம்பு,அந்தெ3ல் மெனரியொ பெ3ய்லன் பாயிம் க4ல்லத்திஸானுகெ,Andel is worn by women on their feet,சிலம்பு என்பது பெண்கள் காலில் அணிவது,ornament,corpus_sourashtradictionary
,,கொ3ஸுல்,gosul,,,,Anklet,சிலம்பு,கொ3ஸுலும் பி4த்தர் ரெத்தனு தெ3ய்டா3ன் ர்ஹாயி,There will be gemstones inside the gosul,சிலம்பின் உள்ளே ரத்தினக் கற்கள் இருக்கும்,ornament,corpus_sourashtradictionary
,,செய்ம்பட்டெ,ceympaTTe,,,,Anklet,கொலுசு,செய்ம்பட்டெக் ஸொர்ணும் மெல்லொ கெரஸுனு,The clasp is made in gold also,கொலுசை தங்கத்திலும் செய்வார்கள்,ornament,corpus_sourashtradictionary
,,மிஞ்ஜி,minjji,,,,Toe ring worn by married women,மெட்டி,ஹொராட்3 ஹொயெ பெ3ய்லன் பாய்ஞிம் மிஞ்ஜி க4ல்லன்,Married women wear rings on their feet,திருமணமான பெண்கள் காலில் மோதிரம் அணிவார்கள்,ornament,corpus_sourashtradictionary
,,அத்3த3ம்,addam,,,,Mirror,கண்ணாடி,அத்3த3ம் அபுலானுக் ஸீலத்தக் ஒர்க3ஸு,Mirror is used for looking at oneself,கண்ணாடி தன்னைப் பார்க்கப் பயன்படுகிறது,ornament,corpus_sourashtradictionary
,,தோ3பு3,dObu,,,,Mirror,கண்ணாடி,பொ3ண்டி3ம் பஸ்கட் ஸாத்தக் தோ3பு3 நுக3ஸு,Mirror is used in car to view the rear side,காரில் பின்புறம் பார்க்க கண்ணாடி பயன்படுகிறது,ornament,corpus_sourashtradictionary
,,தௌ3ணொ,dauNo,,,,Mirror,கண்ணாடி,நவீன தௌ3ணான் ருப்பொ ந்ஹீஜியெத் ஜெல்மினும் கெரஸுனு,Modern mirrors are made of silver or aluminum,நவீன கண்ணாடிகள் வெள்ளி அல்லது அலுமினியத்தில் செய்கிறார்கள்,ornament,corpus_sourashtradictionary
,,தொ3ளா அத்3த3ம்,doLaa addam,,,,"Specs, Spectacles",மூக்குக் கண்ணாடி,40 ஒர்ஸு த3டெ3 ஜு3கு3தெனு தொ3ளா அத்3த3ம் க4ல்லஸுன்,Most people over 40 wear specs,40 வயதுக்கு மேற்பட்ட பெரும்பாலானோர் மூக்குக் கண்ணாடி அணிகிறார்கள்,ornament,corpus_sourashtradictionary
,,ச2ஸ்மொ,chasmo,,,,"Specs, Spectacles",மூக்குக் கண்ணாடி,அத்தொ பில்லல்னு மெல்லொ ச2ஸ்மொ க4ல்லராஸ்,Even children are wearing specs these days,இப்போது குழந்தைகள் கூட மூக்குக் கண்ணாடி அணிகிறார்கள்,ornament,corpus_sourashtradictionary
,,பொ2ன்னி,phonni,,,,Comb,சீப்பு,ஜவ்ணான் ஒண்டெ ந்ஹன்ன பொ2ன்னிக் கொ2ள்டிம் தொ2வ்லி ஸே,Youths keep a small comb in the pocket,இளைஞர்கள் ஒரு சிறிய சீப்பை பாக்கெட்டில் வைத்திருக்கிறார்கள்,ornament,corpus_sourashtradictionary
,,பொ2ன்னொ,phonno,,,,Robi Comb,ஈர்க்கொல்லி,தொ3ஸ்காம் ஜூ2ம் ஜவடத்தக் பொ2ன்னொ ப்ரயோக்3 கெருவாயி,RobiComb can be used to remove lice in the head,தலையில் பேன்களைக் அகற்ற ஈர்க்கொல்லியைப் பயன்படுத்தலாம்,ornament,corpus_sourashtradictionary
,,சாத்,caat,,,,Scratching rod,ஈர்க்கம்பி,ஒல்லொ கே2ஸுக் ஸுக்கட3த்தக் சாத் நுக3ஸு,Scratching rod is used to dry wet hair,ஈரமான முடியை உலர்த்துவதற்கு ஈர்க்கம்பி பயன்படுகிறது,ornament,corpus_sourashtradictionary
,,பொ3ட்டு,boTTu,,,,"Bindi, Sindoor, Kumkum","திலகம், குங்குமம்",ஹொராட்3ஹொயெ அளின் பா4ங்கு3ம் பொ3ட்டு லவ்லனு,Married women apply Sindoor on the hair parting,திருமணமான பெண்கள் வகிடில் திலகம் இடுவார்கள்,ornament,corpus_sourashtradictionary
,,அவ்தொ,avto,,,,Turmeric tilak,மஞ்சள் திலகம்,நொவ்ராக் அவ்தொ லவொ,Apply turmeric tilak to the groom,மாப்பிள்ளைக்கு மஞ்சள் திலகம் இடவும்,ornament,corpus_sourashtradictionary
,,பொ4ரணி,bhoraNi,,,,"Small round box, Casket",குங்குமச்சிமிழ்,த3ந்தும் கெரெ பொ4ரணி மோல் வேன் ர்ஹாயி,The vermilion box made of ivory is more expensive,தந்தத்தால் செய்யப்பட்ட குங்குமச்சிமிழ் விலை அதிகம் இருக்கும்,ornament,corpus_sourashtradictionary
,,ஸம்ஸுடொ3,samsuDo,,,,"Ornament Box, Cosmetic case",அலங்காரப் பெட்டி,ஸம்ஸுடொ3 ஜு2கு3 ஆகாரும் அப்3ப3ஸு,Ornament boxes are available in various shapes,அலங்காரப் பெட்டிகள் பல்வேறு வடிவங்களில் கிடைக்கின்றன,ornament,corpus_sourashtradictionary
,,ஸம்ஸுலாபெடி,samsulaapeTi,,,,"Ornament Box, Cosmetic case",அலங்காரப் பெட்டி,ஸம்ஸுலாபெடிம் உன்னபொட3யொ 15 கௌதுக வஸ்துன் தொ2வாயி,At least 15 beauty products can be placed in the Ornament box,அலங்காரப் பெட்டியில் குறைந்தது 15 அழகு சாதனப் பொருட்களை வைக்கலாம்,ornament,corpus_sourashtradictionary
,,கஜல்,kajal,,,,"Eye Liner, Eyeliner",கண்மை,தொ3ளாக் ஸிங்க்3யார் கெரத்தக் கஜல் நுக3ஸு,Eyeliner is used to beautify the eyes,கண்களை அழகுபடுத்த கண்மை பயன்படுகிறது,ornament,corpus_sourashtradictionary
,,மொன்னி,monni,,,,Bead,மணி,மொன்னிம் ஜு2கு3 ஹாதுகலா வஸ்துன் கெரத்தக் முஸையி,Many crafts can be made with beads,மணிகளால் பல கைவினைப்பொருட்கள் செய்ய முடியும்,ornament,corpus_sourashtradictionary
,,கௌது,kautu,,,,"Decoration, Make up","அலங்காரம், ஒப்பனை",நொவ்ரி கௌது 4 ர்ஹீ 5 கெ4ண்டயன் லக3யி,Bridal makeup takes 4 to 5 hours,மணப்பெண் ஒப்பனை 4 முதல் 5 மணி நேரம் ஆகும்,ornament,corpus_sourashtradictionary
,,கௌதுக வஸ்து,kautuka vastu,,,,"Decorative Items, Make up Items, Cosmetics",அலங்காரப் பொருள்,ஜு2கு3 கௌதுக வஸ்துன் ஹுத்ராடு3 கெர வஸ்துன்,A lot of cosmetics are imported,நிறைய அழகுசாதனப் பொருட்கள் இறக்குமதி செய்யப்பட்டவை,ornament,corpus_sourashtradictionary
