sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,தொ3ரிம்பொ3ட்டு,dorimboTTu,,,,"Holy Thread, Mangal Sutra",தாலிக்கயிறு,தொ3ரிம்பொ3ட்டு ஹொராட்3 ஹொயாத்தெகா3 லெக்ஷன்,The sacred thread is a symbol of marriage,தாலி திருமணம் ஆனதற்கான அடையாளமாகும்,marriage,corpus_sourashtradictionary
,,பாய்ஞ் மிஞ்ஜி,paaynj minjji,,,,Toe ring worn by married women,மெட்டி,ஹொராட்3 ஹொயெ பெ3ய்லன் பாய்ஞிம் மிஞ்ஜி க4ல்லன்,Married women wear rings on their feet,திருமணமான பெண்கள் காலில் மோதிரம் அணிவார்கள்,marriage,corpus_sourashtradictionary
,,தொ4ண்டொ3,dhoNDo,,,,Drums,மேளம்,ஸுப4 காமுனுக் தொ4ண்டொ3 தெட்டஸுன்,Drums are played for auspicious activities,சுப காரியங்களுக்கு மேளம் அடிக்கப்படுகிறது,marriage,corpus_sourashtradictionary
,,நஸுரால்,nasuraal,,,,"Indian Wind Instrument, Nagaswaram, Nathaswaram","நாதஸ்வரம், நாகஸ்வரம்",நஸுரால் பு2வத்தெ ஜு2க்குகன் த3ல்லானூஸ்,Nathswaram is mostly played by men,நாதஸ்வரம் வாசிப்பது பெரும்பாலும் ஆண்கள்தான்,marriage,corpus_sourashtradictionary
,,கி4ங்கம்,ghingkam,,,,Cymbal,"கைத்தளம், ஜால்ரா",ப4ஜன் கெரத்தெனு கி4ங்கம் தெட்டஸுன்,Those who perform bhajans play Cymbols,பஜனை செய்பவர்கள் ஜால்ரா இசைக்கின்றனர்,marriage,corpus_sourashtradictionary
,,ஹொராட்3,horaaD,,,,"Marriage, Wedding",திருமணம்,ஹொராட்3 மெனரியொ 1000 ஒர்ஸு பீகு,Marriage is a 1000 year crop,திருமணம் என்பது 1000 வருட பயிர்,marriage,corpus_sourashtradictionary
,,லெய்ன்,leyn,,,,"Marriage, Wedding",திருமணம்,லெய்னு ஸௌளொ ஒண்டெ லெக்கு ருவாயிக் மெல்லொ அப்3ப3யி,Wedding sarees are available for lakh rupees too,திருமணப் புடவைகள் ஒரு லட்சம் ரூபாய்க்கு கூட கிடைக்கும்,marriage,corpus_sourashtradictionary
,,லெகின்,lekin,,,,"Marriage, Wedding",திருமணம்,லெகினு தெந்து3ஸ் அஸ்கி ஊகுனுக் மிளுவாயி,We can meet all the relatives on the day of marriage,திருமணத்தன்று அனைத்து உறவினர்களையும் சந்திக்கலாம்,marriage,corpus_sourashtradictionary
,,ஆஶிர்வாத்3,aassirvaad,,,,Blessings,ஆசிர்வாதம்,அஸ்கிதெனு ஹொராட்3ஹொயெ த3ம்பதினுக் ஆஶிர்வாத்3 கெரராஸி,All bless the married couple,அனைவரும் திருமணமான தம்பதிகளை ஆசீர்வதிக்கிறார்கள்,marriage,corpus_sourashtradictionary
,,ப3து3லொ,badulo,,,,Pit dug out in the ground for keeping sacrificial fire,ஓம குண்டம்,ப3து3லாம் தூப் ஸொடி3 ஹோம் கெரஸுன்,Sacrifice is performed by pouring ghee in Oma Kund,ஓம குண்டத்தில் நெய் ஊற்றி ஹோமம் நடத்தப்படுகிறது,marriage,corpus_sourashtradictionary
,,வர்த்து,varttu,,,,Marriage ritual game - Coconut rolling,"நலங்கு, நலுங்கு",வர்த்து நொவ்ரா நொவ்ரினு கொஞ்சுதொ ஜவட3ஸு,Nalangu relieves the shyness of the Groom and bride,நலங்கு மணமகன் மணமகளின் வெட்கத்தை போக்குகிறது,marriage,corpus_sourashtradictionary
,,ப4வனி,bhavani,,,,Procession,ஊர்வலம்,உத்தர பா4ரது ஹொராடு3 ப4வனிம் நொவ்ரொ கொ4டொ3 ஹொல்லொ அவயி,"In North Indian wedding processions, the groom arrives on horseback","வட இந்திய திருமண ஊர்வலத்தில், மாப்பிள்ளை குதிரையில் வருவார்",marriage,corpus_sourashtradictionary
,,சுட்டு,cuTTu,,,,Procession,ஊர்வலம்,தே3வு சுட்டும் ஐஸ்துகின் முயி முது3ல்லொ அவயி,Elephant and camel come first in Deity procession,சாமி ஊர்வலத்தில் யானையும் ஒட்டகமும் முதலில் வரும்,marriage,corpus_sourashtradictionary
,,ஒராத் சுட்டு,oraat cuTTu,,,,New wed couple's one night procession,புதிய திருமண ஜோடியின் ஓரிரவு ஊர்வலம்,நொவ்வொ த3ம்பதின் ஒராத் சுட்டும் ஸொவ்ரானுக் மிளஸுன்,"The newlyweds meet relatives on a ""One night procession""",புதுமணத் தம்பதிகள் ஓரிரவு ஊர்வலத்தில் உறவினர்களைச் சந்திக்கிறார்கள்,marriage,corpus_sourashtradictionary
,,மியாரொ,miyaaro,,,,"Presents to a married girl, Method","சீர்வரிசை, சீதனம், முறை",மியாரொ ந்ஹாத்தொ கொன்னி ஹொராட்3 சல்னா,"No marriage takes place without ""Marriage presents""",சீர்வரிசை இல்லாமல் எந்த திருமணமும் நடக்காது,marriage,corpus_sourashtradictionary
,,முஹூர்த்து,muhoorttu,,,,Auspicious Time,"முஹூர்த்தம், நல்ல நேரம்",ஒண்டெ ம்ஹூர்த்து 90 நிமுஷ் லெந்து ர்ஹாயி,One auspicious time will be up to 90 minutes,ஒரு முஹூர்த்த நேரம் 90 நிமிடங்கள் வரை இருக்கும்,marriage,corpus_sourashtradictionary
,,ர்ஹவென்,rhaven,,,,Staying as a guest,விருந்தினராக தங்குதல்,மொரெ பெ3ய் ஹொல்ல வாரும் ர்ஹவென் அவன்,My sister will be staying as a guest next week,என் அக்கா அடுத்த வாரம் விருந்தினராக தங்குவார்,marriage,corpus_sourashtradictionary
,,பொ2வ்னொ,phovno,,,,Guest,விருந்தாளி,தெ2வ்டெ3 பொ2வ்னான் கொ2ப்3பி3ம் சூக் ஸங்க3ன்,Some guests always complain,சில விருந்தினர்கள் எப்போதும் குறை சொல்வார்கள்,marriage,corpus_sourashtradictionary
,,ஜெமன்,jeman,,,,"Feast, Party",விருந்து,ஜு2க்கு ஸௌராஷ்டிரர்னு ஹொராடு3 தீ3தி3 ஜெமன் ஸெந்தொ மட3ஸுன்,Most Sourashtrians celebrate the wedding with a two-day feast,பெரும்பாலான சௌராஷ்டிரர்கள் திருமணத்தை இரண்டு நாள் விருந்துகளுடன் கொண்டாடுகிறார்கள்,marriage,corpus_sourashtradictionary
,,ஜொமன்,joman,,,,"Feast, Party",விருந்து,ஜொமனு பிள்சார் சொக்கட் ருசிகன் ர்ஹாயி,The feast Rasam will be very tasty,விருந்து ரசம் மிகவும் சுவையாக இருக்கும்,marriage,corpus_sourashtradictionary
,,உஜ்ஜெமன்,ujjeman,,,,Grand Feast,சிறந்த விருந்து,ருசிகன் ர்ஹியெத் தெல்லெ ஒண்டெ உஜ்ஜெமனூஸி,"If delicious, it is a grand feast","சுவையாக இருந்தால், அது ஒரு சிறந்த விருந்து",marriage,corpus_sourashtradictionary
,,ஸிஜ்ஜெமன்,sijjeman,,,,Eating leftover,எஞ்சியதை உண்பது,து3ர்ப3ள்னுன் ஸிஜ்ஜெமன் கெரஸுன்,Poor people eat leftovers,ஏழைகள் எஞ்சியதை சாப்பிடுகிறார்கள்,marriage,corpus_sourashtradictionary
,,ஶிஞ்ஜெமன்,ssinjjeman,,,,Eating leftover food,மீந்து போனதை உண்ணுதல்,ஶிஞ்ஜெமன் கெரத்தெ முது3ல்லா சா2ளி போ2ளு,Eating leftovers is the result of previous birth karma,எஞ்சியதை உண்பது முற்பிறவியின் பலன்,marriage,corpus_sourashtradictionary
,,கென்னல்,kennal,,,,Marriage contribution (Cash),மொய் பணம்,ஜு2க்கு பொ2வ்னான் கென்னல்கன் ஹன்னவ் தே3ஸுன்,Most guests give money as a wedding gift,பெரும்பாலான விருந்தினர்கள் திருமண பரிசாக பணம் கொடுக்கிறார்கள்,marriage,corpus_sourashtradictionary
,,ஶிக்3ரம்,ssigram,,,,Marriage gift (Utensil),சீர் பாத்திரம்,அமி ஶிக்3ரம்கன் ருப்பா தெட்டொ தி3யாஸ்,We gave a silver plate as a marriage gift,நாங்கள் சீர் பாத்திரமாக வெள்ளி தட்டு கொடுத்தோம்,marriage,corpus_sourashtradictionary
,,விடொ3,viDo,,,,"Paan, Betal leaf rolled with areca nuts, distributed at marriage function",தாம்பூலம்,விடொ3 ஸெரொ ஜேம் தே3த்தெ வட்கெ ஹொய்யொ,A gift with the Vido has become routine,தாம்பூலத்துடன் பரிசு வழங்குவது வாடிக்கையாகிவிட்டது,marriage,corpus_sourashtradictionary
,,சதுர்விடொ3,caturviTeaa,,,,"Betel, areca nuts distributed at marriage function",தாம்பூலம்,சதுர்விடொ3 மெனத்தெ மொர்க்3யாத் தெ3க்கடத்தெயொ,Chaturvidho is a show of respect,தாம்பூலம் என்பது மரியாதையைக் காட்டுவதாகும்,marriage,corpus_sourashtradictionary
,,ப2லார்,phalaar,,,,Sweets and Snacks offered after marriage,இனிப்பு காரம் சீர்வரிசை,ஹொராடு3 ப2லார்கன் தெந்துலொகின் மைஸுர்பாக் தே3ஸுன்,Murukku and Mysorepak are given as part of marriage gift,"திருமண சீராக முறுக்கும், மைசூர்பாகும் கொடுப்பார்கள்",marriage,corpus_sourashtradictionary
,,ஸம்போ4க3ம்,sambhOgam,,,,Sexual intercourse,உடலுறவு,ஸம்போ4க3ம் மெனரியொ ஜித்ரவும் ஒண்டெ பா4கு3,Intercourse is a part of life,உடலுறவு என்பது வாழ்க்கையின் ஒரு பகுதி,marriage,corpus_sourashtradictionary
,,மைது2னம்,maithunam,,,,Sexual intercourse,உடலுறவு,மைது2னம் தெ4ரி கொங்கிஜொவள் வத்தொ கெரஹோனா,Should never talk to anyone about intercourse,உடலுறவு பற்றி யாரிடமும் பேசக்கூடாது,marriage,corpus_sourashtradictionary
,,மிள்னி,miLni,,,,Sexual intercourse,உடலுறவு,மிள்னி தெ4ரி ஹுட3ப்பன்கொ வத்தொ கெரஹோனா,Intercourse should not be spoken openly,உறவை வெளிப்படையாக பேசக்கூடாது,marriage,corpus_sourashtradictionary
,,மொஸ்கொ,mosko,,,,Morning sickness,மசக்கை,தெ2வ்டெ3 கெ4ர்பினுக் மொஸ்கொ லக3யி,Some expectant mothers get morning sickness,சில கர்ப்பிணி தாய்மார்களுக்கு மசக்கை வரும்,marriage,corpus_sourashtradictionary
,,கெ4வ்ரார்,ghevraar,,,,Pregnancy,கர்ப்பம்,பெ3ய்லனுன் ரமாரமி 40 வாருன் கெ4வ்ரார் ர்ஹானு,Women are pregnant for almost 40 weeks,பெண்கள் கிட்டத்தட்ட 40 வாரங்கள் கர்ப்பம் இருப்பார்கள்,marriage,corpus_sourashtradictionary
,,கெ4வ்ரரின்,ghevrarin,,,,"Pregnant lady, Pregnant woman","சூலுற்ற பெண், கர்ப்பிணி பெண்",கெ4வ்ரரின் ஶிபாரிஸு கெரெ ஸொம்மர் வேன் பா4ர் பொட3ஹோனா,Pregnant women should not gain more weight than recommended,கர்ப்பிணிப் பெண்கள் பரிந்துரைக்கப்பட்டதை விட அதிகம் எடை போடக்கூடாது,marriage,corpus_sourashtradictionary
,,கெ4ர்பின்,gherpin,,,,"Pregnant lady, Pregnant woman","சூலுற்ற பெண், கர்ப்பிணி பெண்",கெ4ர்பினுக் அஸ்கிதெனு மொர்க்3யாத்கன் சல்த கெரராஸ்,Everyone treats a pregnant woman with respect,கர்ப்பிணிப் பெண்ணை அனைவரும் மரியாதையுடன் நடத்துகிறார்கள்,marriage,corpus_sourashtradictionary
,,பல்லினி,pallini,,,,"Pregnant lady, Pregnant woman","சூலுற்ற பெண், கர்ப்பிணி பெண்",பல்லினி பா3தொ3 பல்லினிக் ஒண்டேஸ் களாய்,Only pregnant women know the pain of a pregnant woman,கர்ப்பிணிப் பெண்ணின் வலி கர்ப்பிணிகளுக்கு மட்டுமே தெரியும்,marriage,corpus_sourashtradictionary
,,க3ர்பி4ணீ,garbhiNee,,,,"Pregnant lady, Pregnant woman","சூலுற்ற பெண், கர்ப்பிணி பெண்",க3ர்பி4ணீ வேன் ஸீஸொரி சலஸு,A pregnant woman walks very carefully,கர்ப்பிணிப் பெண் மிகவும் கவனமாக நடக்கிறாள்,marriage,corpus_sourashtradictionary
,,வெஸனி,vesani,,,,Fullfilling Vow at the 5th month of Pregnancy,ஐந்தாம் மாதம் கர்ப்பிணி செலுத்தும் நேர்த்திக்கடன்,தெனொ பஞ்ச்வா ம்ஹடா3ம் வெஸனி கெரிஸி,She fulfilled her vow of prayer in the 5th month of pregnancy,கர்ப்பத்தின் 5 வது மாதத்தில் அவள் தனது நேர்த்திக்கடனை நிறைவேற்றினார்,marriage,corpus_sourashtradictionary
,,ஸாத் ம்ஹடொ3,saat mhaDo,,,,Baby Shower,சீமந்தம்,ஸாத் ம்ஹடொ3 முஸல்லி கே4ர் பொ3ல்லி அவ்யாஸி,"After the baby shower, they brought her home",வளைகாப்பு முடிந்து தாய் வீட்டிற்கு அழைத்து வந்தனர்,marriage,corpus_sourashtradictionary
,,கைனொ பி2ரட்3ணி,kaino phiraDNi,,,,Baby shower,வளைகாப்பு,ஸாத் ம்ஹடா3 விஶேஷும் கெ4ர்பினுக் கைனொ பி2ரட3னு,"In baby shower function, bangles are worn on pregnant women",வளைகாப்பு நிகழ்ச்சியில் கர்ப்பிணிப் பெண்ணுக்கு வளையல் அணிவிப்பார்கள்,marriage,corpus_sourashtradictionary
,,ஹொவ்டி பொ4வ்ரத்தெ,hovTi bhovratte,,,,Baby Shower / Godh Bharai,மடி நிரப்புதல்,ஸாத் ம்ஹடா3 விஶேஷும் ஹொவ்டி3 பொ4வ்ரனு,Godh bharai is done at baby shower function,வளைகாப்பு நிகழ்ச்சியில் மடி நிரப்புவார்கள்,marriage,corpus_sourashtradictionary
,,தொ4வ்லா ஜொமன்,dhovlaa joman,,,,5 day feast given by in-laws after baby shower,வளைகாப்புக்குப் பிறகு மாமியார் வீட்டார் கொடுக்கும் 5 நாள் விருந்து,தொ4வ்லா ஜொமன் சொக்கட்3 விஶேஷ்கன் சலெஸி,The pudding party went very well,கொழுக்கட்டை விருந்து மிக சிறப்பாக நடந்தது,marriage,corpus_sourashtradictionary
,,ஜர்க்யம்,jarkyam,,,,"Delivery, Giving birth",பிரசவம்,கால் தெகொ3 ஸுகோ2ம்கன் ஜர்க்யம் ஹொய்யொ,She gave birth yesterday,நேற்று அவளுக்கு சுகப்பிரசவம் ஆனது,marriage,corpus_sourashtradictionary
,,ப3ள்டின்,baLTin,,,,Postnatal Mother,"குழந்தைபெற்ற பெண், பிரசவத்த தாய்",ப3ள்டின் அபுல் க2வ்னமு நிகொகன் ர்ஹனொ,Postnatal mother should be careful with her diet,பிரசவத்த தாய் தனது உணவில் கவனமாக இருக்க வேண்டும்,marriage,corpus_sourashtradictionary
,,ஸுதி3 தொ2வ்லத்தெ,sudi thovlatte,,,,Thumb-sucking,கை சூப்புதல்,ஜு2கு3 பில்லல்னுக் ஸுதி3 தொ2வ்லரியொ வட்கெ ர்ஹாயி,Many children have a habit of Thumb-sucking,நிறைய குழந்தைகளுக்கு கை சூப்பும் பழக்கம் இருக்கும்,marriage,corpus_sourashtradictionary
,,ஸெட்டி,seTTi,,,,Naming ceremony,பெயரிடும் விழா,ஸெட்டி விஶேஷும் அஸ்கி ஒஸ்துன் அவ்யாஸி,All relatives attended the naming ceremony,பெயர் சூட்டும் விழாவில் அனைத்து உறவினர்களும் வந்தனர்,marriage,corpus_sourashtradictionary
,,பள்ளொ,paLLo,,,,Cloth cradle,தூளி,ந்ஹுரு பள்ளாம் நிஞ்ஜிரஸ்,The baby is sleeping in the cloth cradle,குழந்தை தூளியில் தூங்குகிறது,marriage,corpus_sourashtradictionary
,,ஹிந்த3லத்தெ,hindalatte,,,,Rock the cradle,தூளி ஆட்டுதல்,பள்ளாக் ஹிந்த3லெத் பில்லொ நிஞ்ஜுல்ட3யி,If we rock the cradle the baby falls asleep,தூளியை ஆட்டினால் குழந்தை தூங்கிவிடும்,marriage,corpus_sourashtradictionary
,,லாலி,laali,,,,Lullaby,தாலாட்டு,துங்கொ3 லாலி க3வத்தக் களாய்யா?,Do you know how to sing a lullaby?,உங்களுக்கு தாலாட்டுப் பாடத் தெரியுமா?,marriage,corpus_sourashtradictionary
