sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,ம்ஹொட்டம்போ3,mhoTTambO,,,,"Aunty, Father's Elder Brother's wife",பெரியம்மா,,,,relation,corpus_sourashtradictionary
,,பூ2ய்ஞ்,phooynj,,,,"Aunt, Aunty, Father's sister",அத்தை,,,,relation,corpus_sourashtradictionary
,,பு2வொ (பூ2ய்ஞ் அம்பு3லொ),phuvo (phooynj ambulo),,,,Father's sister' husband,அத்தை கணவர்,,,,relation,corpus_sourashtradictionary
,,மமொ,mameaa,,,,"Uncle, Mother's brother",மாமா,,,,relation,corpus_sourashtradictionary
,,மமி,mami,,,,"Uncle, Mother's brother' wife",மாமா,,,,relation,corpus_sourashtradictionary
,,மௌஸொ,mauso,,,,"Uncle, Mother's Sister's husband",சித்தப்பா,,,,relation,corpus_sourashtradictionary
,,மௌஸி,mausi,,,,"Aunty, Mother's Sister",சித்தி,,,,relation,corpus_sourashtradictionary
,,ந்ஹன்னபா3 பெ3டொ3,nhannabaa beDo,,,,Cousin,சித்தப்பா மகன்,,,,relation,corpus_sourashtradictionary
,,ந்ஹன்னபா3 பெ3டி3,nhannabaa beDi,,,,Cousin,சித்தப்பா மகள்,,,,relation,corpus_sourashtradictionary
,,ம்ஹொட்டபா3 பெ3டொ3,mhoTTabaa beDo,,,,Cousin,பெரியப்பா மகன்,,,,relation,corpus_sourashtradictionary
,,ம்ஹொட்டபா3 பெ3டி3,mhoTTabaa beDi,,,,Cousin,பெரியப்பா மகள்,,,,relation,corpus_sourashtradictionary
,,பூ2ய்ஞ் பெ3டொ3,phooynj beTeaa,,,,Cousin,அத்தை மகன்,,,,relation,corpus_sourashtradictionary
,,பூ2ய்ஞ் பெ3டி3,phooynj beDi,,,,Cousin,அத்தை மகள்,,,,relation,corpus_sourashtradictionary
,,மமா பெ3டொ3,mamaa beTeaa,,,,Cousin,மாமா மகன்,,,,relation,corpus_sourashtradictionary
,,மமா பெ3டி3,mamaa beDi,,,,Cousin,மாமா மகள்,,,,relation,corpus_sourashtradictionary
,,மௌஸி பெ3டொ3,mausi beTeaa,,,,Cousin,சித்தி மகன்,,,,relation,corpus_sourashtradictionary
,,மௌஸி பெ3டி3,mausi beDi,,,,Cousin,சித்தி மகள்,,,,relation,corpus_sourashtradictionary
,,தெ3வர்,devar,,,,"Brother-in-law, Husband's younger brother",கொழுந்தன்,,,,relation,corpus_sourashtradictionary
,,தெவ்ரணி,tevraNi,,,,"Co-Sister, Husband's younger brother's wife","இளையவர் மனைவி, , ஓரகத்தி",,,,relation,corpus_sourashtradictionary
,,ஜே3ட்,jET,,,,"Brother-in-law, Husband's elder brother",மூத்தார்,,,,relation,corpus_sourashtradictionary
,,ஜெ2ட3னி,jheDani,,,,"Co-Sister, Husband's elder brother's wife","மூத்தார் மனைவி, ஓரகத்தி",,,,relation,corpus_sourashtradictionary
,,ஸளொ,saLo,,,,"Brother-in-law, Wife's brother",மைத்துனன்,,,,relation,corpus_sourashtradictionary
,,ஸளி,saLi,,,,"Sister-in-law, Wife's sister",மைத்துனி,,,,relation,corpus_sourashtradictionary
,,ஸொர்கு3ட்,sorguT,,,,"Co-Brother, Wife's sister's husband",சகலை,,,,relation,corpus_sourashtradictionary
,,நெய்ந்து3,neyndu,,,,"Sister-in-law, Husband's younger sister",நாத்தனார்,,,,relation,corpus_sourashtradictionary
,,நெனந்து,nenantu,,,,"Sister-in-law, Husband's younger sister",நாத்தனார்,,,,relation,corpus_sourashtradictionary
,,ஜெ3ட2னி,jeThani,,,,"Sister-in-law, Husband's elder sister",கணவனின் அக்கா,,,,relation,corpus_sourashtradictionary
,,தொ3வ்ரோ,dovrO,,,,Old man,கிழவன்,,,,relation,corpus_sourashtradictionary
,,தொ3வ்ரி,dovri,,,,Old woman,கிழவி,,,,relation,corpus_sourashtradictionary
,,ஐனு,ainu,,,,Grandmaternal,பாட்டிவழி,,,,relation,corpus_sourashtradictionary
,,ஐங்கே4ர்,aingghEr,,,,Grandmother's house,பாட்டிவீடு,,,,relation,corpus_sourashtradictionary
,,அஜ்ஜாங்கே4ர்,ajjaangghEr,,,,Grandmother house,பாட்டி வீடு,,,,relation,corpus_sourashtradictionary
,,ம்ஹொட்டொ அஜ்ஜாங்கே4ர்,mhoTTo ajjaangghEr,,,,Mother's grandmother house,அம்மாவின் பாட்டி வீடு,,,,relation,corpus_sourashtradictionary
,,தொ3ய்ரபோ3,doyrabO,,,,Grandfather (Paternal),தாத்தா (அப்பா வழி),,,,relation,corpus_sourashtradictionary
,,தொ3ய்ரம்போ3,doyrambO,,,,Grandmother (Paternal),பாட்டி (அப்பா வழி),,,,relation,corpus_sourashtradictionary
,,அஜ்ஜபோ3,ajjabO,,,,Grandfather (Maternal),தாத்தா (அம்மா வழி),,,,relation,corpus_sourashtradictionary
,,அஜ்ஜம்போ3,ajjambO,,,,Grandmother (Maternal),பாட்டி (அம்மா வழி),,,,relation,corpus_sourashtradictionary
,,அஜ்ஜொ,ajjo,,,,Grandfather (Maternal),தாத்தா (அம்மா வழி),,,,relation,corpus_sourashtradictionary
,,அஜ்ஜி,ajji,,,,Grandmother (Maternal),பாட்டி (அம்மா வழி),,,,relation,corpus_sourashtradictionary
,,ஐங்கே4ர்அம்போ3,aingghErambO,,,,"Grandmother, Grandma",பாட்டி,,,,relation,corpus_sourashtradictionary
,,ஐங்கே4ர்போ3,aingghErbO,,,,"Grandfather, Grandad",தாத்தா,,,,relation,corpus_sourashtradictionary
,,அம்மொ,ammo,,,,"Grandmother, Grandma",அப்பாவின் அம்மா,,,,relation,corpus_sourashtradictionary
,,ஐய்யொ,aiyyo,,,,"Grandfather, Grandad",அப்பாவின் அப்பா,,,,relation,corpus_sourashtradictionary
,,வெஸிந்தி3ன்,vesindin,,,,Parent-in-law,சம்பந்தி,,,,relation,corpus_sourashtradictionary
,,ஸஸு,sasu,,,,Mother-in-law,மாமியார்,,,,relation,corpus_sourashtradictionary
,,ஸொஸுரோ,sosurO,,,,Father-in-Law,மாமனார்,,,,relation,corpus_sourashtradictionary
,,ஜொமை,jomai,,,,Son-in-law,மருமகன்,,,,relation,corpus_sourashtradictionary
,,பொ4வ்ண்டி3,bhovNDi,,,,Daughter-in-law,மருமகள்,,,,relation,corpus_sourashtradictionary
,,நத்தெ,natte,,,,Grand Son,பேரன்,,,,relation,corpus_sourashtradictionary
,,நதினி,natini,,,,Grand Daughter,பேத்தி,,,,relation,corpus_sourashtradictionary
,,பொன்னத்தெ,ponnatte,,,,Grand Grand Son,கொள்ளுப்பேரன்,,,,relation,corpus_sourashtradictionary
,,பொன்னதினி,ponnatini,,,,Grand Grand Daughter,கொள்ளுப்பேத்தி,,,,relation,corpus_sourashtradictionary
,,பரிவார்,parivaar,,,,Family,குடும்பம்,,,,relation,corpus_sourashtradictionary
,,ஸம்ஸாரு,samsaaru,,,,Family,குடும்பம்,,,,relation,corpus_sourashtradictionary
,,த3ம்பதி,dampati,,,,"Husband and Wife, Couple",கணவன் மனைவி,,,,relation,corpus_sourashtradictionary
,,பொஸுனொ,posuno,,,,Adoption,தத்து,,,,relation,corpus_sourashtradictionary
,,தி3யதி3,diyadi,,,,"Cousin, Cognate",பங்காளி,,,,relation,corpus_sourashtradictionary
,,ஸெஜ்ஜெபொஜ்ஜெ,sejjepojje,,,,Neighbour,அக்கம்பக்கத்தவர்,,,,relation,corpus_sourashtradictionary
,,ஜாத்,jaat,,,,Caste,இனம்,,,,relation,corpus_sourashtradictionary
,,கோ3த்ரு,gOtru,,,,Origin / Lineage Name,கோத்திரம்,,,,relation,corpus_sourashtradictionary
,,"குலொ, ஜாத்","kulo, jaat",,,,Race,இனம்,,,,relation,corpus_sourashtradictionary
,,தோ2ர்,thOr,,,,Generation,தலைமுறை,,,,relation,corpus_sourashtradictionary
,,பரம்பரொ,paramparo,,,,"Heritage, Legacy",பாரம்பரியம்,,,,relation,corpus_sourashtradictionary
,,"வங்கு3ஸ், வம்ஶொ","vanggus, vamsso",,,,Ancestry,பரம்பரை,,,,relation,corpus_sourashtradictionary
,,வம்ஶிகொ,vamssiko,,,,"Hereditary, Genetic","மரபு வழி, பரம்பரை வழி",,,,relation,corpus_sourashtradictionary
,,வம்ஶிகாணு,vamssikaaNu,,,,Gene,மரபணு,,,,relation,corpus_sourashtradictionary
,,வம்ஶிகாஸ்தி,vamssikaasti,,,,"Inheritance, Legacy","வழிவழிச் சொத்து, பரம்பரை உடைமை",,,,relation,corpus_sourashtradictionary
,,வாரிஸ்,vaaris,,,,Heir,வாரிசு,,,,relation,corpus_sourashtradictionary
,,லக3ன் தெ3ஸன்,lagan desan,,,,Allowing to get closer,நெருங்க விடுதல்,,,,relation,corpus_sourashtradictionary
