sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,து3ஷ்ட,dushTa,,,,"Bad, Wicked","கெட்ட, பொல்லாத",,,,general,corpus_sourashtradictionary
,,து4ட்3டு3லத்தெ,dhuDDulatte,,,,Confirmation,உறுதிப்படுத்தல்,,,,general,corpus_sourashtradictionary
,,துங்கன்,tungkan,,,,Measure of money,பணத்தின் அளவு,,,,general,corpus_sourashtradictionary
,,துட3ன்,tuDan,,,,"Change, Retail",சில்லறை,,,,general,corpus_sourashtradictionary
,,துர்னி,turni,,,,Entry,நுழைவு,,,,general,corpus_sourashtradictionary
,,துருங்க3வாஸ்,turunggavaas,,,,Imprisonment,சிறைவாசம்,,,,general,corpus_sourashtradictionary
,,துருங்கொ3,turunggo,,,,"Prison, Jail",சிறைச்சாலை,,,,general,corpus_sourashtradictionary
,,துருன்,turun,,,,Hastily,அவசரமாக,,,,general,corpus_sourashtradictionary
,,தூ4ம்,dhoom,,,,Smoke,புகை,,,,general,corpus_sourashtradictionary
,,தூ4ம் பு2வத்தெ,dhoom phuvatte,,,,Smoking,புகை பிடித்தல்,,,,general,corpus_sourashtradictionary
,,தூ4ம்பான் வள்டி,dhoompaan vaLTi,,,,Cigarette,சிகரெட்,,,,general,corpus_sourashtradictionary
,,தூ4ர்தொ,dhoorto,,,,Cunning,தந்திரமான,,,,general,corpus_sourashtradictionary
,,தெ2ட்கி,theTki,,,,stumble,"தடுக்கி, இடறி",,,,general,corpus_sourashtradictionary
,,தெ2ட்கினி,theTkini,,,,Stuck,சிக்குதல்,,,,general,corpus_sourashtradictionary
,,தெ3க்கணா,dekkaNaa,,,,Invisible,கண்ணுக்கு தெரியாத,,,,general,corpus_sourashtradictionary
,,தெ3க்கணா ஜா,dekkaNaa jaa,,,,"Disappear, Vanish","மறைந்து போ, காணாமற்போ",,,,general,corpus_sourashtradictionary
,,தெ3க்கணாத்தொ ஹொய்யொ,dekkaNaatto hoyyo,,,,"Disappeared, Vanished",மறைந்து போனது,,,,general,corpus_sourashtradictionary
,,தெ3க்காணி,dekkaaNi,,,,Missing,காணவில்லை,,,,general,corpus_sourashtradictionary
