sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
ꢆꢛBꢗꣁ ꢱꢵ,उञ꣄चा॑ सा,உஞ்சொ ஸா,unyaBcho' saa,uJaBcO sA,uñaBcŏ sā,uɲəBt͡ʃo s̪ɑː,see up,அண்ணார்,,,,Simple-Verbs,words
ꢕꢭ꣄ꢭꢾ,घल्ले,க4ல்லே,ghalle',ghallE,ghallĕ,gʰəlle,wear,அணி,,,,Simple-Verbs,words
ꢧꢶꢬ꣄ꢭꢾ,फिर्ले,பி2ர்லே,phirle',phirlE,phirlĕ,pʰɪɾle,wear,அணி,,,,Simple-Verbs,words
ꢪꢴꢮ꣄ꢭꢫꢶ ꢙꢵ,म्हव्लयि जा,ம:வ்லயி ஜா,mhavlayi jaa,mhavlayi jA,mhavlayi jā,mɦəʋləjɪ d͡ʒɑː,be extinguished,அணை,,,,Simple-Verbs,words
ꢪꢴꣃꢭꢶ,म्हौलि,மௌ:லி,mhauli,mhauli,mhauli,mɦəulɪ,extinguish,அணை,,,,Simple-Verbs,words
ꢒꢨꢶꢭ꣄ꢭꢾ,कबिल्ले,கபி3ல்லே,kabille',kabillE,kabillĕ,kəbɪlle,embrace,அணை,,,,Simple-Verbs,words
ꢭꢾꢔꢸꢡ꣄ꢡ ꢙꢵ,ल॑गुत्त जा,லெகு3த்த ஜா,le'gutta jaa,lEgutta jA,lĕgutta jā,legut̪t̪ə d͡ʒɑː,approach,அணுகு,,,,Simple-Verbs,words
ꢦꢬ꣄ꢮꢒꢿꢬ꣄,पर्वकेर,பர்வகேர்,parvaker,parvaker,parvaker,pəɾʋəkeːɾ,rebuke,அதட்டு,,,,Simple-Verbs,words
ꢮꢿꢥ꣄ ꢒꢿꢬ꣄,वेनकेर,வேன்கேர்,ven ker,ven ker,ven ker,ʋeːn̪ keːɾ,increase,அதிகரி,,,,Simple-Verbs,words
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸꢦꣂꢜ꣄,आच्चयुपोट्,ஆஶ்சர்யுபோட்,aachcharyupot',AccaryupoT,āccaryupoṭ,ɑːt͡ʃt͡ʃəɾjupoːʈ,wonder,அதிசயி,,,,Simple-Verbs,words
ꢂꢣꢶꢬ꣄,अदिर,அதி3ர்,adir,adir,adir,əd̪ɪɾ,tremble,அதிர்,,,,Simple-Verbs,words
ꢂꢦ꣄ꢦꢶꢭꢾ,अप्पिले,அப்பிலே,appile',appilE,appilĕ,əppɪle,apply like a paste,அப்பு,,,,Simple-Verbs,words
ꢚꢾꢜ꣄ꢦꢶꢭꢾ,झेट्पिले,ஜெ2ட்பிலே,jhe't'pile',jhETpilE,jhĕṭpilĕ,d͡ʒʰeʈpɪle,steal,அபகரி,,,,Simple-Verbs,words
ꢱꣃꢔꢭ ꢒꢿꢬ꣄,सैगनकेर,ஸைக3னகேர்,saugala ker,saugala ker,saugala ker,s̪əugələ keːɾ,gesticulate,அபிநயி,,,,Simple-Verbs,words
ꢨꢷꢱ꣄,बीस्,பீ3ஸ்,bees,bIs,bīs,biːs̪,sit,அமர்,,,,Simple-Verbs,words
ꢨꢹꢜ꣄,बूट,பூ3ட்,boot',bUT,būṭ,buːʈ,be immersed,அமிழ்,,,,Simple-Verbs,words
ꢨꢸꢣꢵꢜ꣄,बुडाट्,பு3டா3ட்,budaat',budAT,budāṭ,bud̪ɑːʈ,immerse,அமிழ்த்து,,,,Simple-Verbs,words
ꢂꢪ꣄ꢒꢶ,अम्कि,அம்கி,amki,amki,amki,əmkɪ,press,அமுக்கு,,,,Simple-Verbs,words
ꢂꢪ꣄ꢒꢫꢶ ꢬꢴꢵ,अम्कयिर्ह,அம்கயிரா:,amkayi rhaa,amkayi rhA,amkayi rhā,əmkəjɪ ɾɦɑː,be pressed,அமுங்கு,,,,Simple-Verbs,words
ꢱꢾꢥ꣄ꢡꢶ ꢢꣂꢮ꣄,स॑न्तिथोव्,ஸெந்திதோ2வ்,se'nti thov,sEnti thov,sĕnti thov,s̪en̪t̪ɪ t̪ʰoːʋ,be arranged,அமை,,,,Simple-Verbs,words
ꢱꢾꢥ꣄ꢡꢫꢶꢬꢴꢵ,स॑न्तयिर्ह,ஸெந்தயிரா:,se'ntayirhaa,sEntayirhA,sĕntayirhā,s̪en̪t̪əjɪɾɦɑː,arranged,அமை,,,,Simple-Verbs,words
ꢲꢹꢖ꣄ꢔꢶꢤꢹꢭ꣄,हुङगिधूल्,ஹுங்கி3தூ4ள்,hoongidhool,hUGgidhUl,hūṅgidhūl,ɦuːŋgɪd̪ʰuːl,become drowsy,அயர்,,,,Simple-Verbs,words
ꢓꢮ꣄ꢙꢸꢭꢾ,खव्जुले,க2வ்ஜுலே,khavjule',khavjulE,khavjulĕ,kʰəʋd͡ʒule,"itch, sieve",அரி,,,,Simple-Verbs,words
ꢤꢵꢒ꣄ꢕꢵꢭ꣄,धाक्घाल,தா4க்கா4ல்,dhaakghaal,dhAkghAl,dhākghāl,d̪ʰɑːkgʰɑːl,frighten,அரட்டு,,,,Simple-Verbs,words
ꢨꢾꢣꢸꢬꢶ ꢦꣂꢜ꣄,ब॑दुरिपोट्,பெ3து3ரிபோட்,be'duri pot',bEduri poT,bĕduri poṭ,bed̪uɾɪ poːʈ,to be much afraid,அரள்,,,,Simple-Verbs,words
ꢣꢸꢒ꣄ꢒꢸꢦꣁꢞ꣄ꢳꢾ,दुक्कुपोड्ळ॑,து3க்குபொட்3ளே,dukkupo'd'l'e',dukkupODLE,dukkupŏḍl̤ĕ,d̪ukkupoɖɭe,lament,அரற்று,,,,Simple-Verbs,words
ꢦ꣄ꢬꢵꢬ꣄ꢡꢥꣁꢒꢾꢬ꣄,प्रार्तना॑केर,ப்ரார்தனொகேர்,praartano'ke'r,prArtanOkEr,prārtanŏkĕr,pɾɑːɾt̪ən̪okeɾ,pray,அர்ச்சி,,,,Simple-Verbs,words
ꢦꢿ,पे,பே,pe,pe,pe,peː,drink,அருந்து,,,,Simple-Verbs,words
ꢧꢸꢭꢫꢶꢬꢴꢵ,फुलयिर्हा,பு2லயிரா:,phulayirhaa,phulayirhA,phulayirhā,pʰuləjɪɾɦɑː,blossom,அரும்பு,,,,Simple-Verbs,words
ꢂꢫ꣄ꢫꢬꢮ꣄ ꢦꣁꢜ꣄,अय्यरव पोट,அய்யரவ் போட்,ayyarav po't',ayyarav pOT,ayyarav pŏṭ,əjjəɾəʋ poʈ,be disgusted with,அருவரு,,,,Simple-Verbs,words
ꢒ꣄ꢬꢸꢦꣁ ꢒꢾꢬ꣄,क्रुपा॑ केर,க்ருபொ கேர்,krupo' ke'r,krupO kEr,krupŏ kĕr,kɾupo keɾ,bestow favour,அருள்,,,,Simple-Verbs,words
ꢡꢾꢱꢫꢶ ꢦꣂꢜ꣄,त॑सयि पोट,தெஸயி போட்,te'sayi pot',tEsayi poT,tĕsayi poṭ,t̪es̪əjɪ poːʈ,be crushed,அரை,,,,Simple-Verbs,words
ꢭꢸꢨ꣄ꢨꢶ,लुब्बि,லுப்3பி3,lubbi,lubbi,lubbi,lubbɪ,grind,அரை,,,,Simple-Verbs,words
ꢂꢭꢖ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄,अलङकार्केर्,அலங்கார்கேர்,alankaar ker,alaGkAr ker,alaṅkār ker,ələŋkɑːɾ keːɾ,beautify /decorate,அலங்கரி,,,,Simple-Verbs,words
ꢲꢭ꣄ꢭꢵꢜ꣄,हल्लाट्,ஹல்லாட்,hallaat',hallAT,hallāṭ,ɦəllɑːʈ,move,அலங்கு,,,,Simple-Verbs,words
ꢂꢭ꣄ꢗꢶ,अल्चि,அல்சி,alchi,alci,alci,əlt͡ʃɪ,rinse,அலசு,,,,Simple-Verbs,words
ꢯ꣄꣄ꢭꢵꢕꢠꢒꢾꢬ꣄ꢭꢿ,श्लाघणक॑र्ले,ஶ்லாக4ணகெர்லே,shlaaghanake'rle,zlAghaNakErle,ślāghaṇakĕrle,ʃlɑːgʰəɳəkeɾleː,boast,அலட்டு,,,,Simple-Verbs,words
ꢤꢹꢮ꣄,धूव्,தூ4வ்,dhoov,dhUv,dhūv,d̪ʰuːʋ,wash,அலம்பு,,,,Simple-Verbs,words
ꢩꢮꢵꢜ꣄ꢡꢵꢫ꣄,भवाट्ताय,ப4வாட்தாய்,bhavaat'taay,bhavATtAy,bhavāṭtāy,bʰəʋɑːʈt̪ɑːj,scream,அலறு,,,,Simple-Verbs,words
ꢭꣂꢭ꣄ ꢦꣂꢜ꣄,लोल्पोट्,லோல்போட்,lol pot',lol poT,lol poṭ,loːl poːʈ,wander,அலை,,,,Simple-Verbs,words
ꢭꣂꢭ꣄ ꢦꣁꢞꢜ꣄,लोल पा॑डाट,லோல் பொடா3ட்,lol po'd'at',lol pODaT,lol pŏḍaṭ,loːl poɖəʈ,make to wander,அலை/ அலைக்கழி,,,,Simple-Verbs,words
ꢱꢶꢬꢳ꣄꣄ꢙꢵꢜ꣄,सिरळ्जाट,ஸிரள்ஜாட்,siral'jaat',siraLjAT,siral̤jāṭ,s̪ɪɾəɭd͡ʒɑːʈ,make to wander,அலை/ அலைக்கழி,,,,Simple-Verbs,words
ꢥꢯꢶꢶꢥꢪ꣄ ꢲꣁ,नशिनम हो,நஶினம்ஹோ,nashiinam ho',naziinam hO,naśiinam hŏ,n̪əʃɪɪn̪əm ɦo,be destroyed,அழி,,,,Simple-Verbs,words
ꢥꢵꢯꢥꣁ ꢲꣁ,नाशनो हो,நாஶனொ ஹோ,naashano' ho',nAzanO hO,nāśanŏ hŏ,n̪ɑːʃən̪o ɦo,be destroyed,அழி,,,,Simple-Verbs,words
ꢥꢯꢶꢶꢥꢪ꣄ ꢒꢿꢬ꣄,नशिनम केर्,நஶினம்கேர்,nashiinam ker,naziinam ker,naśiinam ker,n̪əʃɪɪn̪əm keːɾ,destroy,அழி,,,,Simple-Verbs,words
ꢱꢶꢙ꣄ꢮꢶ,सिज्वि,ஸிஜ்வி,sijvi,sijvi,sijvi,s̪ɪd͡ʒʋɪ,boil,அவி,,,,Simple-Verbs,words
ꢱꢶꢮ꣄ꢙꢶ,सिव्जि,ஸிவ்ஜி,sivji,sivji,sivji,s̪ɪʋd͡ʒɪ,boil,அவி,,,,Simple-Verbs,words
ꢱꣁꢮ꣄ꢞꢶ,सा॑व्डि,ஸொவ்டி3,so'vd'i,sOvDi,sŏvḍi,s̪oʋɖɪ,loosen,அவிழ்,,,,Simple-Verbs,words
ꢬꣂꢜ꣄,रोट्,ரோட்,rot',roT,roṭ,ɾoːʈ,"cry, weap",அழு,,,,Simple-Verbs,words
ꢪꢸꢬ꣄ꢔꢶ,मुर्गि,முர்கி3,murgi,murgi,murgi,muɾgɪ,decay,அழுகு,,,,Simple-Verbs,words
ꢪꢸꢬ꣄ꢔꢫꢶꢙꢵ,मुर्गयिजा,முர்க3யிஜா,murgayijaa,murgayijA,murgayijā,muɾgəjɪd͡ʒɑː,decay,அழுகு,,,,Simple-Verbs,words
ꢂꢪ꣄ꢒꢫꢶꢙꢵ,अम्कयिजा,அம்கயிஜா,amkayijaa,amkayijA,amkayijā,əmkəjɪd͡ʒɑː,be pressed,அழுந்து,,,,Simple-Verbs,words
ꢨꣂꢮ꣄,बोव्,போ3வ்,bov,bov,bov,boːʋ,call,அழை,,,,Simple-Verbs,words
ꢮꢵꢬ꣄,वार्,வார்,vaar,vAr,vār,ʋɑːɾ,take handful,அள்ளு,,,,Simple-Verbs,words
ꢪꣂꢮ꣄,मोव्,மோவ்,mov,mov,mov,moːʋ,measure,அள,,,,Simple-Verbs,words
ꢪꣁꢮ꣄ꢙꢶ,मा॑व्जि,மொவ்ஜி,mo'vji,mOvji,mŏvji,moʋd͡ʒɪ,measure,அள,,,,Simple-Verbs,words
ꢣꢿ,दे,தே3,de,de,de,d̪eː,give,அளி,,,,Simple-Verbs,words
ꢒꢮ꣄ꢭꢶ,कव्लि,கவ்லி,kavli,kavli,kavli,kəʋlɪ,meddle,அளை,,,,Simple-Verbs,words
ꢒꢳꣀꢭꢾ,कळैले,களைலே,kal'aile',kaLailE,kal̤ailĕ,kəɭəɪle,know,அறி,,,,Simple-Verbs,words
ꢒꢜꢫꢶꢙꢵ,कटयि जा,கடயி ஜா,kat'ayijaa,kaTayijA,kaṭayijā,kəʈəjɪd͡ʒɑː,be cut,அறு,,,,Simple-Verbs,words
ꢒꢵꢜ꣄,काट्,காட்,kaat',kAT,kāṭ,kɑːʈ,cut,அறு,,,,Simple-Verbs,words
ꢕꢵꢪ꣄ ꢡꢵꢫ꣄,घाम्ताय्,கா4ம்தாய்,ghaam taay,ghAm tAy,ghām tāy,gʰɑːm t̪ɑːj,beat strongly,அறை,,,,Simple-Verbs,words
ꢤꢵꢥꢸꢒ꣄ꢙꢵ,धानुक्जा,தா4னுக்ஜா,dhaanukjaa,dhAnukjA,dhānukjā,d̪ʰɑːn̪ukd͡ʒɑː,follow,அனுசரி,,,,Simple-Verbs,words
ꢂꢥꢸꢱꢬꢶ,अनुसरि,அனுஸரி,anusari,anusari,anusari,ən̪us̪əɾɪ,follow,அனுசரி,,,,Simple-Verbs,words
ꢤꢜ꣄ꢞꢾ,धट्डे,த4ட்டே3,dhat'd'e',dhaTDE,dhaṭḍĕ,d̪ʰəʈɖe,send,அனுப்பு,,,,Simple-Verbs,words
ꢂꢥꢸꢨꢮꢶꢛ꣄ꢗꢶ,अनुबविञ्चि,அனுப3விஞ்சி,anubavinchi,anubaviJci,anubaviñci,ən̪ubəʋɪɲt͡ʃɪ,experience,அனுபவி,,,,Simple-Verbs,words
ꢦꣁꢥ꣄ꢣꢶ,पा॑न्दि,பொந்தி3,po'ndi,pOndi,pŏndi,pon̪d̪ɪ,experience,அனுபவி,,,,Simple-Verbs,words
ꢂꢥꢸꢪꢡꢶ,अनुमति,அனுமதி,anumati,anumati,anumati,ən̪umət̪ɪ,permit,அனுமதி,,,,Simple-Verbs,words
ꢇꢲꢪ꣄ ꢒꢿꢬ꣄,ऊहम केर,ஊஹம் கேர்,ooham ker,Uham ker,ūham ker,uːɦəm keːɾ,guess,அனுமானி,,,,Simple-Verbs,words
ꢃꢒ꣄ꢬꢪꣁ ꢒꢿꢬ꣄,आक्रमा॑ केर,ஆக்ரமொ கேர்,aakramo' ker,AkramO ker,ākramŏ ker,ɑːkɾəmo keːɾ,aggress,ஆக்கிரமி,,,,Simple-Verbs,words
ꢲꣁꢮꢵꢜ꣄,होवाट,ஹொவாட்,ho'vaat',hOvAT,hŏvāṭ,ɦoʋɑːʈ,make,ஆக்கு,,,,Simple-Verbs,words
ꢲꣂ,हो,ஹோ,ho,ho,ho,ɦoː,become,ஆகு,,,,Simple-Verbs,words
ꢃꢯꢶꢬ꣄ꢮꢵꢡ꣄ ꢒꢿꢬ꣄,आशिर्वात्केर्,ஆஶிர்வாத் கேர்,aashirvaat ker,AzirvAt ker,āśirvāt ker,ɑːʃɪɾʋɑːt̪ keːɾ,bless,ஆசீர்வதி,,,,Simple-Verbs,words
ꢃꢒ꣄ꢰꢿꢿꢦꢠꣁ ꢒꢿꢬ꣄,आक्षएपणा॑केर्,ஆக்க்ஷேபணொகேர்,aaksheepano' ker,AkSeepaNO ker,ākṣeepaṇŏ ker,ɑːkʂeːeːpəɳo keːɾ,object,ஆட்சேபி,,,,Simple-Verbs,words
ꢲꢶꢥ꣄ꢣꢵꢳ꣄,हिन्दाळ्,ஹிந்தா3ள்,hindaal',hindAL,hindāl̤,ɦɪn̪d̪ɑːɭ,swing,ஆட்டு,,,,Simple-Verbs,words
ꢥꢵꢗ꣄,नाच्,நாச்,naach,nAc,nāc,n̪ɑːt͡ʃ,"dance, swing",ஆடு,,,,Simple-Verbs,words
ꢓꢵꢭ꣄,खाळ्,கா2ள்,khaal,khAl,khāl,kʰɑːl,"dance, swing",ஆடு,,,,Simple-Verbs,words
ꢃꢣꢬꣁ ꢒꢿꢬ꣄,आदरा॑ केर,ஆத3ரொ கேர்,aadaro' ker,AdarO ker,ādarŏ ker,ɑːd̪əɾo keːɾ,support,ஆதரி,,,,Simple-Verbs,words
ꢂꢣ꣄ꢣꢶꢥꢶ ꢣꢿ,अद्दिनि दे,அத்3தி3னி தே3,addini de,addini de,addini de,əd̪d̪ɪn̪ɪ d̪eː,support,ஆதரி,,,,Simple-Verbs,words
ꢏꢦ꣄ꢦꢶꢭꢿ,आ॑प्पिले,ஒப்பிலே,o'ppile,Oppile,ŏppile,oppɪleː,accept,ஆமோதி,,,,Simple-Verbs,words
ꢂꢬꢸꢪ꣄ꢦꢪ꣄ꢒꢾꢬ꣄,हरुम्बम्केर,ஹரும்ப3ம்கேர்,arumpamke'r,arumpamkEr,arumpamkĕr,əɾumpəmkeɾ,begin,ஆரம்பி,,,,Simple-Verbs,words
ꢬꢾꢗ꣄ꢗꣁꢡꢵꢫ꣄,रेच्चा॑ताय,ரெச்சொதாய்,re'chcho'taay,rEccOtAy,rĕccŏtāy,ɾet͡ʃt͡ʃot̪ɑːj,make noise,ஆரவாரி,,,,Simple-Verbs,words
ꢣꢷꢬ꣄ꢡ꣄ꢡꢸꢨꢸꢞꢜ꣄,तीर्त्तुबुडाट,தீர்த்துபு3டா3ட்,deerttubud'at',dIrttubuDaT,dīrttubuḍaṭ,d̪iːɾt̪t̪ubuɖəʈ,give holy bath,ஆராட்டு,,,,Simple-Verbs,words
ꢦꢬꢶꢯꣂꢤꢥꣁ ꢒꢿꢬ꣄,परिशोधना॑ केर,பரிஶோத4னொ கேர்,parishodhano' ker,parizodhanO ker,pariśodhanŏ ker,pəɾɪʃoːd̪ʰən̪o keːɾ,research,ஆராய்,,,,Simple-Verbs,words
ꢱꢾꢗ꣄ꢗꢶꢭꢿ,स॑र्च्चिले,ஸெர்சிலே,se'chchile,sEccile,sĕccile,s̪et͡ʃt͡ʃɪleː,think,ஆலோசி,,,,Simple-Verbs,words
ꢨꢹꢞ꣄,बूड्,பூ3ட்3,bood',bUD,būḍ,buːɖ,immerse,ஆழ்,,,,Simple-Verbs,words
ꢨꢸꢞ꣄ꢮꢶ,बुड्वि,பு3ட்3வி,bud'vi,buDvi,buḍvi,buɖʋɪ,immerse,ஆழ்த்து,,,,Simple-Verbs,words
ꢱꣀꢱꢶ,सौसि,ஸௌஸி,saisi,saisi,saisi,s̪əɪs̪ɪ,rule,ஆள்,,,,Simple-Verbs,words
ꢥꢶꢮꢵꢜ꣄,निवाट्,நிவாட்,nivaat',nivAT,nivāṭ,n̪ɪʋɑːʈ,cool,ஆற்று,,,,Simple-Verbs,words
ꢥꢶꢮꢳ꣄ꢳꢾ,निवळ्ळ॑,நிவள்ளெ,nival'l'e',nivaLLE,nival̤l̤ĕ,n̪ɪʋəɭɭe,be cooled,ஆறு,,,,Simple-Verbs,words
ꢤꢸꢮꢿꢰ꣄ ꢒꢿꢬ꣄,धुवेष्केर्,து4வேஷ்கேர்,dhuvesh ker,dhuveS ker,dhuveṣ ker,d̪ʰuʋeːʂ keːɾ,despise,இகழ்,,,,Simple-Verbs,words
ꢗꢾꢬꢶ ꢙꢵ,च॑रिजा,செரிஜா,che'ri jaa,cEri jA,cĕri jā,t͡ʃeɾɪ d͡ʒɑː,agree,இசை,,,,Simple-Verbs,words
ꢱꢸꢡꢶ ꢡꢵꢫ꣄,सुति ताय,ஸுதி தாய்,suti taay,suti tAy,suti tāy,s̪ut̪ɪ t̪ɑːj,tune,இசை,,,,Simple-Verbs,words
ꢢꢾꢜ꣄ꢒꢶ ꢦꣁꢜ꣄,थ॑ट्कि पोट,தெ2ட்கி போட்,the't'ki po't',thETki pOT,thĕṭki pŏṭ,t̪ʰeʈkɪ poʈ,stumble,இடறு,,,,Simple-Verbs,words
ꢦꢸꢜ꣄ꢜꢶ ꢦꣁꢜ꣄,फुट्टि पोट,பு2ட்டி போட்,put't'i po't',puTTi pOT,puṭṭi pŏṭ,puʈʈɪ poʈ,be demolished,இடி,,,,Simple-Verbs,words
ꢧꣁꢞꢶꢡꢵꢫ꣄,फा॑डिताय,பொ2டி3தாய்,pho'd'itaay,phODitAy,phŏḍitāy,pʰoɖɪt̪ɑːj,demolish,இடி,,,,Simple-Verbs,words
ꢢꣂꢮ꣄,थोव्,தோ2வ்,thov,thov,thov,t̪ʰoːʋ,"put, wear",இடு,,,,Simple-Verbs,words
ꢕꢳ꣄ꢳꢿ,घळ्ळे,க4ள்ளே,ghal'l'e,ghaLLe,ghal̤l̤e,gʰəɭɭeː,"put, wear",இடு,,,,Simple-Verbs,words
ꢥꢾꢱ꣄ꢒꢶꢭꢶ ꢙꢵ,न॑स्किलिजा,நெஸ்கிலிஜா,ne'skili jaa,nEskili jA,nĕskili jā,n̪es̪kɪlɪ d͡ʒɑː,sqeeze,இடுக்கு,,,,Simple-Verbs,words
ꢐꢬ꣄ꢦꢸꢒꢾꢬ꣄ꢭꢿ,ओर्पुकेर्ले,ஓர்புகெர்லே,orpuke'rle,orpukErle,orpukĕrle,oːɾpukeɾleː,accept,இணங்கு,,,,Simple-Verbs,words
ꢗꢿꢬ꣄,चेर्,சேர்,cher,cer,cer,t͡ʃeːɾ,be joined,இணை,,,,Simple-Verbs,words
ꢗꢾꢬ꣄ꢗ꣄ꢗꢶ,चेर्च्चि,செர்சி,che'rchchi,cErcci,cĕrcci,t͡ʃeɾt͡ʃt͡ʃɪ,join,இணை,,,,Simple-Verbs,words
ꢪꢶꢱ꣄ꢒꢶ,मिस्कि,மிஸ்கி,miski,miski,miski,mɪs̪kɪ,closing eyes for a second,இமை,,,,Simple-Verbs,words
ꢒꢵꢪ꣄ ꢒꢾꢬꢵꢜ꣄,काम्क॑राट्,காம்கெராட்,kaam ke'raat',kAm kErAT,kām kĕrāṭ,kɑːm keɾɑːʈ,"direct, operate",இயக்கு,,,,Simple-Verbs,words
ꢤꢪꢵꢜ꣄,धमाट्,த4மாட்,dhamaat',dhamAT,dhamāṭ,d̪ʰəmɑːʈ,"direct, operate",இயக்கு,,,,Simple-Verbs,words
ꢒꢵꢪ꣄ ꢒꢿꢬ꣄,काम्केर्,காம்கேர்,kaam ker,kAm ker,kām ker,kɑːm keːɾ,"be moved, be operated",இயங்கு,,,,Simple-Verbs,words
ꢤꢵꢪ꣄,धाम्,தா4ம்,dhaam,dhAm,dhām,d̪ʰɑːm,"be moved, be operated",இயங்கு,,,,Simple-Verbs,words
ꢱꢖ꣄ꢔꢶ,सङगि,ஸங்கி3,sangi,saGgi,saṅgi,s̪əŋgɪ,tell,இயம்பு,,,,Simple-Verbs,words
ꢪꢹꢱ꣄,मूस,மூஸ்,moos,mUs,mūs,muːs̪,can,இயல்,,,,Simple-Verbs,words
ꢆꢬꢸꢮ꣄ ꢒꢿꢬ꣄,उरुव्केर्,உருவ்கேர்,uruv ker,uruv ker,uruv ker,uɾuʋ keːɾ,compose,இயற்று,,,,Simple-Verbs,words
ꢐꢬ꣄ꢦ꣄ꢦꢸ ꢒꢾꢬ꣄ꢭꢾ,ओर्प्पुकेर्ले,ஓர்புகெர்லே,orppu ke'rle',orppu kErlE,orppu kĕrlĕ,oːɾppu keɾle,agree,இயை,,,,Simple-Verbs,words
ꢩꢷꢔ꣄ ꢪꢵꢫ꣄,भीग् माय्,பீ4க்மாய்,bheeg maay,bhIg mAy,bhīg māy,bʰiːg mɑːj,beg,இர,,,,Simple-Verbs,words
ꢣꢫꣁ ꢒꢿꢬ꣄,दया॑केर्,த3யொகேர்,dayo' ker,dayO ker,dayŏ ker,d̪əjo keːɾ,show mercy,இரங்கு,,,,Simple-Verbs,words
ꢱꣁꢪ꣄ꢦꢸ ꢦꣁꢥ꣄ꢣꢶ,सा॑म्पुपा॑न्दि,ஸொம்புபொந்தி3,so'mpu po'ndi,sOmpu pOndi,sŏmpu pŏndi,s̪ompu pon̪d̪ɪ,enjoy,இரசி,,,,Simple-Verbs,words
ꢒꢨꢵꢜ꣄,कबाट,கபா3ட்,kabaat',kabAT,kabāṭ,kəbɑːʈ,"to protect, save",இரட்சி,,,,Simple-Verbs,words
ꢬꢒ꣄ꢰꢠꣁꢒꢿꢬ꣄,रक्षणा॑केर,ரக்ஷணொ கேர்,rakshano'ker,rakSaNOker,rakṣaṇŏker,ɾəkʂəɳokeːɾ,"to protect, save",இரட்சி,,,,Simple-Verbs,words
ꢣꢷꢮꢜꣁ ꢒꢿꢬ꣄,दीवटा॑ केर,தீ3வடொ கேர்,deevat'o' ker,dIvaTO ker,dīvaṭŏ ker,d̪iːʋəʈo keːɾ,double,இரட்டி,,,,Simple-Verbs,words
ꢬꢴꢵ,र्हा,ரா:,rhaa,rhA,rhā,ɾɦɑː,be,இரு,,,,Simple-Verbs,words
ꢲꢥ꣄ꢣꢵꢬ꣄ ꢦꣂꢜ꣄,हन्दार्पोट्,ஹந்தா3ர்போட்,handaar pot',handAr poT,handār poṭ,ɦən̪d̪ɑːɾ poːʈ,be dark,இருட்டு,,,,Simple-Verbs,words
ꢬꢴꢮꢵꢜ꣄,र्हवाट्,ர:வாட்,rhavaat',rhavAT,rhavāṭ,ɾɦəʋɑːʈ,make sit,இருத்து,,,,Simple-Verbs,words
ꢕꣁꢮ꣄ꢭꢶ,खा॑व्लि,கொ2வ்லி,gho'vli,ghOvli,ghŏvli,gʰoʋlɪ,cough,இருமு,,,,Simple-Verbs,words
