sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,பா4ரஜி,bhaaraji,,,,Skylark,வானம்பாடி,பா4ரஜி கிலுபி3லாட் ஸெத்3து3 கீ3த் க3வரியொ ஸொகன் ர்ஹாயி,The chirping sound of Skylark will be like singing a song,வானம்பாடியின் கீச்சிடும் சத்தம் ஒரு பாடலைப் பாடுவது போல் இருக்கும்,bird,corpus_sourashtradictionary
,,தி3ஷ்ளொ,dishLo,,,,Vulture,ராஜாளி / பெருங்கழுகு,தி3ஷ்ளான் அகா3ருக் மொரெ மூகு3னு உராவுக் கா2ஸு,Vultures eat the remains of dead animals for food,கழுகுகள் உணவுக்காக இறந்த விலங்குகளின் எச்சங்களை உண்கின்றன,bird,corpus_sourashtradictionary
,,கெ3ருட்3,geruD,,,,"Falcon, Garuda",கருடன்,கெ3ருடு3 ஸ்ரீமந் நாராயணனுகு வாஹனொ ஹோஸு,Garuda is Lord Sriman Narayanan's vehicle,கருடன் ஸ்ரீமந் நாராயணனின் வாகனம்,bird,corpus_sourashtradictionary
,,கவ்ளகா4ர்,kavLaghaar,,,,Eagle,கழுகு,கவ்ளகா4ருக் மெனிகுன் ஸொம்மர் 4-5 வாள் மோனொ ஸனி ஸே,Eagle has 4-5 times sharper eyesight than humans,கழுகு மனிதர்களை விட 4-5 மடங்கு கூர்மையான பார்வை கொண்டது,bird,corpus_sourashtradictionary
,,கா4ரு,ghaaru,,,,"Hawk, Kite",பருந்து,கா4ரு கவ்ள்கா4ரு ஸொம்மர் ந்ஹன்ன ர்ஹாயி,Kites are smaller than Eagale,பருந்து கழுகை விட சிறியதாக இருக்கும்,bird,corpus_sourashtradictionary
,,ஶினி,ssini,,,,Griffon vulture,வல்லூறு,"ஶினி 36,000 பௌல் உஞ்சொ லெந்து ஹுட3யி","Griffon vulture can fly upto a height of 36,000 feet","வல்லூறு 36,000 அடி உயரம் வரை பறக்கும்",bird,corpus_sourashtradictionary
,,பி4ரி,bhiri,,,,Condor,அண்டபேரண்டப் பட்சி,பி4ரி பிங்கு 2.7 - 3.2 மீட்டர் லெந்து ர்ஹாயி,Condor bird has a wingspan of 2.7 to 3.2 meter,அண்டபேரண்டப் பறவையின் இறக்கைகள் 2.7 முதல் 3.2 மீட்டர் வரை இருக்கும்,bird,corpus_sourashtradictionary
,,வங்குடொ3,vangkuDo,,,,Eurasian teal,கிளுவை,வங்குடொ3 மெனரியொ ந்ஹன்ன ப3து3லொ ஸொகன் ர்ஹாயி,Eurasian teal is like a small duck,கிளுவை என்பது சிறிய வாத்து போல இருக்கும்,bird,corpus_sourashtradictionary
,,முஷ்ளி,mushLi,,,,"Sandpiper, Curlew",உள்ளான்,முஷ்ளி பனிம் ஜிவத்திஸானு ஹூடு3 ஜாது,Sandpiper is a species of aquatic bird,உள்ளான் ஒரு நீர் வாழ் பறவை இனம்,bird,corpus_sourashtradictionary
,,சுங்கு3ல்,cunggul,,,,"Claw, Talon",பக்ஷி நகம்,அஸ்கி பக்ஷினுக் பாய்ஞ் அங்கி3லிக் ஸெத்லாம் சுங்கு3ல் ஸே,All birds have claws at the end of the toes,அனைத்து பறவைகளுக்கும் கால்விரல்களின் முடிவில் நகங்கள் உள்ளன,bird,corpus_sourashtradictionary
,,பஞ்ஜிரி,panjjiri,,,,Nest,கூடு,கொகிலுக் பஞ்ஜிரி ப4ந்த3ன் களானா,Quill does not know how to build a nest,குயிலுக்கு கூடு கட்ட தெரியாது,bird,corpus_sourashtradictionary
,,கூ4ட்,ghooT,,,,Nest,கூடு,கௌளொ க2ட்டினு ஹால் கூ4ட் ப4ந்த3ஸு,The crow builds a nest with sticks,காகம் குச்சிகளைக் கொண்டு கூடு கட்டுகிறது,bird,corpus_sourashtradictionary
,,நீடொ3,neeDo,,,,Nest,கூடு,தெ2வ்டெ3 ஹூடு3ன் பூ4ய்ஞிம் நீடொ3 ப4ந்த3ஸு,Some birds build nests in the ground,சில பறவைகள் நிலத்தில் கூடு கட்டும்,bird,corpus_sourashtradictionary
,,ரெக்கெ,rekke,,,,Feather,இறகு,ஸில்லா பரிஸ்தி2திம் ஹூடு3னுக் ஹுன்னொகன் தொ2வ்லத்தக் ரெக்கென் ஒர்க3ஸு,Feathers help to keep the birds warm in cold conditions,குளிர்ந்த சூழ்நிலையில் பறவைகளை சூடாக வைத்திருக்க இறகுகள் உதவுகின்றன,bird,corpus_sourashtradictionary
,,பிங்கு,pingku,,,,"Wing, Wingspan","சிறகு, இறக்கை",பக்ஷின் பிங்கு விலாஸ் கெரி ஹுட3ரஸி,Birds spread their wings and fly,பறவைகள் சிறகு விரித்து பறக்கின்றன,bird,corpus_sourashtradictionary
,,பொகொ3,pogo,,,,"Wing, Wingspan","சிறகு, இறக்கை",அஸ்கி ஹூடு3னுக் தீ3 பொகா3ன் ஸே,All birds have two wings,அனைத்து பறவைகளுக்கும் இரண்டு இறக்கைகள் உள்ளன,bird,corpus_sourashtradictionary
,,ஹிலி,hili,,,,Crest of a bird,கொண்டை,"ம்ஹோர், குகுடொ3 மெனி ஜு2கு பக்ஷினுக் தொ3ஸ்கர் ஹிலி ஸே","Many birds, such as the peacock, the rooster have crest on their heads","மயில், சேவல் என பல பறவைகளுக்கு தலையில் கொண்டை உள்ளது",bird,corpus_sourashtradictionary
,,பிஞ்செ2,pinjche,,,,"Peacock's Tail, Feather","தோகை, இறகு",ம்ஹோர் பிஞ்செ2 விலாஸ் கெரி நசஸு,The peacock spreads its struts and dances,மயில் தோகை விரித்து ஆடுகிறது,bird,corpus_sourashtradictionary
,,முதளொ,mutaLo,,,,"Peacock's Tail, Plumage","தோகை, இறகு",த3ல்லா ம்ஹோருனுக் ஸிங்கா3ர் முதளொ ஸே,Male peacocks have beautiful plumage,ஆண் மயில்கள் அழகான இறகுகளைக் கொண்டுள்ளன,bird,corpus_sourashtradictionary
,,முஸ்கிளி,muskiLi,,,,Beak,அலகு,ரமா முஸ்கிளி வித்துனுக் பொ2டத்தக் வகு3ண்டொ3கன் ர்ஹாயி,The beak of the parrot is bent to break the seeds,கிளியின் அலகு விதைகளை உடைக்க வளைந்திருக்கும்,bird,corpus_sourashtradictionary
,,பஷ்ஜிரி,pashjiri,,,,Cage,கூண்டு / கூடு,சிடி3னுக் பஷ்ஜிரிம் ஜ2யி தொ2வஸுன்,Sparrows are kept closed in cage,சிட்டுக்குருவியைப் கூண்டில் அடைத்து வைப்பார்கள்,bird,corpus_sourashtradictionary
