sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,கெ3ட்3டா3 ஸுரன்,geDDaa suran,,,,Yam,சேனை கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,கெநர்லு மிஞ்சி,kenarlu minjci,,,,Kaffir Lime,கொலுமிச்சங்காய்,,,,vegetable,corpus_sourashtradictionary
,,கெர்பாவ்,kerpaav,,,,Curry Leaf,கறிவேப்பிலை,,,,vegetable,corpus_sourashtradictionary
,,கெளங்கு3,keLanggu,,,,Tuber,கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,கேளுபான்,kELupaan,,,,Banana Leaf,வாழை இலை,,,,vegetable,corpus_sourashtradictionary
,,கேளுபூ2ல்,kELuphool,,,,Banana Blossom,வாழைப்பூ,,,,vegetable,corpus_sourashtradictionary
,,கொ2வ்ளொ,khovLo,,,,Green Pumpkin,வெள்ளை பூசணி,,,,vegetable,corpus_sourashtradictionary
,,கொ3க்3கு3ர்கொள்ளா பான்,goggurkoLLaa paan,,,,Oregano,கற்பூரவள்ளி,,,,vegetable,corpus_sourashtradictionary
,,கொடு3 வீட்,koDu veeT,,,,Bitter citron,கசப்பு நார்த்தங்காய்,,,,vegetable,corpus_sourashtradictionary
,,கொம்பு3ரா ப4ஜ்ஜி,komburaa bhajji,,,,Amaranth Greens,அரைக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,கொம்பு3ளொ,kombuLo,,,,Tender,இளசு,,,,vegetable,corpus_sourashtradictionary
,,கொளுஞ்ஜி,koLunjji,,,,Kaffir Lime,கொளுஞ்சி நார்த்தங்காய்,,,,vegetable,corpus_sourashtradictionary
,,சிப்பொ,cippo,,,,Coconut Shell,சிரட்டை,,,,vegetable,corpus_sourashtradictionary
,,த3ரள் ப4ஜ்ஜி,daraL bhajji,,,,Malabar Spinach,பசலைக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,து4ள்பு3ள்ளொ,dhuLbuLLo,,,,Potato,உருளைக்கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,துடா3 பான்,tuDaa paan,,,,"Jimsonweeds, Datura leaf","ஊமத்தம் இலை, ஊமத்தை இலை",,,,vegetable,corpus_sourashtradictionary
,,தூ4ம்பான்,dhoompaan,,,,Tobacco,புகையிலை,,,,vegetable,corpus_sourashtradictionary
,,தெ4கு3ளொ,dheguLo,,,,Amaranthus viridis,முளைக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,தெ4துடா3 பான்,dhetuDaa paan,,,,"Jimsonweeds, Datura leaf",ஊமத்தம் இலை,,,,vegetable,corpus_sourashtradictionary
,,தெ4ய்லா ப4ஜ்ஜி,dheylaa bhajji,,,,Chinese Spinach,தண்டுக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,தே3டு,dETu,,,,"Stem, Stalk",காம்பு,,,,vegetable,corpus_sourashtradictionary
,,தொ2ள்சி,thoLci,,,,Basil / Tulsi,துளசி,,,,vegetable,corpus_sourashtradictionary
,,தொ3ண்கொ,doNko,,,,Ridge Gourd,பீர்க்கங்காய்,,,,vegetable,corpus_sourashtradictionary
,,தொ3ல்லொ,dollo,,,,Yellow-fruit nightshade,கண்டங்கத்திரி,,,,vegetable,corpus_sourashtradictionary
,,தொட்மெ,toTme,,,,"Stem, Chilli Stalk","காம்பு, மிளகாய் காம்பு",,,,vegetable,corpus_sourashtradictionary
,,தொண்மெ,toNme,,,,"Stem, Chilli Stalk","காம்பு, மிளகாய் காம்பு",,,,vegetable,corpus_sourashtradictionary
,,தொள்ளொ,toLLo,,,,Ivy gourd,கோவைக்காய்,,,,vegetable,corpus_sourashtradictionary
,,தொன்மொ,tonmo,,,,"Stem, Chilli Stalk","காம்பு, மிளகாய் காம்பு",,,,vegetable,corpus_sourashtradictionary
,,நக3ல்பான்,nagalpaan,,,,Betal Leaf,வெற்றிலை,,,,vegetable,corpus_sourashtradictionary
,,நரளு சிப்பொ,naraLu cippo,,,,Coconut shell,கொட்டாங்குச்சி,,,,vegetable,corpus_sourashtradictionary
,,நலர்,nalar,,,,Coconut,தேங்காய்,,,,vegetable,corpus_sourashtradictionary
,,நாய்ப்பான்,naayppaan,,,,Betal leaf,வெற்றிலை,,,,vegetable,corpus_sourashtradictionary
,,நெர்கு3டு3 பான்,nerguDu paan,,,,Chaste Tree,நொச்சி இலை,,,,vegetable,corpus_sourashtradictionary
,,ப4ஜ்ஜி,bhajji,,,,"Greens, Spinach",கீரை,,,,vegetable,corpus_sourashtradictionary
,,பங்க3ர பான்,panggara paan,,,,Indian Coral,முள்ளு முருங்கை,,,,vegetable,corpus_sourashtradictionary
,,பன் தொ3ண்கொ,pan doNko,,,,Sponge Gourd,மெழுகு பீர்க்கங்காய்,,,,vegetable,corpus_sourashtradictionary
,,பஸ்லா ப4ஜ்ஜி,paslaa bhajji,,,,Malabar Spinach,பசலைக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,பாலக் ப4ஜ்ஜி,paalak bhajji,,,,Palak Spinach,பாலக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,பானுகோ3பி3,paanugObi,,,,Cabbage,முட்டைகோஸ்,,,,vegetable,corpus_sourashtradictionary
,,பு3டு3ங்கைலொ,buDungkailo,,,,"budungkailo, budunkailo","மிதிக்காய், சுக்கங்காய்",,,,vegetable,corpus_sourashtradictionary
,,பு3த்3னொ,budno,,,,Mint leaf,புதினா,,,,vegetable,corpus_sourashtradictionary
,,பு3ள்ளொ,buLLo,,,,Tuber,கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,பு4ந்தி3லி,bhundili,,,,Yellow-fruit nightshade,கண்டங்கத்தரி,,,,vegetable,corpus_sourashtradictionary
,,பு4ர்க்கொ ப4ஜ்ஜி,bhurkko bhajji,,,,Tropical Amaranth,சிறுகீரை,,,,vegetable,corpus_sourashtradictionary
,,பூ2லுகோ3பி3,phoolugObi,,,,Cauliflower,காலிபிளவர்,,,,vegetable,corpus_sourashtradictionary
,,பெ3லா ப4ஜ்ஜி,belaa bhajji,,,,Purslane,பருப்புக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,பெ4ண்டு3கைலொ,bheNDukailo,,,,"Okra, Lady finger, Lady's finger",வெண்டைக்காய்,,,,vegetable,corpus_sourashtradictionary
,,பை4கைலொ,bhaikailo,,,,Drumstick,முருங்கைக்காய்,,,,vegetable,corpus_sourashtradictionary
,,பொ2ர்மோட்3,phormOD,,,,Pumpkin,பரங்கிக்காய்,,,,vegetable,corpus_sourashtradictionary
,,பொ2ன்னிஸுகைலொ,phonnisukailo,,,,Jackfruit seed,பலாக்காய்,,,,vegetable,corpus_sourashtradictionary
,,பொ3ந்தெ3,bonde,,,,Plantain Stem,வாழைத்தண்டு,,,,vegetable,corpus_sourashtradictionary
,,பொ3ப்3லொ,boblo,,,,Bottle gourd,சுரைக்காய்,,,,vegetable,corpus_sourashtradictionary
,,பொட்கு3லொ,poTgulo,,,,Snake Gourd,புடலங்காய்,,,,vegetable,corpus_sourashtradictionary
,,பொஸ்காய்,poskaay,,,,Yellow Pumpkin,மஞ்சள் பூசணி,,,,vegetable,corpus_sourashtradictionary
,,பௌ4ளொ,bhauLo,,,,"Bottle gourd, Zucchini",சுரைக்காய்,,,,vegetable,corpus_sourashtradictionary
,,மகா3பான்,magaapaan,,,,False daisy,கரிசலாங்கண்ணி கீரை,,,,vegetable,corpus_sourashtradictionary
,,மஸ்கைலொ,maskailo,,,,Oak Galls,மாசக்காய்,,,,vegetable,corpus_sourashtradictionary
,,ம்ஹொடொ3 கந்தொ3,mhoDo kando,,,,Onion,பெரிய வெங்காயம்,,,,vegetable,corpus_sourashtradictionary
,,ம்ஹொடொ3வீட்,mhoDoveeT,,,,Wild Lemon,கிடாரங்காய்,,,,vegetable,corpus_sourashtradictionary
,,மித்தி ப4ஜ்ஜி,mitti bhajji,,,,Fenugreek Leaves,வெந்தயக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,மிர்க்கைலொ,mirkkailo,,,,Chilli,மிளகாய்,,,,vegetable,corpus_sourashtradictionary
,,மும்முஷ்டி பான்,mummushTi paan,,,,Solanum,தூதுவளை,,,,vegetable,corpus_sourashtradictionary
,,முள்சொ,muLco,,,,Radish,முள்ளங்கி,,,,vegetable,corpus_sourashtradictionary
,,முளொ,muLo,,,,Radish,முள்ளங்கி,,,,vegetable,corpus_sourashtradictionary
,,முனுஸ்தி பான்,munusti paan,,,,Mukia Maderaspatana,முசுமுசுக்கை இலை,,,,vegetable,corpus_sourashtradictionary
,,மெட்3கு3ளொ,meDguLo,,,,Premna serratifolia,முன்னை இலை,,,,vegetable,corpus_sourashtradictionary
,,மொள்கா ப4ஜ்ஜி,moLkaa bhajji,,,,Amaranthus viridis,முளைக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,மொள்கொ,moLko,,,,Sprout,முளைப்பயிர்,,,,vegetable,corpus_sourashtradictionary
,,ரஸ்லொ,raslo,,,,Vegetables,காய்கறிகள்,,,,vegetable,corpus_sourashtradictionary
,,ல்ஹொவொ கைலொ,lhovo kailo,,,,Tomato,தக்காளி,,,,vegetable,corpus_sourashtradictionary
,,ல்ஹொவொ மிர்க்கைலொ,lhovo mirkkailo,,,,Red Chilli,சிவப்பு மிளகாய்,,,,vegetable,corpus_sourashtradictionary
,,லிம்பு3,limbu,,,,Lemon,எலுமிச்சை,,,,vegetable,corpus_sourashtradictionary
,,லொஸன்,losan,,,,Garlic,பூண்டு,,,,vegetable,corpus_sourashtradictionary
,,வங்கி3,vanggi,,,,Egg Plant,கத்தரிக்காய்,,,,vegetable,corpus_sourashtradictionary
,,வது3னாப4ஜ்ஜி,vadunaabhajji,,,,Mint,புதினாக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,வள்கொ,vaLko,,,,Cucumber,வெள்ளரிக்காய்,,,,vegetable,corpus_sourashtradictionary
,,வன்னொஸெங்கு3,vannosenggu,,,,Broad Beans,அவரை,,,,vegetable,corpus_sourashtradictionary
,,வீட்,veeT,,,,Citron,நார்த்தங்காய்,,,,vegetable,corpus_sourashtradictionary
,,ஜின்னவ்ரே,jinnavrE,,,,Cluster Bean,கொத்தவரங்காய்,,,,vegetable,corpus_sourashtradictionary
,,ஸுரன்,suran,,,,Yam,கருணை கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,ஸெக்கரு பு3ள்ளொ,sekkaru buLLo,,,,Sweet Potato,சக்கரைவள்ளிக் கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,ஸெக்கெ,sekke,,,,Bagasse,சக்கை,,,,vegetable,corpus_sourashtradictionary
,,ஸெவ்கா3ப4ஜ்ஜி,sevgaabhajji,,,,Drumstick Leaf,முருங்கைக்கீரை,,,,vegetable,corpus_sourashtradictionary
,,ஸெவாக்கைலொ,sevaakkailo,,,,Drumstick,முருங்கைக்காய்,,,,vegetable,corpus_sourashtradictionary
,,ஸேம்பு3,sEmbu,,,,Colocasia,சேப்பங்கிழங்கு,,,,vegetable,corpus_sourashtradictionary
,,ஸொர்ணு ப4ஜ்ஜி,sorNu bhajji,,,,Dwarf copper leaf,பொன்னாங்கன்னிக் கீரை,,,,vegetable,corpus_sourashtradictionary
,,ஹுந்தி3ருக்கானு ப4ஜ்ஜி,hundirukkaanu bhajji,,,,Water Shamrock,ஆரைக்கீரை,,,,vegetable,corpus_sourashtradictionary
