sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,உதொ3,udo,,,,Sky blue,"ஊதா, நீலம்",அகாஸ் ஜு2க்குகன் உதொ3கின் ஶுத்3த3ம்கன் ஹொதெ3ஸி,The sky was mostly blue and clear,வானம் பெரும்பாலும் நீலமாகவும் சுத்தமாகவும் இருந்தது,color,corpus_sourashtradictionary
,,களொநிளொ,kaLoniLo,,,,"Indigo, Blueblack, Dark blue",கருநீலம்,சுண்டெ லெக்கு கெண்டொ3 களொநிளொ பொள்டி3யொ,The color of the skin at the pinched spot turned dark blue,கிள்ளிய இடத்தில் தோல் நிறம் கருநீலமாக மாறியது,color,corpus_sourashtradictionary
,,ஹள்டு3னொ,haLDuno,,,,Yellow,மஞ்சள்,லிம்பு3 ஹள்டு3னொ ர்ஹாயி,Lemon will be yellow,எலுமிச்சை மஞ்சள் நிறத்தில் இருக்கும்,color,corpus_sourashtradictionary
,,பொள்ஸொ,poLso,,,,Green,பச்சை,ஹரளின் வேன் பொள்ஸொ ர்ஹாயி,The grass is very green,புல் மிகவும் பச்சை நிறமாக இருக்கும்,color,corpus_sourashtradictionary
,,பொல்ஸொ / ஹவெடொ3,polso / haveDo,,,,Green,பச்சை,அஸ்கி ப4ஜ்ஜின் பொல்ஸா வனிம் ர்ஹாயி,All greens are green color,அனைத்து கீரைகளும் பச்சை நிறத்தில் இருக்கும்,color,corpus_sourashtradictionary
,,கொ3ரொ,goro,,,,White (Skin),வெள்ளை நிறம்,பொ2ருங்கி3ன் கோ3ரொ ர்ஹானு,British are whites,ஆங்கிலேயர்கள் வெள்ளையாக இருப்பார்கள்,color,corpus_sourashtradictionary
,,சமல்,camal,,,,Brown (Skin),மாநிறம்,பா4ரதும் ஜு2க்குதெனு சமல்கன் ஸே,Most people in India are brown,இந்தியாவில் பெரும்பாலான மக்கள் மாநிறத்தில் உள்ளனர்,color,corpus_sourashtradictionary
,,ராக்,raak,,,,"Grey color, Gray color, Ash",சாம்பல் நிறம்,பொவ்ஸு மேகு4 ராகு வனிம் ஸே,The rain clouds are gray,மழை மேகங்கள் சாம்பல் நிறத்தில் உள்ளன,color,corpus_sourashtradictionary
,,கிட்ள,kiTLa,,,,Light brown,பழுப்பு நிறம்,கள்ஜமுன் கிட்ளகன் மர்ச்சய்யொ,The papers have turned light brown,காகிதங்கள் பழுப்பு நிறமாக மாறிவிட்டன,color,corpus_sourashtradictionary
,,லாக்,laak,,,,Lacquer,அரக்கு,சார்பாய்ஞினுகு லாக் வனி ஹன்யாஸி,The chairs were painted lacquer,நாற்காலிகள் அரக்கு நிறத்தால் வர்ணம் பூசப்பட்டன,color,corpus_sourashtradictionary
,,ஸொன்னா வனி,sonnaa vani,,,,Gold color,தங்க நிறம்,ஸுரிது பூ2லு ஸொன்னா வனிம் ஸே,Sunflower is golden in color,சூரியகாந்தி தங்க நிறத்தில் உள்ளது,color,corpus_sourashtradictionary
,,ருப்பா வனி,ruppaa vani,,,,Silver color,வெள்ளி நிறம்,ஹுதி3னு ருப்பா வனிம் ஸே,Silverfish are silver in color,அந்துப்பூச்சிகள் வெள்ளி நிறத்தில் உள்ளன,color,corpus_sourashtradictionary
,,ப2ண்டொ2,phaNTho,,,,Albino,"வெளிரி, பாண்டு",ப2ண்டொ2 மெனரியொ கெண்டா3 ரோ3கு3,Albino is a skin disease,பாண்டு என்பது தோல் நோய்,color,corpus_sourashtradictionary
,,களொ து4ண்டி,kaLo dhuNTi,,,,Overly Black,அதிக கருப்பு,வேன் ஹூனும் சுட்டு பி2ரெத்தெனு களொ து4ண்டி ஹொய்யானு,People who roam in hot sun become overly black,கடும் வெயிலில் சுற்றித் திரிபவர்கள் அதிக கருப்பாக மாறுவார்கள்,color,corpus_sourashtradictionary
