sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,திரத்தெ,tiratte,,,,Swimming,"நீந்துதல், நீந்துவது",பனிம் திரத்தெ மேட் ஹொயெ தே3ஹப்4யாஸு,Swimming in the water is the best exercise,தண்ணீரில் நீந்துவது சிறந்த உடற்பயிற்சி,gerund,corpus_sourashtradictionary
,,திவுலத்தெ,tivulatte,,,,"Saving, Protecting",காப்பற்றுதல்,த3யாளுப்பன் மெந்தொ கெஷ்டம் பொட3ரியொ தெங்கொ3 திவுலத்தெ,Mercy is the saving of the afflicted,கருணை என்பது கஷ்டப்படுபவரை காப்பாற்றுதல்,gerund,corpus_sourashtradictionary
,,து3ர்லத்தெ,durlatte,,,,"Losing, Getting defeat","தோற்றல், தோற்பது",கா2ளும் நத்தெ நதி3னின் ஜொவள் து3ர்லத்தெ தெங்கொ3 ஸொந்தோஷ் தே3யி,Losing a game to grandchildren makes them happy,பேரக்குழந்தைகளிடம் விளையாட்டில் தோற்பது அவர்களுக்கு மகிழ்ச்சியைத் தரும்,gerund,corpus_sourashtradictionary
,,து4வத்தெ,dhuvatte,,,,Washing,"கழுவுதல், கழுவுவது",க2யெ ப2ராது எத்னமுன் து4வத்தெ ஶினாத்திஸா காம்,Washing dishes after eating is a tiring activity,சாப்பிட்ட பிறகு பாத்திரங்களைக் கழுவுவது சோர்வான செயல்,gerund,corpus_sourashtradictionary
,,து4ன்வத்தெ,dhunvatte,,,,Shaking off,"உதறுதல், உதறுவது",பொ3ட்டொ ஸுக்கொ தக3த்தக் முது3ல்லொ தி3வ்வாள் து4ன்வத்தெ ப3ரொ,It is better to shake off twice before putting the cloth to dry,துணியை உலரப்போடுவதற்கு முன்பு இரண்டு முறை உதறுவது நல்லது,gerund,corpus_sourashtradictionary
,,துவத்தெ,tuvatte,,,,Grievance Redressing,குறை தீருதல்,தே3வுக் பாய்ஞ் பொட்3லியெத் அஸ்கி கெஷ்டம் துவஸு,All grievances are redressed by worshiping God,இறைவனை வணங்கினால் எல்லா குறைகளைகளும் தீருகிறது,gerund,corpus_sourashtradictionary
,,தெலத்தெ,telatte,,,,Floating,"மிதத்தல், மிதப்பது",மொரெ க4டி3ம் கய்கி தெலெ ஸொகன் லக3ரஸ்,I am feeling like there is something floating in my throat,என் தொண்டையில் ஏதோ மிதப்பது போல் உணர்கிறேன்,gerund,corpus_sourashtradictionary
,,தெ4ரத்தெ,dheratte,,,,Catching,"பிடித்தல், பிடிப்பது",ஸாபுனுக் தெ4ரத்தெ ஆபத்3 ஹொயெ காமு,Catching snakes is a dangerous task,பாம்புகளை பிடிப்பது ஆபத்தான பணி,gerund,corpus_sourashtradictionary
,,தொமத்தெ,tomatte,,,,Liking,"விரும்புதல், விரும்புவது",தெனொ அபுல் காமுக் தொமஸு,He is liking his job,அவன் தனது வேலையை விரும்புகிறான்,gerund,corpus_sourashtradictionary
,,தௌ2கத்தெ,thaukatte,,,,Knocking,"தட்டுதல், தட்டுவது",கவாட் ஹல்லுகன் தௌ2கத்தெ ஒண்டெகா3 கு3ண்ணுக் களட3ஸு,Gently knocking on the door shows a person's character,கதவை மெதுவாக தட்டுவது ஒரு நபரின் தன்மையை காட்டுகிறது,gerund,corpus_sourashtradictionary
,,நுத3த்தெ,nudatte,,,,Pushing,"தள்ளுதல், தள்ளுவது",ஒண்டெகொ3 ஓர்த்தொ நுத3த்தெ ஹுர்படொ3ஹொயெ போ2ள் கெரயி,Pushing someone into a corner can have a negative effect,ஒருவரை ஒரு மூலையில் தள்ளுவது எதிர்மறையான விளைவை ஏற்படுத்தும்,gerund,corpus_sourashtradictionary
,,நுவத்தெ,nuvatte,,,,"Praising, Appreciating, Admiring","புகழுதல், புகழுவது, போற்றுவது",தே3வுக் நுவத்தெ மொன்னுக் ஶாந்தி தே3யி,Praising the Lord brings peace of mind,இறைவனைப் புகழுதல் மனதிற்கு அமைதி கொடுக்கும்,gerund,corpus_sourashtradictionary
,,பு2லத்தெ,phulatte,,,,Blossoming,"மலர்தல், மலர்வது",பூ2லுன் பு2லத்தெ கோன்தி ஸாத்தக் முஸைய்யா?,Can anyone see the flowers blooming?,பூக்கள் பூப்பதை யாராவது பார்க்க முடியுமா?,gerund,corpus_sourashtradictionary
,,பு4ஞ்ஜத்தெ,bhunjjatte,,,,"Frying, Roasting","வறுத்தல், வறுப்பது",மிர்க்கைலொ பு4ஞ்ஜத்தெ கடி2ன்ஹொயெ காம்,Frying chili is a tough job,மிளகாய் வறுப்பது கடினமான வேலை,gerund,corpus_sourashtradictionary
,,புல்லத்தெ,pullatte,,,,Floating,"மிதத்தல், மிதப்பது",ஹூனுகலமு பனிம் புல்லத்தெ குஷிஹொயெ அனுப4வமு,Floating in the water in summer is a pleasant experience,கோடையில் தண்ணீரில் மிதப்பது ஒரு இனிமையான அனுபவம்,gerund,corpus_sourashtradictionary
,,புஸத்தெ,pusatte,,,,Asking,"கேட்டல், கேட்பது",ஸெர்க்கஹொயெ புஸினி புஸத்தெ ஸுலப்3யம் ந்ஹா,Asking the right question is not task,சரியான கேள்வியைக் கேட்பது எளிதல்ல,gerund,corpus_sourashtradictionary
,,பொந்து3லத்தெ,pondulatte,,,,"Suffering, Enduring",துன்பம் அனுபவித்தல்,கெருமுக் பொந்து3லத்தேஸ் தெல்லெ திரட3த்தக் மேட் ஹொயெ வாட்,Enduring Karma is the best way to solve it,கர்மாவை சகித்துக்கொள்வதே அதை தீர்க்க சிறந்த வழி,gerund,corpus_sourashtradictionary
,,பொந்துலத்தெ,pontulatte,,,,Competing,போட்டியிடுவது,பன்தும் பொந்துலத்தெ மெந்தொ ஜிகி3னி ஒடி3னிக் ஐதொகன் ர்ஹாத்தெ,Competing in a race means being ready for victory or defeat,பந்தயத்தில் போட்டியிடுவது என்பது வெற்றி தோல்விக்கு தயாராக இருப்பது,gerund,corpus_sourashtradictionary
,,முகு3லத்தெ,mugulatte,,,,"Searching, Seeking","தேடுதல், தேடுவது",தே3வுக் முகு3லத்தெ துங்கொ3 கொ2ப்3பி3ம் ஹாத் ஸொட்3னா,Seeking God will never let you down,கடவுளைத் தேடுவது உங்களை ஒருபோதும் கை விடாது,gerund,corpus_sourashtradictionary
,,முத3த்தெ,mudatte,,,,"Rejoicing, Cheering","மகிழ்தல், மகிழ்வது",வேன் முத3த்தெ ந்ஹீஜியெத் ரொட3த்தெ - தி3ய்யொ சொக்கட் ந்ஹா,Too much crying or rejoicing - both are not good,மிக அதிகமாக அழுவது அல்லது மகிழ்வது - இரண்டும் நல்லதல்ல,gerund,corpus_sourashtradictionary
,,யதுலத்தெ,yatulatte,,,,Trying,"முயற்சித்தல், முயற்சிப்பது",கோ3 பி3ஸி ர்ஹாத்தக் யதுலத்தெ மொடா3க் ஸமான்,Trying to be idle is tantamount to corpse,சும்மா இருக்க முயற்சிப்பது பிணத்திற்கு சமம்,gerund,corpus_sourashtradictionary
,,லிங்கத்தெ,lingkatte,,,,"Beaching, Running aground, Sheltering","ஒதுங்குதல், ஒதுங்குவது",வாத3ளா வேள் ஜா2டு3 கா2ல் லிங்கத்தெ ஆபத்3 ஹொயெயொ,It is dangerous taking shelter under a tree during a storm,புயலின் போது மரத்தடியில் ஒதுங்குவது ஆபத்தானது,gerund,corpus_sourashtradictionary
,,லுண்டத்தெ,luNTatte,,,,Rolling over,"புரளுதல், உருளுவது",மத்திம் லுண்டத்தெ பில்லல்னுக் கௌத்கன் ஸே,Rolling in the dirt is fun for the baby,மண்ணில் உருளுவது குழந்தைக்கு வேடிக்கையாக உள்ளது,gerund,corpus_sourashtradictionary
,,லொட3த்தெ,loDatte,,,,"Sweeping, Cleaning up trash","துடைத்தல், பெருக்குதல்,",ஹாகும் ஜெஜ்ஜு லொட3த்தெ சொக்கட் தேஹப்4யாஸ்,Cleaning up trash in the garden is good physical exercise,தோட்டத்தில் குப்பைகளை சுத்தம் செய்வது நல்ல உடற்பயிற்சி,gerund,corpus_sourashtradictionary
,,வஸத்தெ,vasatte,,,,Living,"வாழுதல், வாழ்வது",நொவ்வொ த3ம்பதின் அலக்3கொ3 வஸத்தே ப3ரொ,Newlyweds are better off living alone,புதுமணத் தம்பதிகள் தனியாக வாழ்வது நல்லது,gerund,corpus_sourashtradictionary
,,விங்கத்தெ,vingkatte,,,,Differing,"வேறுபடுதல், வேறுபடுவது",துரெ யோஜனான் மொரெ தெமாம் ர்ஹீ விங்கத்தெ நொவ்வொ ந்ஹா,Your thoughts differing from mine is not new,உங்கள் எண்ணங்கள் என்னுடையதில் இருந்து வேறுபடுவது புதிதல்ல,gerund,corpus_sourashtradictionary
,,வௌரத்தெ,vauratte,,,,"Blowing, Fanning","வீசுதல், விசுறுதல்",தாளு விஜனொ ஹால் வௌரத்தெ ஒண்டெ கலம்,It's been a long time since fanning with a palm fan,பனை விசிறியால் வீசியது ஒரு காலம்,gerund,corpus_sourashtradictionary
,,ஜிக3த்தெ,jigatte,,,,"Winning, Conquering",வெற்றி பெறுதல்,கிஸான் தே3ஶுக் மெல்லொ ரணமு ஜிக3த்தெ முக்யமு,Winning the war is important for any country,எந்தவொரு நாட்டிற்கும் போரில் வெற்றி பெறுவது முக்கியமானது,gerund,corpus_sourashtradictionary
,,ஜுலத்தெ,julatte,,,,Shining,பிரகாசித்தல்,வித்3யாவிக் லெக்ஷன் ஸபா4ம் ஜுலத்தெ,The identify of the Educated is shining before the learned,கற்றவர்க்கு அடையாளம் சபையில் பிரகாசித்தல்,gerund,corpus_sourashtradictionary
,,ஸ்துதி கெரத்தே,stuti kerattE,,,,"Praising, Appreciating","புகழுதல், பாராட்டுதல்",ஸ்வயஸுக2முக் ஒண்டெகொ3 ஸ்துதி கெரத்தெ தி4ல்லொஹொயெயொ,Praising someone for selfishness is disgraceful,சுயநலத்திற்காக ஒருவரைப் புகழ்வது இழிவானது,gerund,corpus_sourashtradictionary
,,ஸ்ரமொ க2ள்ளத்தெ,sramo khaLLatte,,,,Working hard,கடினமாக உழைத்தல்,பெ4டெ3க் லெக்ஷனு ஸ்ரமொ க2ள்ளத்தெ,Working hard is the hallmark of servant,கடின உழைப்பே வேலைக்காரனின் அடையாளம்,gerund,corpus_sourashtradictionary
,,ஸான் தெ4ரத்தெ,saan dheratte,,,,"Polishing, Sharpening",கூர்மைப்படுத்துவது,அய்து3னுக் ஸான் தெ4ரத்தெ ஹிந்தொ3 லெந்து ஸே,Sharpening of weapons remains to this day,ஆயுதங்களைக் கூர்மைப்படுத்துவது இன்றுவரை உள்ளது,gerund,corpus_sourashtradictionary
,,ஸிங்குலத்தெ,singkulatte,,,,"Doubting, Suspicion","சந்தேகப்படுதல், சந்தேகப்படுவது",ஸிங்குலத்தெ மெந்தொ ஒஜாதி மொன்னு ரோகு3,Doubting is a kind of mental disease,சந்தேகப்படுவது என்பது ஒரு வகை மனநோய்,gerund,corpus_sourashtradictionary
,,ஸிஞ்ஜத்தெ,sinjjatte,,,,Spraying,தெளித்தல்,ஜந்துநஸினிக் ஸிஞ்ஜத்தெஹால் பீகுன் ரக்ஷண் ஹோஸு,Crops are protected by spraying pesticides,பூச்சிக்கொல்லிகளை தெளிப்பதால் பயிர்கள் பாதுகாக்கப்படுகின்றன,gerund,corpus_sourashtradictionary
,,ஸிடத்தெ,siTatte,,,,Worshipping,வழிபடுதல்,கெஷ்டம் பொட3த்தவேள் தே3வுக் ஸிடத்தெ சொக்கட் ப2லன் தே3யி,Worshiping God in times of trouble will bring good results,கஷ்டகாலத்தில் கடவுளை வழிபடுதல் நல்ல பலனைத்தரும்,gerund,corpus_sourashtradictionary
,,ஸில்கு3லத்தெ,silgulatte,,,,"Praising, Appreciating","மெச்சுதல், பாராட்டுதல்",அபுல் ப்ரபா4வ் மெந்தொ அவ்ங்கோஸ் அமி ஸில்கு3லத்தெ,Bragging is the act of praising oneself,தற்பெருமை என்பது தன்னைத்தானே புகழுவது,gerund,corpus_sourashtradictionary
,,ஸொமத்தெ,somatte,,,,Tolerating,"சகித்துக்கொள்ளுதல், பொறுத்துக்கொள்வது",அவ்ரெ தெ4ருமு பொ3லம் அஸ்கியொ ஸொமத்தெ,The strength of our Dharma is tolerating all,நமது தர்மத்தின் பலம் அனைத்தையும் பொறுத்துக் கொள்வதுதான்,gerund,corpus_sourashtradictionary
,,ஸொம்மத்தெ,sommatte,,,,Forgiving,மன்னித்தல்,து3ஸுரெதெங்கொ3 ஸொம்மத்தெ மொரெ பா3 ம்ஹொட்டொ பொ3லம்,Forgiving others is my father's great strength,மற்றவர்களை மன்னிப்பது என் தந்தையின் பெரிய பலம்,gerund,corpus_sourashtradictionary
,,ஶில்க3த்தெ,ssilgatte,,,,"Praising, Appreciating","புகழுதல், பாராட்டுதல்",ரஜாக் ஶில்க3த்தெ ஜேமுக் வெது3ர் ஸீ ஒண்டேஸ்,Praising the king is only in anticipation of the gift,அரசனைப் புகழ்வது பரிசை எதிர்பார்த்து மட்டுமே,gerund,corpus_sourashtradictionary
,,ஹுக்3ட3த்தெ,hugDatte,,,,Opening,திறத்தல்,பரமபத கவாட்3 ஹுக்3ட3த்தெ வைகுண்ட ஏகாதஸி தெந்து3ஸ் சலஸு,The opening of the Paramatman Gate will take place on Vaikunda Ekadasi,பரமபத வாசல் திறப்பது வைகுண்ட ஏகாதசி அன்று நடக்கும்,gerund,corpus_sourashtradictionary
