sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,போட் முரட3னி,pOT muraDani,,,,Stomach upset,"வயிற்றை கலக்குதல், வயிறு கோளறு",ஒஜனானுனுக் காபி பியெத் போட் முரடா3யி,"For some people, coffee upsets their stomach",சிலருக்கு காபி குடித்தால் வயிற்றை கலக்கும்,disease,corpus_sourashtradictionary
,,ஹக்3கு3னொ,hagguno,,,,"Diarrhoea, Loose motion","பேதி, வயிற்றுப்போக்கு",திக்கெ வேன் க2யெதி3 ஹக்3கு3னொ ஹோயி,Eating too much spicy can cause diarrhoea,காரம் அதிகம் சாப்பிட்டால் வயிற்றுப்போக்கு உண்டாகும்,disease,corpus_sourashtradictionary
,,மல ப4ந்தி3னி,mala bhandini,,,,Constipation,மலச்சிக்கல்,மல ப4ந்தி3னி ஸேத்தெனு பனி ஜு2க்கு பெனொ,Constipated people should drink plenty of water,மலச்சிக்கல் உள்ளவர்கள் நிறைய தண்ணீர் குடிக்க வேண்டும்,disease,corpus_sourashtradictionary
,,கான் து3ன்னொ,kaan dunno,,,,Ear pain,காது வலி,வேன் ஸில்லொஹால் கான் து3ன்னொ அவயி,Excessive cold can cause ear pain,அதிகப்படியான குளிரால் காது வலி வரும்,disease,corpus_sourashtradictionary
,,தா3த் து3ன்னொ,daat dunno,,,,Toothache,பல் வலி,கெ4ட்டியொ காய்தி சவெதி3 தா3த் து3ன்னொ அவயி,Biting a hard one can cause toothache,கடினமான ஒன்றைக் கடித்தால் பல்வலி ஏற்படலாம்,disease,corpus_sourashtradictionary
,,தா3த் அம்பு3லனி,daat ambulani,,,,Tooth sensitivity,பல் கூச்சம்,அம்பு3லொ க2யெத் தா3த் அம்பு3லாயி,Eating gooseberry can cause tooth sensitivity,நெல்லிக்காய் சாப்பிட்டால் பல் கூச்சம் ஏற்படும்,disease,corpus_sourashtradictionary
,,தொ3ஸ்கொ து3ன்னொ,dosko dunno,,,,Headache,தலைவலி,வேன் ஹூனும் ஹிண்டெ3த் தொ3ஸ்கொ து3ன்னொ அவயி,Wandering in the hot sun can cause headache,கடும் வெயிலில் அலைந்தால் தலைவலியை உண்டாக்கும்,disease,corpus_sourashtradictionary
,,குண்டெ3ன் து3ன்னொ,kuNDen dunneaa,,,,Heart attack,மாரடைப்பு,கு3ண்டெ3க் ஜாரியொ ரெக3த் ர்ஹியெவாகுர் ஹிப்3பி3 ர்ஹாத்தவேள் கு3ண்டெ3ன் து3ன்னொ அவஸு,A heart attack happens when blood flow to the heart suddenly becomes blocked,இதயத்திற்கு செல்லும் இரத்த ஓட்டம் திடீரென தடைபடும்போது மாரடைப்பு ஏற்படுகிறது,disease,corpus_sourashtradictionary
,,ஸெக்கரு ரோக்3,sekkaru rOg,,,,Diabetes,"சர்க்கரை நோய், நீரிழிவு நோய்",ஸெக்கர் ரோக்3கெரின் நிச்சு 2 கி.மீ சலத்தெ ப3ரொ,Diabetic patients should walk 2 km daily,சர்க்கரை நோயாளிகள் தினமும் 2 கி.மீ நடப்பது நல்லது,disease,corpus_sourashtradictionary
,,ரெக3து அவ்ங்கினி,regatu avngkini,,,,"Blood pressure, BP, Bloodpressure",இரத்த அழுத்தம்,உஞ்சா ரெக3து அவ்ங்கினி ஸேத்தெனு ஸுட்டுனாத்தக் தே3ஹப்4யாஸ் கெர்னொ,People with high blood pressure should exercise regularly,உயர் இரத்த அழுத்தம் உள்ளவர்கள் தொடர்ந்து உடற்பயிற்சி செய்ய வேண்டும்,disease,corpus_sourashtradictionary
,,கு3ட்3கா3ன் து3ன்னொ,guDgaan dunno,,,,Knee pain,முழங்கால் வலி,கு3ட்3கா3ன் து3ன்னொ ஸேத்தெனு க2ல்லொ பி3ஸஹோனா,People with knee pain should not sit on the floor,முழங்கால் வலி உள்ளவர்கள் தரையில் உட்காரக்கூடாது,disease,corpus_sourashtradictionary
,,தாப்,taap,,,,Fever,காய்ச்சல்,ராதும் மொஞ்சும் சுட்டு பி2ரெத் தாப் அவயி,Walking in the snow at night causes fever,இரவில் பனியில் சுற்றினால் காய்ச்சல் வரும்,disease,corpus_sourashtradictionary
,,ஆங்கு3 ஹுன்னொ,aanggu hunno,,,,Fever,காய்ச்சல்,ஆங்கு3 ஹுன்னொ ர்ஹாத்தவேள் ஸில்லொகன் கொன்னி பே ஹோனா,Do not drink anything cold when you have a fever,காய்ச்சல் இருக்கும்போது குளிர்ச்சியாக எதையும் குடிக்கக்கூடாது,disease,corpus_sourashtradictionary
,,ஹெம்பினி,hempini,,,,"Wheezing, Panting, Asthma","மூச்சிரைத்தல், ஆஸ்துமா",ஹெம்பினி ஸேத்தெனு ஜெஜ்ஜும் ர்ஹீ து3தூ3ர் ர்ஹனொ,People with asthma should stay away from dust,மூச்சுத்திணறல் உள்ளவர்கள் தூசியிலிருந்து விலகி இருக்க வேண்டும்,disease,corpus_sourashtradictionary
,,நாடி3,naaDi,,,,Pulse,துடிப்பு,பை2லொ ரொகி3 நாடி3க் ஸவொ,Look at the patient's pulse first,முதலில் நோயாளியின் துடிப்பைப் பாருங்கள்,disease,corpus_sourashtradictionary
,,ம்ஹொடொ3 ரோக்3,mhoDo rOg,,,,Leprosy,"தொழுநோய், குஷ்டம்",ம்ஹொடொ3 ரோகு3க் ப3ரொ கெரத்தக் முஸையி,Leprosy can be cured,தொழுநோயை குணப்படுத்த முடியும்,disease,corpus_sourashtradictionary
,,"உபி3ர்மாம்ஸு, கர்கரோக்3","ubirmaamsu, karkarOg",,,,Cancer,புற்றுநோய்,கர்கரோகு3க் ஹர்ம்ப3 ஸ்தரும் ப3ரொ கெரத்தக் முஸையி,Cancer can be cured at an early stage,புற்றுநோயை ஆரம்ப நிலையிலேயே குணப்படுத்த முடியும்,disease,corpus_sourashtradictionary
,,க்ஷயம்,kshayam,,,,"Decay, Destruction, Insufficient","சிதைவு, அழிவு, குறைவு, பற்றாக்குறை",விட்டமின்ஸுனு ஆங்கு3க் க்ஷயமு ர்ஹீ கப3ட3ஸு,Vitamins protect the body from decay,வைட்டமின்கள் உடலை சிதைவிலிருந்து பாதுகாக்கின்றன,disease,corpus_sourashtradictionary
,,க்ஷயரோக்3,kshayarOg,,,,Tuberculosis,காசநோய்,க்ஷயரோக்3 கொவ்ஸாக் ஹீன் கெரஸு,Tuberculosis affects the lungs,காசநோய் நுரையீரலை பாதிக்கிறது,disease,corpus_sourashtradictionary
,,ப2ண்டொ3ரோக்3,phaNDorOg,,,,Vitiligo,வெண்குஷ்டம்,கெண்டா3ம் மெலனின் உன்னொ பொடெ3த் ப2ண்டொ3ரோக்3 அவயி,"When the melanin in the skin decreases, Vitiligo occurs",தோலில் மெலனின் குறைந்தால் வெண்குஷ்டம் வரும்,disease,corpus_sourashtradictionary
,,ரெகது3 க்ஷயம்,rekadu kshayam,,,,Anaemia,இரத்த சோகை,தோன் ப2ண்டொ3 ஹனெத் தெல்லெ ரெகது3 க்ஷயம்கன் ர்ஹவாயி,"If the face is pale, it may be anemia","முகம் வெளிறியிருந்தால், அது இரத்த சோகையாக இருக்கலாம்",disease,corpus_sourashtradictionary
,,தா3து3 க்ஷயம்,daadu kshayam,,,,Tooth decay,"பல் சிதைவு, பல் சொத்தை",தா3து3 க்ஷயம் ஸேத்தெனு ஸில்லகன் கொன்னி பே ஹோனா,People with tooth decay should not drink anything cold,பல் சொத்தை உள்ளவர்கள் குளிர்ச்சியாக எதையும் குடிக்கக்கூடாது,disease,corpus_sourashtradictionary
,,ஹோங்கு3 ந்ஹினா,hOnggu nhinaa,,,,"Insomnia, Inability to sleep",தூக்கமின்மை,பி4யாரும் நெஷ்டி அவெஹால் தெனு ஹோங்கு3ந்ஹினாத்தக் கெஷ்டம் பொ3ட3ராஸ்,He is suffering from insomnia due to loss of business,வியாபாரத்தில் நஷ்டம் ஏற்பட்டதால் அவர் தூக்கமின்றி தவித்து வருகிறார்,disease,corpus_sourashtradictionary
,,பூ4க்மர்னி,bhookmarni,,,,"Anorexia, Lack of appetite",பசியின்மை,போடுர் அய்து3சிகித்ஸொ கெரெ ப2ராது தெனு பூ4க்மர்னி ஹால் பா3தொ3 பொ3ட3ராஸ்,He suffers from anorexia after abdominal surgery,வயிற்று அறுவை சிகிச்சைக்குப் பிறகு அவர் பசியின்மையால் அவதிப்படுகிறார்,disease,corpus_sourashtradictionary
,,கோ2ட்,khOT,,,,"Leprosy, Leper","தொழுநோய், குஷ்டம், தொழுநோயாளி",கோ2ட் ஒண்டெ தெ4ர்னி ரோகு3,Leprosy is an infectious disease,தொழுநோய் ஒரு தொற்று நோய்,disease,corpus_sourashtradictionary
,,பொஸுவாய்,posuvaay,,,,Stroke,பக்கவாதம்,பொஸுவாய் ஜு2க்குகன் ஆங்கு3ம் ஒண்டெ பொகடு ஹீன் கெரஸு,Stroke mostly affects one side of the body,பக்கவாதம் பெரும்பாலும் உடலின் ஒரு பக்கத்தை பாதிக்கிறது,disease,corpus_sourashtradictionary
,,தெ3ள்கொ ஆங்கு3,deLko aanggu,,,,Obesity,"உடல் பருமன், மிகவும் குண்டு",தெ3ள்கொ ஆங்கு3 கு3ட்3கா3ன் து3ன்னொ தே3யி,Obesity can cause knee pain,உடல் பருமன் முழங்கால் வலியை ஏற்படுத்தும்,disease,corpus_sourashtradictionary
,,கமால்,kamaal,,,,Jaundice,மஞ்சள் காமாலை,கமால் களஜ்ஜி ந்ஹீ ஜியெத் தெள்ஜிக் ஹீன் கெரஸு,Jaundice affects the liver or gallbladder,மஞ்சள் காமாலை கல்லீரல் அல்லது பித்தப்பையை பாதிக்கிறது,disease,corpus_sourashtradictionary
,,பொன்னங்கி3,ponnanggi,,,,Mumps,பொன்னுக்கு வீங்கி,பொன்னங்கி3 ஜு2க்குகன் பில்லல்னுக் அவயி,Mumps mostly affects children,பொன்னுக்கு வீங்கி பெரும்பாலும் குழந்தைகளுக்கு வரும்,disease,corpus_sourashtradictionary
,,அம்மொ,ammo,,,,Chickenpox,சின்னம்மை,கொ4ம்மொ ஒண்டெ பில்லாக் அம்மொ நிகி3ளெதி3 அங்கொ3ண்டெ பில்லாக் மெல்லொ அவயி,"If one child gets chickenpox at home, another child will get it",வீட்டில் ஒரு குழந்தைக்கு சின்னம்மை வந்தால் இன்னொரு குழந்தைக்கும் வரும்,disease,corpus_sourashtradictionary
,,ம்ஹொடொ3 அம்மொ,mhoDo ammo,,,,Smallpox,பெரியம்மை,ம்ஹொடொ3 அம்மா ரோக்3 ம்ஹௌஜட்டிரியொ,Smallpox has been eradicated,பெரியம்மை நோய் ஒழிக்கப்பட்டது,disease,corpus_sourashtradictionary
,,தெட்டு,teTTu,,,,Rashes,வேனல்கட்டி,தெட்டு ஹூநுகலமு நிகு3ளஸு,Rashes occur during the summer,வேனல் கட்டி கோடை காலத்தில் ஏற்படும்,disease,corpus_sourashtradictionary
,,கஞ்ஜொ,kanjjo,,,,Measles,தட்டம்மை,கஞ்ஜொ வராம் ர்ஹுந்த3ஸு,Measles spreads through the air,தட்டம்மை காற்றில் பரவுகிறது,disease,corpus_sourashtradictionary
,,மூஸொ,mooso,,,,"Faint, Unconscious","மயக்கம், நினைவற்று",தெ2வ்டெ3 தெனு ரெக3த் ஸியெத் மூஸொ லயி பொட3ன்,Some people will faint when they see blood,சிலர் ரத்தத்தை பார்த்தால் மயங்கி விழுவார்கள்,disease,corpus_sourashtradictionary
,,மூஸல்,moosal,,,,"Faint, Unconscious","மயக்கம், நினைவற்று",பெ3து3ராத்திஸா ஸமாசார் அய்கெத் மூஸல் அவய்,Fainting comes when you hear shocking news,அதிர்ச்சியான செய்தியைக் கேட்டால் மயக்கம் வரும்,disease,corpus_sourashtradictionary
