sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,அந்தெ3ம் தி3வொ,andem divo,,,,Sand lamp,விளக்கெண்ணெய் விளக்கு,அந்தெ3ம் தி3வொ நிள்ச்சி ஜெலை,The sand lamp burns steadily,விளக்கெண்ணெய் விளக்கு நிலைத்து எரியும்,household,corpus_sourashtradictionary
,,"தொரணு தி3வொ, ஜு2ம்பர்","toraNu divo, jhumpar",,,,Chandelier,சர விளக்கு,நெட்ஷத்ரு வஸனுஶாலாம் தொரணு தி3வாக் ஸவாயி,Chandelier can be seen in Star Hotels,நட்சத்திர ஓட்டல்களில் சரவிளக்கைப் பார்க்கலாம்,household,corpus_sourashtradictionary
,,து4ம்டி,dhumTi,,,,Fire Torch,தீப்பந்தம்,தே3வு சுட்டும் து4ம்டிக் க2ல்லி ஜாஸுனு,They carry torches in God's procession,கடவுள் ஊர்வலத்தில் தீப்பந்தம் ஏந்திச் செல்கின்றனர்,household,corpus_sourashtradictionary
,,லகு3டா3த2ந்தி3லி,laguDaathandili,,,,Wooden Fire Torch,மர தீப்பந்தம்,முந்த3டி3 காலும் ரவுளும் லகு3டா3த2ந்தி3லி ப்ரயோக்3 கெர்யாஸி,In ancient times wooden torches were used in palace,பழங்காலத்தில் அரண்மனையில் மர தீப்பந்தம் பயன்படுத்தினார்கள்,household,corpus_sourashtradictionary
,,மெயின் வாத்,meyin vaat,,,,Candle,மெழுகுவர்த்தி,கெம்பி3 மத்தாவ் ஜெலட3த்தக் மெயின் வாதூஸ் மேடு,Candles are best to lit the sparkler fire crackers,கம்பி மத்தாப்பு கொளுத்துவதற்கு மெழுகுவர்த்தியே சிறந்தது,household,corpus_sourashtradictionary
,,விஜனொ,vijano,,,,Hand Fan,கை விசிறி,தாளு பானு விஜனொ மது3ரெம் வேன் நாவ் பொட3யொ,Palm leaf hand fan is very popular in Madurai,பனை ஓலை கை விசிறி மதுரையில் மிகவும் பிரபலம்,household,corpus_sourashtradictionary
,,விஜிலி விஜனொ,vijili vijano,,,,"Electric Fan, Ceiling Fan",மின்விசிறி,ஹூனுகலமு விஜிலி விஜனொ த4மிலேத்கன் ர்ஹாய்,During summer the Ceiling Fan keeps running,கோடை காலத்தில் மின்விசிறி ஓடியபடியே இருக்கும்,household,corpus_sourashtradictionary
,,மேஜொ விஜனொ,mEjo vijano,,,,Table Fan,மேஜை விசிறி,மேஜொ விஜனாம் ர்ஹீ வரொ ஸில்லொகன் அவஸு,The air from the table fan is cool,மேஜை விசிறியில் இருந்து காற்று குளிர்ச்சியாக வருகிறது,household,corpus_sourashtradictionary
,,பீடொ2 விஜனொ,peeTho vijano,,,,Pedestal Fan,பீட மின்விசிறி,ஹொராடு3 மஹாலும் பீடொ2 விஜனாக் ஸவாய்,Pedestal fans can be found in the wedding hall,திருமண மண்டபத்தில் பீட மின்விசிறியைக் காணலாம்,household,corpus_sourashtradictionary
,,தூ3ர்தெ3க்கண்ணி,doordekkaNNi,,,,Television,தொலைக்காட்சி,ஹிந்தொ3 அஸ்கி கொ4ம்மானும் தூ3ர்தெ3க்கண்ணி ஸே,"Today, every home has a Television",இன்று அனைத்து வீட்டிலும் தொலைக்காட்சி உள்ளது,household,corpus_sourashtradictionary
,,தெரொ,tero,,,,Screen,திரை,தூ3ர்தெ3க்கண்ணி தெராக் பொஸுவொ,Wipe the TV screen,தொலைக்காட்சி திரையைத் துடைக்கவும்,household,corpus_sourashtradictionary
,,தெரா பொ3ட்டொ,teraa boTTo,,,,Curtain,திரைச்சீலை,தெனொ தெரா பொ3ட்டாம் ர்ஹீ ப4ராட் தொங்கி3 ஸியெஸ்,He peeked out from the curtains,அவன் திரைச்சீலையில் இருந்து வெளியே எட்டிப்பார்த்தான்,household,corpus_sourashtradictionary
,,தூ3ருநியந்த்ரொ,dooruniyantro,,,,Remote control,தொலையியக்கி,பில்லல்னு தூ3ருநியந்த்ரொ ஹால் சித்ருனுக் மர்ச்சிலேத் ர்ஹான்,Kids keep changing channels with the remote control,குழந்தைகள் தூர இயக்கியால் சேனல்களை மாற்றிக்கொண்டே இருப்பார்கள்,household,corpus_sourashtradictionary
,,தூ3ர்வதி3னி,doorvadini,,,,"Phone, Telephone",தொலைபேசி,ஹாதுவதி3னி அவெ ப2ராது தூ3ர்வதி3னி வவ்ரினி உன்னொ பொள்டி3யொ,"After the arrival of the mobile phone, the use of telephones decreased",கைபேசி வந்த பிறகு தொலைபேசி பயன்பாடு குறைந்துவிட்டது,household,corpus_sourashtradictionary
,,ஹாதுவதி3னி,haatuvadini,,,,"Cell Phone, Mobile Phone",கைபேசி,பில்லல்னு ஜொவள் மெல்லொ ஹாதுவதி3னி ஸே,Even children have cell phones,சிறியவர்களிடம் கூட கைபேசி உள்ளது,household,corpus_sourashtradictionary
,,ஸில்லா பெடி,sillaa peTi,,,,"Refrigerator, Fridge",குளிர்சாதன பெட்டி,ஸில்லா பெடிம் பனி கெ3ட்3டொ3 உத்பத்தி கெருவாயி,Ice can be made in the refrigerator,குளிர்சாதன பெட்டியில் பனிக்கட்டி தயாரிக்கலாம்,household,corpus_sourashtradictionary
,,ஸில்ல வரா பெடி,silla varaa peTi,,,,Air conditioner,குளிரூட்டி,ஹூனுகலமு ஸில்ல வரா பெடி ந்ஹாத்தக் ர்ஹவானா,Can't live without air conditioner in summer,கோடையில் குளிரூட்டி இல்லாமல் இருக்க முடியாது,household,corpus_sourashtradictionary
,,இஸ்திரி,istiri,,,,Clothes Iron,சலவைப் பெட்டி,விஜிலி இஸ்திரிக் கெ4டி3ம் ப்ரயோக்3 கெரத்தக் முஸை,Electric clothes iron can be used immediately,மின்சார சலவைப் பெட்டியை உடனடியாக பயன்படுத்த முடியும்,household,corpus_sourashtradictionary
,,பொல்காவஸ்துன்,polkaavastun,,,,Furnitures,மரச்சாமான்,தேகு ஜா2டு3னும் கெரெ பொல்காவஸ்துனுன் மோல் வேனு,Furniture made of teak wood is expensive,தேக்கு மரத்தால் செய்யப்பட்ட மரச்சாமான்கள் விலை அதிகம்,household,corpus_sourashtradictionary
,,சார்பாய்ஞ்,caarpaaynj,,,,Stool,நாற்காலி,தெனு சார்பாய்ஞிம் ஹிப்3பி3 ர்ஹீ தி3வொ பொ4வ்ர்யாஸ்,He stood on the stool and lit the lamp,அவர் நாற்காலியில் நின்று விளக்கை ஏற்றினார்,household,corpus_sourashtradictionary
,,குர்ஸி,kursi,,,,Chair,மேஜை நாற்காலி,ஒள்டு3ன் குர்ஸினும் விஶ்ராந்திகன் பி3ஸி ஸே,Elderly people are sitting leisurely in chairs,வயதானவர்கள் நாற்காலிகளில் ஓய்வாக அமர்ந்திருக்கிறார்கள்,household,corpus_sourashtradictionary
,,"பீடொ2, மேஜொ","peeTho, mEjo",,,,Table,மேஜை,பீடொ2 ஹொல்லொ ஒர்கு3னாங்கொ3,Do not lean on the table,மேஜை மீது சாயாதீர்கள்,household,corpus_sourashtradictionary
,,ஜெமரியொ பீடொ2,jemariyo peeTho,,,,Dining table,உணவருந்தும் மேசை,க2யி ஹொட்டி ஜெமரியொ பீடா2க் பொஸி தொ2வொ,Wipe the dining table after eating,சாப்பிட்ட பிறகு சாப்பாட்டு மேசையை துடைத்து வைக்கவும்,household,corpus_sourashtradictionary
,,திவி,tivi,,,,Long Bench,"நீண்ட இருக்கை, அமரும் பலகை",நெவ்டா3ம் ஒண்டெ திவி ஸே,There is a long bench in the corridor,நடைபாதையில் ஒரு நீண்ட இருக்கை உள்ளது,household,corpus_sourashtradictionary
,,ப3து3லொ,badulo,,,,Long Bench,"நீண்ட இருக்கை, அமரும் பலகை",இக்லான் ப3து3லாம் பி3ஸி ஸே,Students are sitting on the bench,மாணவர்கள் பலகையில் அமர்ந்திருக்கிறார்கள்,household,corpus_sourashtradictionary
,,கொ2ள்டி,khoLTi,,,,"Bag, Carry Bag",பை,கய்லொகெஸுர் கொ2ள்டி கோஸெ?,Where is the vegetable bag?,காய்கறி பை எங்கே?,household,corpus_sourashtradictionary
,,பிஸ்னி கொ2ள்டி,pisni khoLTi,,,,Plastic bag,நெகிழி பை,பிஸ்னி கொ2ள்டிக் பி2ரிவவ்ரத்தெ கெஷ்டமு,Plastic bags are difficult to recycle,பிளாஸ்டிக் பைகளை மறுசுழற்சி செய்வது கடினம்,household,corpus_sourashtradictionary
,,கெச்செந்தி3,keccendi,,,,"Gunny bag, Sack",கோணி,ஸுனொ கெச்செந்தி3 ஹொல்லொ பி3ஸி ஸே,Dog is sitting on the gunny bag,நாய் கோணிப்பை மீது அமர்ந்துள்ளது,household,corpus_sourashtradictionary
,,கொ2ள்டொ,khoLTo,,,,"Gunny bag, Sack",சாக்குப்பை,செகு3லொ ஹெடி3 கொ2ள்டாம் தவொ,Put the chopped firewood in the sack,விறகு சிராயை எடுத்து சாக்குப்பையில் போடுங்கள்,household,corpus_sourashtradictionary
,,பெடி,peTi,,,,Box,பெட்டி,பெடிம் ஹன்னவ் லிக்கடி3 தொ2வ்னு,They hide money in the box,பெட்டியில் பணத்தை ஒளித்து வைப்பார்கள்,household,corpus_sourashtradictionary
,,கோஷ்டு,kOshTu,,,,Wooden bureau,மர பீரோ,பில்லல்னு கோஷ்டும் லிக்குள்ளராஸ்,The children hide in the wooden bureau,குழந்தைகள் மர பீரோவில் ஒளிந்து கொள்கிறார்கள்,household,corpus_sourashtradictionary
,,ஸுரு,suru,,,,Bottom Drawer of a Bureau,பீரோவின் கீழ் இழுப்பறை,கோஷ்டும் உன்னபொட3யொ தீ3 ஸுருன் ர்ஹாய்,A wooden bureau has at least two drawers,மர பீரோவில் குறைந்தது இரண்டு இழுப்பறைகள் இருக்கும்,household,corpus_sourashtradictionary
,,பொரொ,poro,,,,Bottom Drawer of a Bureau,பீரோவின் கீழ் இழுப்பறை,பிர்ஜனம் ந்ஹாத்த வஸ்துனுக் பொராம் தய்தன்,Useless items are put away in bureau drawers,பயனற்ற பொருட்களை பீரோ இழுப்பறைகளில் போட்டுவிடுவார்கள்,household,corpus_sourashtradictionary
,,ஹிந்து3ளொ,hinduLo,,,,Swing,ஊஞ்சல்,பில்லல்னு ஹிந்து3ளாம் க2ளத்தக் ப்ராமொ பொட3ராஸ்,Children love to play on the swing,குழந்தைகள் ஊஞ்சலில் விளையாட விரும்புகிறார்கள்,household,corpus_sourashtradictionary
,,ஸேணி,sENi,,,,Ladder,ஏணி,ஸேணினுக் ஜு2க்குகன் பொ3ங்கு3ம் கெரனு,Ladders are mostly made of bamboo,ஏணிகளை பெரும்பாலும் மூங்கிலால் செய்வார்கள்,household,corpus_sourashtradictionary
,,ஸடொ,saTo,,,,Ladder,ஏணி,அத்தொ ஜெலுமினும் கெரெ மொன்ட்சத்திஸா ஸடொ அப்3ப3ரஸி,"Foldable Ladders, made of Aluminium, are available now",அலுமினியத்தால் செய்யப்பட்ட மடிக்கக்கூடிய ஏணிகள் இப்போது கிடைக்கின்றன,household,corpus_sourashtradictionary
,,அள்டாஸடொ,aLTaasaTo,,,,"Attic ladder, Loft ladder",பரண் ஏணி,அள்டாம் ஹிங்க3த்தக் அள்டாஸடொ பிர்ஜனம் பொட3ஸு,A loft ladder is used to climb upstairs,பரணில் ஏறுவதற்கு பரண் ஏணி பயன்படுத்தப்படுகிறது,household,corpus_sourashtradictionary
,,லோஸ்,lOs,,,,"Picture, Photo, Image","படம், புகைப்படம்",ஹாதுவதி3னிம் ஹெட3ரியொ லோஸுன் பெ4ளி ஸிங்க்3யார் ஸே,The photos taken on mobile phones are awesome,கைப்பேசியில் எடுக்கப்பபடும் புகைப்படங்கள் அருமையாக இருக்கின்றன,household,corpus_sourashtradictionary
,,ஸதி3,sadi,,,,Umbrella,குடை,ஸதி3ன் ஜு2க்குகன் களொ வனிம் ர்ஹாயி,Umbrellas are mostly black,குடைகள் பெரும்பாலும் கருப்பு நிறத்தில் இருக்கும்,household,corpus_sourashtradictionary
,,நிவி,nivi,,,,"Trough, Tank, Tub",தொட்டி,கா3ய்கொ3ருன் பேத்தக் து4வனு பனி நிவிம் ஸொட3னு,The rice washed water is poured into a wooden trough for the cattle to drink,கால்நடைகள் குடிக்க கழனி தண்ணீரை மர தொட்டியில் ஊற்றுவார்கள்,household,corpus_sourashtradictionary
,,ப3ள்ளொ,baLLo,,,,Bucket,வாளி,ப3ள்ளாம் ஸேத்தெ ஒல்லொ பொ3ட்டானுக் ஸுக்கடு3வொ,Dry the wet clothes in the bucket,வாளியில் உள்ள ஈரமான துணிகளை உலர்த்தவும்,household,corpus_sourashtradictionary
,,ஹந்தா3ர்,handaar,,,,Dark,இருட்டு,ஹந்தா3ரும் அவ்ரெஹால் ஸாத்தக் முஸுனா,We cannot see in the dark,இருட்டில் நம்மால் பார்க்க முடியாது,household,corpus_sourashtradictionary
,,ஹுஜால்,hujaal,,,,Light,வெளிச்சம்,நார்வே தே3ஶும் ஸோ ம்ஹடா3னுக் ஹுஜால் ர்ஹானா,There will be no light in Norway for six months,நார்வேயில் ஆறு மாதங்களுக்கு வெளிச்சம் இருக்காது,household,corpus_sourashtradictionary
,,நேகு3,nEgu,,,,Light,ஒளி,ஸுரிது நேகு3க் ஸமான் கொன்னி ந்ஹீ,Nothing equals sunlight,சூரிய ஒளிக்கு சமமாக எதுவும் இல்லை,household,corpus_sourashtradictionary
,,ஜோதி,jOti,,,,Light,ஒளி,ஞானின் தே3வுக் ஜோதி ரூபும் ஸாராஸ்,The sages see God in the form of light,ஞானிகள் இறைவனை ஒளி வடிவில் காண்கிறார்கள்,household,corpus_sourashtradictionary
,,க3தி3,gadi,,,,Granary pot,குதிர்,"க3தி3 மெந்தொ ஸால், தந்து3 செர்ச்சி தொ2வரியொ பொ4ன்னொ",Granary pot is a pot for storing paddy and rice,"குதிர் என்பது நெல், அரிசி சேமித்துவைக்கும் பானை",household,corpus_sourashtradictionary
,,கெ3ல்லோ,gellO,,,,Earthen pot for storing grains,"அரிசி, தானியம் சேமித்து வைக்கும் குதிர்",பொர்க்யாடு3ம் கெ3ல்லாம் தந்து3 தயி தொ2வஸுனு,"In the village, rice is put in the granary pots","கிராமத்தில், குதிரில் அரிசியை போட்டு வைப்பார்கள்",household,corpus_sourashtradictionary
,,பூ4தத்3த3ம்,bhootaddam,,,,Magnifying glass,பூதக்கண்ணாடி,எல்லெ பூ4தத்3த3ம் அவ்ரெ ஐங்கே4ர்பா3யோ,This magnifying glass belonged to my grandfather,இந்த பூதக்கண்ணாடி என் தாத்தாவுடையது,household,corpus_sourashtradictionary
,,பவ்க3ள்,pavgaL,,,,"Ancient form of footwear, Wooden footwear","பாதுகை, மர காலணி",லக்ஷ்மணொ ராமுடு3 பவ்க3ள் தொ2வி ராஜ்ஜலஸி,Lakshman ruled the kingdom with the footwear of Rama,லக்ஷ்மணன் இராமனின் பாதுகைகளுடன் ராஜ்யத்தை ஆண்டான்,household,corpus_sourashtradictionary
,,செவ்னி,cevni,,,,"Slipper, Footwear",செருப்பு,ஹூனுகலமு செவ்னி ந்ஹாத்தக் சலத்த முஸுனா,Can't walk without sandals in summer,கோடையில் செருப்பு இல்லாமல் நடக்க முடியாது,household,corpus_sourashtradictionary
,,பாய்ஞ்ஹொவி,paaynjhovi,,,,"Slipper, Shoe",காலணி,யந்த்ரஶாலாம் ஸேத்தெ அஸ்கிதெனு பாய்ஞ்ஹொவி தய்லி ஸே,Everyone in the factory wear shoes,தொழிற்சாலையில் உள்ள அனைவரும் காலணிகள் அணிந்துள்ளனர்,household,corpus_sourashtradictionary
