sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
ꢦꢶꢭ꣄ꢭꣁ,पिल्ला॑,பில்லொ,pillo',pillO,pillŏ,pɪllo,young one of birds,குஞ்சு,,,,Age-and-Growth-Stages,words
ꢦꢶꢭ꣄ꢭꣁ,पिल्ला॑,பில்லொ,pillo',pillO,pillŏ,pɪllo,young one of animals,குட்டி,,,,Age-and-Growth-Stages,words
ꢒꢸꢪꢵꢬꣁ,कुमारा॑,குமரொ,kumaaro',kumArO,kumārŏ,kumɑːɾo,unmarried young man,குமரன்,,,,Age-and-Growth-Stages,words
ꢒꢸꢪꢵꢬꢶ,कुमारि,குமரி,kumaari,kumAri,kumāri,kumɑːɾɪ,unmarried young girl,குமரி,,,,Age-and-Growth-Stages,words
ꢥꢴꢸꢒ꣄ꢬꢸ,न्हुक्रु,நு:க்ரு,nhukru,nhukru,nhukru,n̪ɦukɾu,child,குழந்தை,,,,Age-and-Growth-Stages,words
ꢥꢴꢸꢬꢸꢦꢥ꣄,न्हुरुपन्,நு:ருபன்,nhurupan,nhurupan,nhurupan,n̪ɦuɾupən̪,childhood,குழந்தைப் பருவம்,,,,Age-and-Growth-Stages,words
ꢨꢵꢭ꣄ꢫꢦꢥ꣄,बाल्यपन्,பா3ல்யபன்,baalyapan,bAlyapan,bālyapan,bɑːljəpən̪,childhood,குழந்தைப் பருவம்,,,,Age-and-Growth-Stages,words
ꢨꢵꢭ꣄ꢫꢪ꣄,बाल्यम्,பா3ல்யம்,baalyam,bAlyam,bālyam,bɑːljəm,childhood,குழந்தைப் பருவம்,,,,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꢶ,न्हन्नि,ந:ன்னி,nhanni,nhanni,nhanni,n̪ɦən̪n̪ɪ,child­,குழவி,,,,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꢶ,न्हन्नि,ந:ன்னி,nhanni,nhanni,nhanni,n̪ɦən̪n̪ɪ,girl,சிறுமி,,,,Age-and-Growth-Stages,words
ꢥꢴꢥ꣄ꢥꣁ,न्हन्नो,ந:ன்னொ,nhanno',nhannO,nhannŏ,n̪ɦən̪n̪o,boy,சிறுவன்,,,,Age-and-Growth-Stages,words
ꢦ꣄ꢬꢵꢫꢪ꣄,प्रायम,ப்ராயம்,praayam,prAyam,prāyam,pɾɑːjəm,stage,பருவம்,,,,Age-and-Growth-Stages,words
ꢨꢵꢭꢦ꣄ꢬꢵꢫꢪ꣄,बलप्रायम,பா3லப்ராயம்,baalapraayam,bAlaprAyam,bālaprāyam,bɑːləpɾɑːjəm,young stage,பால பருவம்,,,,Age-and-Growth-Stages,words
ꢨꢵꢳꢸꢥ꣄,बळुन,பா3ளுன்,baal'un,bALun,bāl̤un,bɑːɭun̪,young children,பாலர்,,,,Age-and-Growth-Stages,words
ꢏꢬ꣄ꢱꢸ,आ॑र्सु,ஒர்ஸு,o'rsu,Orsu,ŏrsu,oɾs̪u,"age, stage",பிராயம்,,,,Age-and-Growth-Stages,words
ꢏꢱ꣄ꢱꢸ,आ॑स्सु,ஒஸ்ஸு,o'ssu,Ossu,ŏssu,os̪s̪u,"age, stage",பிராயம்,,,,Age-and-Growth-Stages,words
ꢨꢾꢜ꣄ꢒꢶ,ब॑ट्कि,பெ3ட்கி,be't'ki,bETki,bĕṭki,beʈkɪ,girl,பெண்,,,,Age-and-Growth-Stages,words
ꢂꢳꢶꢶ,अळि,அளி,al'ii,aLii,al̤ii,əɭɪɪ,girl,பெண்,,,,Age-and-Growth-Stages,words
ꢨꢾꢜ꣄ꢒꣁ,ब॑ट्का॑,பெ3ட்கொ,be't'ko',bETkO,bĕṭkŏ,beʈko,boy,பையன்,,,,Age-and-Growth-Stages,words
ꢪꢾꢥꢶꢒ꣄ \ ꢣꢭ꣄ꢭꢒ꣄ꢒꣁ,म॑निक \ दल्लक्का॑,மெனிக்,me'nik \ dallakko',mEnik \ dallakkO,mĕnik \ dallakkŏ,men̪ɪk \ d̪əlləkko,man,மனிதன்,,,,Age-and-Growth-Stages,words
ꢂꢪ꣄ꢪꢒ꣄ꢒꣁ,अम्मक्का॑,அம்மக்கொ,ammakko',ammakkO,ammakkŏ,əmməkko,woman,மனுஷி,,,,Age-and-Growth-Stages,words
ꢪꢵꢥꢸꢰꢪ꣄,मानुषम,மானுஷம்,maanusham,mAnuSam,mānuṣam,mɑːn̪uʂəm,human,மானுடம்,,,,Age-and-Growth-Stages,words
ꢏꢭ꣄ꢞꢶꢥ꣄,आ॑ल्डिन,ஒள்டி3ன்,o'ld'in,OlDin,ŏlḍin,olɖɪn̪,old woman,முதியவள்,,,,Age-and-Growth-Stages,words
ꢏꢭ꣄ꢞꣁ,आ॑ल्डो,ஒள்டொ3,o'ld'o',OlDO,ŏlḍŏ,olɖo,old man,முதியவன்,,,,Age-and-Growth-Stages,words
ꢣꢸꢒ꣄ꢬꣁ,दुक्रा॑,து3க்ரொ,dukro',dukrO,dukrŏ,d̪ukɾo,old age,"முதுமை,மூப்பு",,,,Age-and-Growth-Stages,words
ꢫꢸꢮꢡꢶ,युवति,யுவதி,yuvati,yuvati,yuvati,juʋət̪ɪ,young unmarried girl,யுவதி,,,,Age-and-Growth-Stages,words
ꢫꢸꢮꣁ,युवा॑,யுவொ,yuvo',yuvO,yuvŏ,juʋo,young man,யுவன்,,,,Age-and-Growth-Stages,words
ꢫꢸꢮꢥ꣄,युवन,யுவன்,yuvan,yuvan,yuvan,juʋən̪,young man,யுவன்,,,,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢥꢠꢦꢥ꣄,जव्णपन,ஜவ்ணபன்,javnanapan,javnaNapan,javnaṇapan,d͡ʒəʋn̪əɳəpən̪,youth,யெளவனம்,,,,Age-and-Growth-Stages,words
ꢫꣃꢮꢥꢪ꣄,यौवनम,யௌவனம்,yauvanam,yauvanam,yauvanam,jəuʋən̪əm,youth,யெளவனம்,,,,Age-and-Growth-Stages,words
ꢏꢬ꣄ꢱꢸ,आ॑र्सु,ஒர்ஸு,o'rsu,Orsu,ŏrsu,oɾs̪u,age,வயது,,,,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꢦ꣄ꢦꢥ꣄,ज्व्णपन,ஜவ்ணபன்,javnappan,javNappan,javṇappan,d͡ʒəʋɳəppən̪,youth stage,வாலிபப் பருவம்,,,,Age-and-Growth-Stages,words
ꢙꢮ꣄ꢠꢡ꣄ꢮꢪ꣄,जव्णत्वम,ஜவ்ணத்வம்,javnatvam,javNatvam,javṇatvam,d͡ʒəʋɳət̪ʋəm,youth,வாலிபம்,,,,Age-and-Growth-Stages,words
