sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,தொண்மொ,toNmo,,,,"Stem, Stalk",காம்பு,,,,tree-parts,corpus_sourashtradictionary
,,ஒலொ,olo,,,,Tender twig / shoot,கொழுந்து,,,,tree-parts,corpus_sourashtradictionary
,,கெளின்,keLin,,,,Blossom,அரும்பு,,,,tree-parts,corpus_sourashtradictionary
,,பூ2ல்,phool,,,,Flower,பூ,,,,tree-parts,corpus_sourashtradictionary
,,புலத்தெ,pulatte,,,,Blooming,பூத்தல்,,,,tree-parts,corpus_sourashtradictionary
,,விஸிஞ்ஜினி,visinjjini,,,,"Flowering, Blossoming","மலர்தல், அரும்புதல்",,,,tree-parts,corpus_sourashtradictionary
,,கெளாபூ2ல்,keLaaphool,,,,Ylang-ylang,மனோரஞ்சிதம்,,,,tree-parts,corpus_sourashtradictionary
,,கின்ஸுபூ2ல்,kinsuphool,,,,Screwpine,தாழம்பு,,,,tree-parts,corpus_sourashtradictionary
,,மோது2பூ2ல்,mOthuphool,,,,Screw Pine,தாழம்பூ,,,,tree-parts,corpus_sourashtradictionary
,,கேது3,kEdu,,,,Screw Pine,"தாழை, தாழம்பூ",,,,tree-parts,corpus_sourashtradictionary
,,கு2ம்பா3பூல்,khumbaapool,,,,Leucas Aspera-Flower,தும்பைப்பூ,,,,tree-parts,corpus_sourashtradictionary
,,ஸொம்பெ,sompe,,,,Champak flower,செண்பகம்,,,,tree-parts,corpus_sourashtradictionary
,,வல்லரி,vallari,,,,Bouquet,மலர்கொத்து,,,,tree-parts,corpus_sourashtradictionary
,,கு3சொ,guco,,,,"Bouquet, Bunch",பூங்கொத்து,,,,tree-parts,corpus_sourashtradictionary
,,ரேக்,rEk,,,,Petal,இதழ்,,,,tree-parts,corpus_sourashtradictionary
,,நெரமு,neramu,,,,Vein,நரம்பு,,,,tree-parts,corpus_sourashtradictionary
,,பான்,paan,,,,Leaf,இலை,,,,tree-parts,corpus_sourashtradictionary
,,லீம்பான்,leempaan,,,,Neem leaf,வேப்ப இலை,,,,tree-parts,corpus_sourashtradictionary
,,நீம் பான்,neem paan,,,,Neem leaf,வேப்பிலை,,,,tree-parts,corpus_sourashtradictionary
,,குர்த்துபான்,kurttupaan,,,,Palm leaf,பனை ஓலை,,,,tree-parts,corpus_sourashtradictionary
,,தாளு பான்,taaLu paan,,,,Palm leaf,பனை ஓலை,,,,tree-parts,corpus_sourashtradictionary
,,ஶாகு2,ssaakhu,,,,"Branch, Bough, Bark",கிளை,,,,tree-parts,corpus_sourashtradictionary
,,ஸாகொ3,saago,,,,"Branch, Bough, Bark",கிளை,,,,tree-parts,corpus_sourashtradictionary
,,கொம்மொ,kommo,,,,Branch,கிளை,,,,tree-parts,corpus_sourashtradictionary
,,ருந்த3த்தெ,rundatte,,,,Branch spread,கிளை விட்டு பரவுதல்,,,,tree-parts,corpus_sourashtradictionary
,,ஜா2டு3 பொட்டொ,jhaaDu poTTo,,,,Bark,மரப்பட்டை,,,,tree-parts,corpus_sourashtradictionary
,,ஶிபு,ssipu,,,,Tree trunk,மரத்தண்டு,,,,tree-parts,corpus_sourashtradictionary
,,கோ2ஸ்,khOs,,,,Stump,"மரத்தின் அடிப்பாகம், அடிக்கட்டை",,,,tree-parts,corpus_sourashtradictionary
,,கீ4ர்,gheer,,,,Deep,ஆழமாக,,,,tree-parts,corpus_sourashtradictionary
,,மூஸ்,moos,,,,Bottom,அடிப்பாகம்,,,,tree-parts,corpus_sourashtradictionary
,,தோஸ்,tOs,,,,Top,உச்சி,,,,tree-parts,corpus_sourashtradictionary
,,சுப்டொ,cupTo,,,,Cotton,பருத்தி / பஞ்சு,,,,tree-parts,corpus_sourashtradictionary
,,"கபுஸ், கபு3ஸ்","kapus, kabus",,,,Cotton,பஞ்சு,,,,tree-parts,corpus_sourashtradictionary
,,சந்தி3,candi,,,,Silk Cotton,இலவம் பஞ்சு,,,,tree-parts,corpus_sourashtradictionary
,,பு3ஸ்கொ,busko,,,,Waste yarn,கழிவு நூல்,,,,tree-parts,corpus_sourashtradictionary
,,பு3ஸொ,buso,,,,Shell,மேல் ஓடு,,,,tree-parts,corpus_sourashtradictionary
,,கேலு தோமு,kElu tOmu,,,,Banana Bunch,வாழைக்குலை,,,,tree-parts,corpus_sourashtradictionary
,,நரெளு தோமு,nareLu tOmu,,,,Coconut flower,தென்னம்பாளை,,,,tree-parts,corpus_sourashtradictionary
,,மொட்டொ,moTTo,,,,"Coconut bat, Petiole",தென்னை மட்டை,,,,tree-parts,corpus_sourashtradictionary
,,பே2பு,phEpu,,,,"Coconut bat, Petiole",தென்னை மட்டை,,,,tree-parts,corpus_sourashtradictionary
,,பே2வு,phEvu,,,,Coconut flower spathe,தென்னம்பாளை மடல்,,,,tree-parts,corpus_sourashtradictionary
,,கு2ரி,khuri,,,,Coconut shell,தேங்காய் ஓடு,,,,tree-parts,corpus_sourashtradictionary
,,வாலு,vaalu,,,,Coconut husk,தேங்காய் மட்டை,,,,tree-parts,corpus_sourashtradictionary
,,கௌனல் பனி,kaunal pani,,,,Tender Coconut water,இளநீர் தண்ணீர்,,,,tree-parts,corpus_sourashtradictionary
,,நரெளு பே2பு,nareLu phEpu,,,,Coconut husk,தேங்காய் மட்டை,,,,tree-parts,corpus_sourashtradictionary
,,நரெள்பெ3ளொ,nareLbeLo,,,,Coconut Fruit,தேங்காய் பருப்பு,,,,tree-parts,corpus_sourashtradictionary
,,நரெளு கோரு,nareLu kOru,,,,Coconut seedling,தென்னை நாற்று,,,,tree-parts,corpus_sourashtradictionary
,,நரெளு கோ4லு,nareLu ghOlu,,,,Bunch of coconuts,தென்னங்குலை,,,,tree-parts,corpus_sourashtradictionary
,,மோகு,mOku,,,,Coconut sapling,தென்னை நாற்று,,,,tree-parts,corpus_sourashtradictionary
,,தே4கு,dhEku,,,,Coconut seedling,தென்னங்கன்று,,,,tree-parts,corpus_sourashtradictionary
,,தா4ரு,dhaaru,,,,Coconut bud,தென்னை அரும்பு,,,,tree-parts,corpus_sourashtradictionary
,,காண்டு3,kaaNDu,,,,"Rachis, Stem of a leaf",இலைத் தண்டு,,,,tree-parts,corpus_sourashtradictionary
,,பருடொ3,paruDo,,,,Coconut fronds,தென்னை ஓலை,,,,tree-parts,corpus_sourashtradictionary
,,பருண்டொ3,paruNDo,,,,Woven coconut leaves,பின்னிய தென்னை ஓலை,,,,tree-parts,corpus_sourashtradictionary
,,பரண்டொ3,paraNDo,,,,Dried Coconut Leaf,தென்னங்கீற்று,,,,tree-parts,corpus_sourashtradictionary
,,சே2வு,chEvu,,,,Woven coconut leaves,பின்னிய தென்னை ஓலை,,,,tree-parts,corpus_sourashtradictionary
,,பூ3ர்,boor,,,,Palm leaf rope,ஓலைக்கயிறு,,,,tree-parts,corpus_sourashtradictionary
,,கோ3ன்,gOn,,,,Coir,தேங்காய் நார்,,,,tree-parts,corpus_sourashtradictionary
,,தேமு,tEmu,,,,Coconut sap,நீரா பானம்,,,,tree-parts,corpus_sourashtradictionary
,,ஶெக்கெ,ssekke,,,,Waste fibre,கழிவு நார்,,,,tree-parts,corpus_sourashtradictionary
,,பி2ப்பி,phippi,,,,Dust particles,தூசி துகள்கள்,,,,tree-parts,corpus_sourashtradictionary
,,வ்ருத்3தி3,vruddi,,,,Growing up,வளருதல்,,,,tree-parts,corpus_sourashtradictionary
,,அளொ,aLo,,,,Garden plot,பாத்தி,,,,tree-parts,corpus_sourashtradictionary
,,க2டொ,khaTo,,,,Thorn,முள்,,,,tree-parts,corpus_sourashtradictionary
,,பொல்கொ,polko,,,,"Wood, Board","மரக்கட்டை, பலகை",,,,tree-parts,corpus_sourashtradictionary
,,து4ம்டொ,dhumTo,,,,"Wood, Staff, Stick","மரக்கட்டை, தடி",,,,tree-parts,corpus_sourashtradictionary
,,கெட்டெ,keTTe,,,,Stick,கட்டை,,,,tree-parts,corpus_sourashtradictionary
,,ஜிட்3டு3,jiDDu,,,,Resin,பிசின்,,,,tree-parts,corpus_sourashtradictionary
,,லைரஸ்,lairas,,,,Germinated,முளைத்துள்ளன,,,,tree-parts,corpus_sourashtradictionary
,,ஶிரத்தெ,ssiratte,,,,Shedding,உதிர்தல்,,,,tree-parts,corpus_sourashtradictionary
,,லலத்தெ,lalatte,,,,Shedding,உதிர்தல்,,,,tree-parts,corpus_sourashtradictionary
,,ஜுணன் நிகுலை,juNan nikulai,,,,Starts bearing fruit,காய்க்கத்தொடங்கும்,,,,tree-parts,corpus_sourashtradictionary
,,கைலொ லைனா,kailo lainaa,,,,Will not yield fruit,காய் காய்க்காது,,,,tree-parts,corpus_sourashtradictionary
,,நீடொ3,neeDo,,,,Shadow,நிழல்,,,,tree-parts,corpus_sourashtradictionary
,,சை2லொ,chailo,,,,Shadow,நிழல்,,,,tree-parts,corpus_sourashtradictionary
