sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard_kyoto,iast,ipa,meaning_english,meaning_tamil,example_sentence_sourashtra,example_sentence_english,example_sentence_tamil,category,source
,,கெத்திரிக்கெ,kettirikke,,,,Scissors,கத்தரிக்கோல்,கெத்திரிக்கெ ஹால் நெக்கு மெல்லொ குட்கொ கெருவாயி,Scissors can also cut the nail,கத்தரிக்கோலால் நகத்தை கூட வெட்ட முடியும்,tools,corpus_sourashtradictionary
,,ஸிவி,sivi,,,,Needle,ஊசி,ஸிவிம் தொ3ரி பொமொத்தக் தொ3ளா ஸனி சொக்கட் ர்ஹனொ,Eye sight should be good for threading a needle,ஊசியில் நூல் கோர்க்க கண் பார்வை நன்றாக இருக்கவேண்டும்,tools,corpus_sourashtradictionary
,,தொ3ரி செண்டு3,dori ceNDu,,,,Thread bundle,நூல்கண்டு,தொ3ரி செண்டு3ன் பொ4வெ வனினும் அப்3ப3ஸு,Thread bundles are available in a lot of colors,நூல்கண்டுகள் நிறைய வண்ணங்களில் கிடைக்கின்றன,tools,corpus_sourashtradictionary
,,த3பன் ஸிவி,dapan sivi,,,,Sack sewing needle,"கோணி ஊசி, சாக்கு ஊசி",கெச்சந்தி3கு த3பன் ஸிவிஹால் ஸிவஸுனு,Sacks are sewn with sack sewing needle,சாக்குப்பையை கோணி ஊசியால் தைப்பார்கள்,tools,corpus_sourashtradictionary
,,ஹல்லொ,hallo,,,,Plough,"கலப்பை, ஏர், ஏர்க்கால்",நங்கு3னாருன் ஹல்லொ ஹால் கே2துக் நங்க3னு,Farmers plow the field with plows,விவசாயிகள் கலப்பையால் வயலை உழுவார்கள்,tools,corpus_sourashtradictionary
,,ஏடி3கோல,EDikOla,,,,Plough,"கலப்பை, ஏர், ஏர்க்கால்",நங்கு3னாருன் கொ3ருக் ஏடி3கோலாம் ஸம்டடி3கின் கே2துக் ஜுன்னஸுன்,Farmers lock the oxen in the plow and plow the field,விவசாயிகள் ஏரில் எருகளை பூட்டி வயலை உழுவார்கள்,tools,corpus_sourashtradictionary
,,கூப3ரொ,koobaro,,,,Plough,"கலப்பை, ஏர், ஏர்க்கால்",கூப3ராக் அவ்ங்கி தெ4ரி உட்சத்தவேள் அடு3க்கு ஸேத்தெ மத்தி ஹொல்லொ அவஸு,The soil below comes up when the plow is pressed and pulled,ஏர்க்காலை அழுத்திப் பிடித்து இழுக்கும் போது கீழே உள்ள மண் மேலே வருகிறது,tools,corpus_sourashtradictionary
,,நுகொ3,nugo,,,,Yoke (part of bullock cart),நுகத்தடி,கொ3ருனுக் நுகா3ம் ஸொவ்ண்டடி3 கொ3ரு பொ3ண்டி3 தொ3வ்ட2னு,The bullock catrs are driven by locking the oxen under the yoke,மாடுகளை நுகத்தடியில் மாட்டி மாட்டுவண்டியை ஓட்டுவார்கள்,tools,corpus_sourashtradictionary
,,ப4ஸ்து,bhastu,,,,Bellows,துருத்தி,ஹுலொ ம்ஹௌஜனாத்தக் ர்ஹாத்தக் ப4ஸ்து ஹால் வர ஹனன்,The air is blown through the bellows to keep the fire burning,நெருப்பு அணையாமல் இருக்க துருத்தியால் காற்றடிப்பார்கள்,tools,corpus_sourashtradictionary
,,சாடொ,caaTo,,,,Whip,சாட்டை,கொ3ரு பி3ஸ்ஸொ த4மத்தக் சாடொ ஹால் ஹனனு,The cow is beaten with a whip to make it run faster,மாடு வேகமாக ஓடுவதற்கு சாட்டையால் அடிப்பார்கள்,tools,corpus_sourashtradictionary
,,ஸானு,saanu,,,,Grinding stone,சாணைக்கல்,சாகுக் ஸானும் கெ3ஸிகின் மொனொ கெரனு,The knife is rubbed on the grindstone and sharpened,கத்தியை சாணைக்கல்லில் தேய்த்து கூராக்குவார்கள்,tools,corpus_sourashtradictionary
